62003016	Faith	Cristo nokanchejraycu wañuskannejta rejsinchej cheka munacuytaka. Ajinata nokanchejpis hermanosninchejraycu wañunanchejpaj waquichiskas cananchej tiyan.
43013001	Grace	Pascua ñaupajta Jesuska yachaskaña cay pachamanta ujtawan Tatanman cutipunan hora chayamushaskanta. Payka cay pachapi caj ajllaska runasninta munacorkapuni. Cunantaj chay munacuyninta may jatun caskanta, tucuyta paycunaman ricucherka.
58003017	Sin	Tawa chunca watasta chay juchasapa runaspaj Dios sinch'ita phiñacorka. Ajinamanta paycuna wañurarkancu, tullusnincupis ch'in pampapi khepacorka.
60001014	Recommendation	Diospa wawasnin caspaka tucuy sonkowan payta casuychej. Manaraj Cristopi jap'icushaspaka mana yuyayniyoj munayniyquichejmanjina causarkanquichej. Chay ñaupa causayniyquichejmanjinaka amaña causaychejchu.
45011032	Grace	Dioska tucuytamin mana casucojcunapaj yuparka waj llajtayojcunatapis israelcunatapis. Chayta ruwarka tucuyman qhuyacuyninta ricuchinanpaj.
66006006	Description	Uyarerkanitaj chay tawa causajcuna chaupipi nejta: —Uj kilo trigota rantinapaj uj p'unchay llanc'ana canka. Quinsa kilo cebadata rantinapaj uj p'unchay llanc'ana canka. Aceiteta vinotataj ama imananquichu, —nispa.
59004010	Recommendation	Llamp'uchacuychej, ari, sonkosniyquichejpi Señor Diospa ñaupakenpi. Chanta pay curajpaj churasonkachej.
44017031	Grace	Imaraycuchus Dioska uj p'unchaytamin churan. Chay p'unchaypi tucuy runasta khawanka ruwaskancuta ninanpaj juchayojchus manachus caskancuta. Chayta chekanta ruwanka paypa ajllaskan Jesucristonejta. Dios tucuyman sut'ita ricucherka Jesús ajllaskan caskanta payta causarichimuspa, —nispa nerka Pablo.
43019002	Description	Asipayanancupajtaj qhishcamanta uj pilluta soldados simp'arkancu. Chaytataj umanman churarkancu. Camachejtajinataj p'achallerkancu culli-puca p'achawan.
54005014	Recommendation	Chayraycu munani sipas viudas casaracunancuta, wawasta uywanancuta, wasincupi camachinancutataj. Ajinata ruwachuncu churancojcunaka ama khawaranancupaj.
43014011	Faith	Nokaka Tataywan ujlla cani, Tataytaj nokawan ujllamin. Chayta creeychej noka niskayraycu. Manachayrí ruwaskasniyraycu creeychej.
