62003016	Faith	Won xanunteya kolonma Ala xa Mixi Sugandixi Isa xa misaali nan saabui ra , naxan tinxi a nii fide won bɛ . Won fan lan nɛ won xa tin na rabade won boore adamadie bɛ .
43013001	Grace	Beenun Sayamalekɛ Dangi Sali xa a li , Isa naxa a kolon a gbe mu nu luxi a xa keli duniɲa ma gbilenfe ra Baba Ala ma . A fɔxirabirɛe a naxee sɔtɔ duniɲa ma , nee nu rafan a ma . Han a faxa tɛmui naxɛ , e xa xanunteya nu na a bɛ .
58003017	Sin	Ala xɔnɔ nɛ ndee ma ɲɛ tongo naani bun ma ? Mixie xa mu a ra naxee yunubi rabaxi , e fa sɔntɔ gbengberenyi ma ?
60001014	Recommendation	Wo naxa bira wo waxɔnfe ɲaaxi fɔxɔ ra alɔ wo nu a rabama ki naxɛ beenun wo xa Isa kolon . Wo xa wo Baba Ala xui rabatu .
45011032	Grace	Na kui , Ala bara adama birin lu tinxintareya xa nɔɛ bun ma alako a xa hinnɛ e birin na .
66006006	Description	N naxa xui nde mɛ na nimase naani tagi , « Mɛngi kilo keren sare lanma lɔxɔɛ keren wali sare nan ma . Fundenyi maniyɛ kilo saxan lanma lɔxɔɛ keren wali sare nan ma . I naxa ture nun wɛni xun nakana . »
59004010	Recommendation	Wo wo magoro Marigi bɛ , a fan wo xa fe itema nɛ .
44017031	Grace	barima a bara lɔxɔɛ keren sugandi , a fama duniɲa makiitide naxan ma tinxinyi ra , mixi nde saabui ra a bara a ragiri naxan ma . A bara na kanyi matɔnxumaxi rakeli faxamixie ya ma . »
43019002	Description	Sɔɔrie naxa mangɛ katanyi maniyɛ yailan tunbee ra , e a sa a xun ma , e fa mangɛ donma gbeeli ragoro a ma .
54005014	Recommendation	Na kui , a xɔli n ma kaaɲɛ ginɛ sungbutunyie xa dɔxɔ xɛmɛ taa , e fa die bari , e mɛɛni e xa denbaya ma , alako won yaxuie naxa nɔ fe ɲaaxi falade e xun ma .
43014011	Faith	Wo xa la n na , a Baba Ala nun n tan nan a ra , n fan nun Baba Ala nan a ra . Xa wo siikɛxi na ma , wo xa la a ra n ma walie tan xa fe ra . »
66020014	Violence	Faxɛ nun aligiyama naxa woli tɛ xɔɔra , naxan findixi faxɛ firin nde ra .
58009026	Description	Xa a nu na ki nɛ nu , Ala xa Mixi Sugandixi nu lanma nɛ a xa tɔɔrɔ sanmaya wuyaxi kabi duniɲa fɔlɛ ra . Kɔnɔ na mu a ra . Yakɔsi yi waxati dɔnxɔɛ , a naxa mini sanmaya keren , alako a xa yunubi xa fe kana a yɛtɛ sɛrɛxɛ saabui ra .
44013018	Description	A naxa e rabalo ɲɛ tongo naani ɲɔndɔn gbengberenyi ma .
46011033	Recommendation	N ngaxakerenyie , na kui , wo xa wo bore mamɛ , wo wo malanma tɛmui naxɛ Marigi xa sɛrɛxɛ tɔnxuma donde .
66006012	Violence	A to buki balanse senni nde rabi , bɔxi naxa sɛrɛn sɛnbɛ ra , soge naxa ifɔɔrɔ alɔ sunnun donma fɔɔrɛ , kike naxa lu alɔ wuli ,
58011035	Violence	Ginɛ ndee naxa e ngaxakerenyi faxaxie to , naxee rakelixi faxɛ ma . Mixi ndee naxa ɲaxankata , e tondi minide na tɔɔrɛ kui , alako e xa marakeli fanyi sɔtɔ .
44016037	Violence	Kɔnɔ Pɔlu naxa a fala sɔɔrie bɛ , « Muxu tan naxee findixi Rɔmakae ra , e bara muxu sa geeli e mu muxu makiiti . E naxa muxu sa geeli , yakɔsi e wama muxu raminife gundo ra ? Na mu lanma feo ! E yɛtɛ yati nan fama muxu rabolode . »
45013009	Recommendation	Ala xa yaamarie alɔ , « I naxa yɛnɛ raba , i naxa mixi faxa , i naxa muɲɛ ti , i naxa mila , » a nun yaamari gbɛtɛe birin , nee malanxi findixi masenyi keren nan na : I xa i boore xanu alɔ i yɛtɛ yati .
62003003	Faith	Mixi naxan a yigi tixi Isa ra , a a yɛtɛ rasɛniyɛnma , alɔ Isa sɛniyɛnxi ki naxɛ .
45007022	Faith	N bɔɲɛ tan kui , Ala xa sɛriyɛ rafan n ma ,
50004004	Recommendation	Wo sɛɛwa Marigi ra tɛmui birin . N man xa a fala wo bɛ , wo xa sɛɛwa .
66001012	Description	N naxa n mafindi alako n xa a to naxan wɔyɛnxi n na . N to n mafindi , n naxa lanpui xɛɛma daaxi solofere to .
58003018	Sin	Ala a kali nde bɛ a e mu soma a xa malabui yire ? Mixie xa mu a ra naxee a matandixi ?
