62003016	Faith	Pek qootzajle kaniꞌch kubꞌantu tiiꞌoꞌ tiꞌ kumol sakubꞌaneꞌ tan , echaꞌ u Jesuus , taqꞌ tibꞌ tu kamchil qiꞌ . Utz echat sakubꞌan majte . Saqaqꞌ qibꞌ tiꞌ qꞌu kumol niman tetz u Jesuus .
43013001	Grace	Uncheeꞌ atich tek sikꞌuꞌl u Jesuus aas maꞌt topon vitiempo , aꞌ chit yeꞌsajich ixeꞌt u nimla qꞌii tiꞌ u Elchil Vatz Kamchil Tu Egipto . Tootzaj tekuꞌen saelbꞌen vatz txꞌavaꞌ utz , seꞌen xeꞌ viTat . Utz tiich u Jesuus tiꞌ qꞌul ichusulibꞌ utz , ankoꞌxh tiich tiꞌ tiyaꞌtebꞌal .
58003017	Sin	Aꞌ qꞌuꞌl lakon iviꞌ u Tioxh tu 40 yaꞌbꞌ tziꞌ . Tan vet sikꞌuꞌl motx paavin siatz . Echtzixeꞌt motx kamka tu u tzꞌinlich tzaji txꞌavaꞌ .
60001014	Recommendation	Ex tek ikꞌaol imeꞌal Tioxh cheel tan , nenima . Ech yebꞌan veꞌt qꞌu tachaꞌv qꞌul echiꞌl qꞌuꞌl nichebꞌaneꞌ aas sotznajich ekꞌuꞌl yeꞌ etootzaj u Jesuus .
45011032	Grace	Tan taqꞌ tzii u Tioxh tiꞌ qꞌu aanima kajayil aas saqeloni . Loqꞌ aꞌ isaꞌ aas xamtel sitxum ivatz qꞌu aanima kajayil majte .
66006006	Description	Utz vabꞌi tuch maꞌl u yol xoꞌl kaavaꞌl qꞌu itzꞌlich kam . Tal ech tzaꞌ : — Kaꞌvaꞌl koꞌn libra triigo vijaꞌmel maꞌl qꞌii aqꞌon . Oj sebada utz , vaajil libra u jaꞌmel . Ech koj u aseite tuchꞌ u taꞌl uuva , yeꞌk sakanoꞌk . — Texhtuꞌ .
59004010	Recommendation	Aqꞌtaj kuꞌ etibꞌ vatz u Tioxh ; ech sitꞌanbꞌaꞌex .
44017031	Grace	Tan bꞌanel tek tiꞌ maꞌl u qꞌii taqꞌo aas tu chit ijikomal suꞌlitxꞌol inujul kajay qꞌu aanima tu u vatz amlika txꞌavaꞌ . Aꞌ sabꞌanon taqꞌo u Vinaj vaꞌl aꞌ oksan tijleꞌm . Tan toksa iqꞌii vatz tenam tiꞌ u qꞌaavtitzꞌpu jeꞌ xoꞌl qꞌu kamnaj . — Texh u Pablo .
43019002	Description	Utz motx ipaꞌtxꞌu maꞌl chꞌiꞌx koroona qꞌu sol majte . Taqꞌ jeꞌ tiviꞌ u Jesuus . Utz toksa vaꞌt qꞌej kaj oksaꞌm kꞌatza .
54005014	Recommendation	Pek aal bꞌaꞌn satzumeꞌ qꞌu txakay ixoj qꞌuꞌl txul ixoj tereꞌn . Atinoj titzꞌin . Utz aꞌ satil imeꞌbꞌiꞌl tu tatibꞌal . Ech yeꞌk sataqꞌ tzii tu u txꞌiꞌliꞌinaj sachee yol tiꞌ taqꞌo .
