text,actual_category,predicted_category
"Mutasiýa täze genetiki dürlüleşmäni goşýar, seçgi bolsa, ony äşgär dürlüleşmäniň howzundan aýyrýar.",science/technology,science/technology
Ýadro bombasy bir ýadrony köp sanly proton we neýtron bilen bir ýere jemlemäge energiýanyň zerurdygy baradaky ýörelge boýunça işleýär.,science/technology,science/technology
Ýadro iki bölejikden - neýtronlardan we protonlardan durýar.,science/technology,entertainment
Ol zum obýektiwleriniň üýtgewsiz fokus uzaklykly obýektiwleriň baryp ýetýän hiline deňeşdirip boljak ýokary hilli suratlary öndürmegine mümkinçilik berdi.,science/technology,entertainment
"Olar birnäçe sebäbe görä web-proksilerden has üstündir: Olar diňe http-ni däl-de, ähli Internet trafigini täzeden ugrukdyrýar.",science/technology,entertainment
"Interaktiw dizaýn multimedia önümçiligi baradaky çaklamalaryňyza gaýtadan baha berip, liniýasyz usullar arkaly pikirlenmegi öwrenmegiňizi talap edýär.",science/technology,entertainment
"Ol adaty praktika öwrüldi, ýöne demir, arabalaryň agaç tigirlerinde has köp könelmä sebäp bolýardy.",science/technology,science/technology
"Sürüler birden üçe çenli garyndaş uly erkekden, otuz sana barýança eneden we çagalardan ybaratdyr.",science/technology,entertainment
"Emeli akyldan ylmy fantastikanyň güýçli ysy gelýän-de bolsa, emeli akyl bir maşynda özüňi alyp baryş, öwrenmek we akylly uýgunlaşmak bilen meşgullanýan, kompýuter ylmynyň örän möhüm şahasyny emele getirýär.",science/technology,entertainment
"Şol sebäpli, bu formatyň ölçeg gatnaşygy 3:2 diýlip aýdylýar (iň ýönekeý bitin san almak üçin on ikä bölmek arkaly).",science/technology,entertainment
"Hemra telefony, umuman, mobil telefonyň ornuny tutmaýar, çünki telefonda jaň etmek üçin açyk howada we hemranyň göni görünýän çäginde durmagyňyz gerek.",science/technology,entertainment
"Tirkeg ýollary bary-ýogy ugurdaş agaç tagtalardan ybarat bolsa-da, şol döwrüň birneme çarkandakly ýollaryna garanyňda, atlaryň has ýokary tizlige ýetmegine we has köp ýük çekmegine mümkinçilik berdi.",science/technology,entertainment
"Adamlar gadymdan bäri altyn, kümüş we mis ýaly esasy himiki elementler barada bilýär, sebäbi bularyň ählisini tebigatda tebigy görnüşde tapyp bolýar we olary ýöntem gurallar bilen gazyp almak birneme ýönekeýdir.",science/technology,entertainment
Tigir dünýäni akyla sygmajak görnüşlerde özgertdi. Tigiriň biziň üçin bitiren iň uly işi gatnawy has ýeňilleşdirip we çaltlaşdyryp bermegidir.,science/technology,entertainment
Ol şekiliň tutuş ekrany doldurmagy üçin şeýle edilýär. Oňa owerskan diýilýär.,science/technology,science/technology
Nemes suwasty gämilerine suwasty gaýyklar diýilýärdi. Nemesler öz suwasty gämilerini nawigirlemäge we işletmäge örän ökdedi.,science/technology,entertainment
"Onuň fiziki ýagdaýy üýtgäp bilse-de, himiki ýagdaýy şol durşuna galýar.",science/technology,entertainment
Suwuň ýüzündäki suw molekulalary biri-birine ýokardaky howa molekulalaryna bolan dartyşdan has güýçli dartylýandyklary sebäpli üstdäki dartylma bolup geçýär.,science/technology,entertainment
Kinony DVD formatyna öwürmäge synanyşyk edilende iň köp duşýan meseleleriň biri hem owerskan bolup durýar.,science/technology,entertainment
"Hususan-da, mikro-keşpleri dogry düşündirmek arkaly bir adamyň ýalan sözläp sözlemeýändigini anyklamagyň mümkindigi öňe sürülýär.",science/technology,entertainment
"Altyny ähli görnüşdäki şekillere salmak mümkindir. Ony togalap, ownujak şekillere-de öwrüp bolýar.",science/technology,entertainment
"Emeli akyl ulgamy indi öý kompýuterleriniň we wideo oýunlaryň birnäçe programma üpjünçiligi programmasyna ornaşdyrylandygy sebäpli, ýygy-ýygydan ykdysadyýet, lukmançylyk, inženerçilik we harby pudaklarda ulanylýar.",science/technology,entertainment
"Ol häzirem öndürilýär, ýöne has möhüm tarapy, onuň ölçeg gatnaşygy sanly kameralaryň surat sensory formatlary tarapyndan miras alyndy.",science/technology,entertainment
Köp betniýetli ulanylýan we köplenç üstünden gülünýän üçden biri kadasy suratda tertip-düzgün ölçegini saklamak bilen dinamizm döredýän ýönekeý bir gollanmadyr.,science/technology,science/technology
"Ol, diňe bir, azyndan käbir dinozawrlaryň ýelekleriniň bolandygy barada eýýäm giňden ýaýran teoriýany tassyklamak bilen çäklenmän, eýsem daşlaşan galyndylardan adatça anyklap bolmaýan reňk we üç ölçegli ýerleşiş ýaly jikme-jiklikleri berýär.",science/technology,entertainment
"Io hemrasynyň dartyş güýji meni nähili dartardy? Eger Io hemrasynyň üstünde duran bolsaňyz, agramyňyz Ýerdäkiden has ýeňil bolardy.",science/technology,entertainment
"Federal awiasiýa müdirliginiň aýtmagyna görä, ""NextGen"" ulgamy uçarlara has gysga ugurlara uçmaga, her ýyl millionlarça gallon ýangyç tygşytlamaga we uglerod zyňyndylaryny azaltmaga mümkinçilik berýän ulgamdyr.",science/technology,entertainment
"Newrobiologik maglumatlar akyl ýetirişi barlamaga bolan teoretik çemeleşme üçin fiziki subutnamany üpjün edýär. Şonuň üçin, ol barlag ugruny daraldyp, has takyklaşdyrýar.",science/technology,science/technology
"Ol 2 sagatlyk çykyşynyň dowamynda: ""Şu gün ""Apple"" telefonyň täzeden üstüni açýar, biz şu gün taryh ýazýarys"" diýdi.",science/technology,entertainment
"Zum obýektiwleriniň kemçiligi fokuslamagyň çylşyrymlydygy, şeýle hem, fokus uzaklyklarynyň aralygyna ýetmek üçin zerur bolan obýektiw elementleriniň sanynyň ýönekeý obýektiwlere garanyňda has köp bolmaklygy bolup durýar.",science/technology,entertainment
"Telewizoryň pultuna çalym edýän ol dolandyryjy öz ornuny üç ölçegli giňişlikde üçburçlamak üçin, ulanyjynyň telewizorynyň gapdalynda ýerleşýän iki sany sensordan peýdalanýar.",science/technology,entertainment
"Alymlar bu haýwanyň ýelekleriniň ýokarky böleginiň kaştan-goňur, aşaky böleginiň bolsa, solak ýa-da karotenoid reňkli bolandygyny aýdýarlar.",science/technology,entertainment
"Uniwersitetiň ylmy-barlagçylarynyň aýtmagyna görä, şol iki birleşme biri-biri bilen reaksiýa girip, böwrekleriň işleýşini bekläp bilýän kristallary emele getirýär.",science/technology,entertainment
Ol 35 mm negatiwden dört esse diýen ýaly çözgüt berýär (3136 mm2 bilen 864).,science/technology,science/technology
"Ýewropa bilen gurlan suwasty aýna-süýümli kabel birikmeleri we giň zolakly hemra arkaly, Grenlandiýa ilatyň internet girişi bar bolan 93%-i bilen gowy baglanyşyk saklaýar.",science/technology,entertainment
"Şu kategoriýadaky iň görnükli programmalaryň biri hem, gerekli dil maglumaty göçürilip alnansoň, awtonom terjime etmäge mümkinçilik berýän Google Terjimedir.",science/technology,science/technology
"Gaz, suwuk ýa-da gaty görnüşde bolsun, onuň şol bir molekulýar gurluşy bardyr.",science/technology,entertainment
"Wideo ýazgy ulanmaklyk mikro-keşpleriň, sanlyja millisekunt dowam edýän ýüz hereketleriniň düşündirilmeginde möhüm açyşlara eltdi.",science/technology,entertainment
Adamlar müňlerçe we müňlerçe ýyldan bäri ulaltmak üçin linzalary ýasap hem-de ulanyp gelýär.,science/technology,entertainment
"Emma, ol ýeke däl, eksperiment geçirmek hem bar, we eksperiment soraglary bermek hem-de gözegçilikler etmek arkaly bir ýa-da birnäçe gipotezany aradan aýyrmakda ulanylýan synag bolup, ylmy barlaglara-da ýol görkezýär.",science/technology,entertainment
"Ahyrsoňy, agaç tigirler demir tigirler bilen çalşyryldy. 1767-nji ýylda ilkinji doly demir relsler ulanyşa girizildi.",science/technology,entertainment
"Köp kartlar islendik ýere jaň etmäge gowy bolsa-da, käbirleri ýurtlaryň belli bir toparlaryna amatly jaň ediş tariflerini üpjün etmeklige ýöriteleşýär.",science/technology,entertainment
