text,translated_text,clean_output
sänzëmä a za fini gbian ngo ti génétique na sorongo ye na zi ye na ya ti pool ti gbian ngo ye so a tene.,Sango: sänzëmä a za fini gbian ngo ti génétique na sorongo ye na zi ye na ya ti pool ti gbian ngo ye so a tene. English: The blood of the lamb is the blood of the lamb.,The blood of the lamb is the blood of the lamb.
A ye ti soungba ngo ti fission a sara kusala na ndo ti a ye so ngangu ni a bongbi na noyau ti ga gba ti a protons na a neutrons.,Sango: A ye ti soungba ngo ti fission a sara kusala na ndo ti a ye so ngangu ni a bongbi na noyau ti ga gba ti a protons na a neutrons. English: A ye ti soungba ngo ti fission a sara kusala na ndo ti a ye so ngangu ni a bongbi na noyau ti ga gba ti a protons na a neutrons.,A ye ti soungba ngo ti fission a sara kusala na ndo ti a ye so ngangu ni a bongbi na noyau ti ga gba ti a protons na a neutrons.
Noyau a boumbi aye use - a neutrons na a protons.,Sango: Noyau a boumbi aye use - a neutrons na a protons. English: Noyau a boumbi aye use - a neutrons na a protons.,Noyau a boumbi aye use - a neutrons na a protons.
A mû fade lêgë na a lê yê ti zoom ti sara a limo so kalitëe so a kpa a lo so wara a lê yê ti focale fixe.,Sango: A mû fade lêgë na a lê yê ti zoom ti sara a limo so kalitëe so a kpa a lo so wara a lê yê ti focale fixe. English: A mû fade lêgë na a lê yê ti zoom ti sara a limo so kalitëe so a kpa a lo so wara a lê yê ti focale fixe.,A mû fade lêgë na a lê yê ti zoom ti sara a limo so kalitëe so a kpa a lo so wara a lê yê ti focale fixe.
"Ahon ngangu ti proxys Web ndali ti gbati aye: Ala ke gue na tambula ti internet kue, ataa ye so ayeke gi http pepe.","Sango: Ahon ngangu ti proxys Web ndali ti gbati aye: Ala ke gue na tambula ti internet kue, ataa ye so ayeke gi http pepe. English:",
Sara ngo ye so ayeke interactive a ye fade si ala haka a hypothèse na ndo ti a sara ngo ye ti kuasango na nga ala yeke manda lêgë ti gbu ngo li ti ala na lêgë ti mayëre so ayeke non-linéair.,Sango: Sara ngo ye so ayeke interactive a ye fade si ala haka a hypothèse na ndo ti a sara ngo ye ti kuasango na nga ala yeke manda lêgë ti gbu ngo li ti ala na lêgë ti mayëre so ayeke non-linéair. English: Sara ngo ye so ayeke interactive a ye fade si ala haka a hypothèse na ndo ti a sara ngo ye ti kuasango na nga ala yeke manda lêgë ti gbu ngo li ti ala na lêgë ti mayëre so ayeke non-linéair.,Sara ngo ye so ayeke interactive a ye fade si ala haka a hypothèse na ndo ti a sara ngo ye ti kuasango na nga ala yeke manda lêgë ti gbu ngo li ti ala na lêgë ti mayëre so ayeke non-linéair.
"A ye so a ga tongana a mbeni kode ti lakwe,si win ni a lingbi ti bian a guere ti a wango so ayeke na keke.","Sango: A ye so a ga tongana a mbeni kode ti lakwe,si win ni a lingbi ti bian a guere ti a wango so ayeke na keke. English: A ye so a ga tongana a mbeni kode ti lakwe,si win ni a lingbi ti bian a guere ti a wango so ayeke na keke.","A ye so a ga tongana a mbeni kode ti lakwe,si win ni a lingbi ti bian a guere ti a wango so ayeke na keke."
"Na ya ti fierté a yeke wara koli ni oko wala use so apeut ti duti aita, na awali ni so aga nduru na bale ota nga na kete môlengê ti ours.","Sango: Na ya ti fierté a yeke wara koli ni oko wala use so apeut ti duti aita, na awali ni so aga nduru na bale ota nga na kete môlengê ti ours. English: I’m not sure what you mean.",I’m not sure what you mean.
"Atâa IA yeke tene ti nganu mingi na science-fiction, IA ayeke ndokua ti kusara so ayeke ngangu ti informatique, adiko dutingo ti azo, mandango ye nga na tara ti hhinga aye ti ndara ti masini.","Sango: Atâa IA yeke tene ti nganu mingi na science-fiction, IA ayeke ndokua ti kusara so ayeke ngangu ti informatique, adiko dutingo ti azo, mandango ye nga na tara ti hhinga aye ti ndara ti masini. English: I’m not a scientist, I’m not a scientist.","I’m not a scientist, I’m not a scientist."
Songo na popo ti yongo na nduzu na kêtê yongo ti fûnda (a kangbi ya ni a bale oko na ûse ti te ne a wara songo so ayeke polele) a iri ni a tene 3:2.,Sango: Songo na popo ti yongo na nduzu na kêtê yongo ti fûnda (a kangbi ya ni a bale oko na ûse ti te ne a wara songo so ayeke polele) a iri ni a tene 3:2. English: The Lord is my shepherd.,The Lord is my shepherd.
"Singa ti satellite a pe mu palaze ti singa so mo sara na ni pepe, ndali ti so si mo du a ti ngba na ndo ti gigi so a baa a le na le ti satellite so ayeke mu lege na mo ti iri ndo.","Sango: Singa ti satellite a pe mu palaze ti singa so mo sara na ni pepe, ndali ti so si mo du a ti ngba na ndo ti gigi so a baa a le na le ti satellite so ayeke mu lege na mo ti iri ndo. English: The king of the hill.",The king of the hill.
"Alingbi kwe a wagon ni a sara gui na keke, ala mu lege na a mbarata ti gboto ni na ngangou nga na kota loro nga ti gboto a kota a kungba so ayeke ngangou gui na ndo ti a lege so a yapou si ndao a lingbi ti si nga na ya ti lango oko oko.","Sango: Alingbi kwe a wagon ni a sara gui na keke, ala mu lege na a mbarata ti gboto ni na ngangou nga na kota loro nga ti gboto a kota a kungba so ayeke ngangou gui na ndo ti a lege so a yapou si ndao a lingbi ti si nga na ya ti lango oko oko. English: The way of the river is the way of the river.",The way of the river is the way of the river.
"A zo a hinga a ye so ayeke na gunda ti ye tongana lolo, nginza na cuivre ando guiriri, tene ti alingbi ti hinga ala kue na ya ti a ndo na tere ti ala a yeke sengue ti gboto na a bakuru ti ando.","Sango: A zo a hinga a ye so ayeke na gunda ti ye tongana lolo, nginza na cuivre ando guiriri, tene ti alingbi ti hinga ala kue na ya ti a ndo na tere ti ala a yeke sengue ti gboto na a bakuru ti ando. English: A yeke sengue ti gboto na a bakuru ti ando.",A yeke sengue ti gboto na a bakuru ti ando.
