text,actual_category,predicted_category,generated_text
"Mutation lägger till ny genetisk variation, och selektion tar bort den ur poolen av uttalad variation.",science/technology,science/technology,"SENTENCE:
 Mutation lägger till ny genetisk variation, och selektion tar bort den ur poolen av uttalad variation. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Fissionsbomben grundar sig på principen att det krävs energi för att åstadkomma en kärna med många protoner och neutroner.,science/technology,science/technology,"SENTENCE:
 Fissionsbomben grundar sig på principen att det krävs energi för att åstadkomma en kärna med många protoner och neutroner. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Kärnan består av två partiklar - neutroner och protoner.,science/technology,science/technology,"SENTENCE:
 Kärnan består av två partiklar - neutroner och protoner. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Detta har gjort det möjligt för zoomobjektiv att ge bilder av en kvalitet som är jämförbar med den som uppnås av objektiv med fast brännvidd.,science/technology,science/technology,"SENTENCE:
 Detta har gjort det möjligt för zoomobjektiv att ge bilder av en kvalitet som är jämförbar med den som uppnås av objektiv med fast brännvidd. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"De är överlägsna webbproxyservrar av flera anledningar: De omdirigerar all internettrafik, inte bara http.",science/technology,travel,"SENTENCE:
 De är överlägsna webbproxyservrar av flera anledningar: De omdirigerar all internettrafik, inte bara http. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
Interaktiv design kräver att du omprövar din bild av vad medieproduktion är och lär dig att tänka i nya banor.,science/technology,entertainment,"SENTENCE:
 Interaktiv design kräver att du omprövar din bild av vad medieproduktion är och lär dig att tänka i nya banor. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: entertainment</s>"
"Detta kom att bli praxis, men järnet slet mer på vagnarnas trähjul.",science/technology,sports,"SENTENCE:
 Detta kom att bli praxis, men järnet slet mer på vagnarnas trähjul. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: sports</s>"
Flockar består av en till tre besläktade vuxna hanar tillsammans med så många som trettio honor och ungar.,science/technology,travel,"SENTENCE:
 Flockar består av en till tre besläktade vuxna hanar tillsammans med så många som trettio honor och ungar. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
"Även om AI är starkt förknippat med science fiction är det en mycket viktig gren inom datavetenskapen som inbegriper maskiners beteende, inlärning och intelligens.",science/technology,science/technology,"SENTENCE:
 Även om AI är starkt förknippat med science fiction är det en mycket viktig gren inom datavetenskapen som inbegriper maskiners beteende, inlärning och intelligens. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Sidförhållandet i detta format (dividera med tolv för att åstadkomma den enklaste helsiffriga relationen) sägs därför vara 3:2.,science/technology,sports,"SENTENCE:
 Sidförhållandet i detta format (dividera med tolv för att åstadkomma den enklaste helsiffriga relationen) sägs därför vara 3:2. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: sports</s>"
"En satellittelefon ersätter generellt sett inte en mobiltelefon, eftersom man måste vara utomhus med en klar siktlinje till satelliten för att kunna ringa.",science/technology,travel,"SENTENCE:
 En satellittelefon ersätter generellt sett inte en mobiltelefon, eftersom man måste vara utomhus med en klar siktlinje till satelliten för att kunna ringa. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
Även om vagnvägar bara bestod av parallella träplankor tillät de hästarna som drog dem att uppnå högre hastigheter och dra större belastningar än på dåtidens lite grövre vägar.,science/technology,science/technology,"SENTENCE:
 Även om vagnvägar bara bestod av parallella träplankor tillät de hästarna som drog dem att uppnå högre hastigheter och dra större belastningar än på dåtidens lite grövre vägar. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"Människor har känt till grundläggande kemiska ämnen såsom guld, silver och koppar sedan antiken, då dessa kan upptäckas i naturen i sin ursprungliga form och är relativt enkla att utvinna med primitiva verktyg.",science/technology,science/technology,"SENTENCE:
 Människor har känt till grundläggande kemiska ämnen såsom guld, silver och koppar sedan antiken, då dessa kan upptäckas i naturen i sin ursprungliga form och är relativt enkla att utvinna med primitiva verktyg. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Hjulet har förändrat världen på otroliga sätt. Det största som hjulet medfört är att ge oss mycket enklare och snabbare transportmetoder.,science/technology,travel,"SENTENCE:
 Hjulet har förändrat världen på otroliga sätt. Det största som hjulet medfört är att ge oss mycket enklare och snabbare transportmetoder. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
Detta görs för att säkerställa att bilden täcker hela skärmen. Det kallas overscan.,science/technology,sports,"SENTENCE:
 Detta görs för att säkerställa att bilden täcker hela skärmen. Det kallas overscan. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: sports</s>"
Tyskarna hade ubåtar som de var mycket bra på att styra och hantera.,science/technology,sports,"SENTENCE:
 Tyskarna hade ubåtar som de var mycket bra på att styra och hantera. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: sports</s>"
"Även om dess fysikaliska tillstånd kan förändras, så förblir dess kemiska tillstånd detsamma.",science/technology,science/technology,"SENTENCE:
 Även om dess fysikaliska tillstånd kan förändras, så förblir dess kemiska tillstånd detsamma. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Ytspänning uppstår då vattenmolekyler vid vattenytan attraheras starkare till varandra än till molekylerna i luften ovanför dem.,science/technology,science/technology,"SENTENCE:
 Ytspänning uppstår då vattenmolekyler vid vattenytan attraheras starkare till varandra än till molekylerna i luften ovanför dem. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Ett av de vanligaste problemen vid konvertering av filmer till DVD-format är överskanning.,science/technology,entertainment,"SENTENCE:
 Ett av de vanligaste problemen vid konvertering av filmer till DVD-format är överskanning. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: entertainment</s>"
Det påstås särskilt att man kan avgöra om en person ljuger genom att tolka mikrouttryck på rätt sätt.,science/technology,science/technology,"SENTENCE:
 Det påstås särskilt att man kan avgöra om en person ljuger genom att tolka mikrouttryck på rätt sätt. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Guld kan bearbetas till alla slags former. Det kan rullas till små former.,science/technology,travel,"SENTENCE:
 Guld kan bearbetas till alla slags former. Det kan rullas till små former. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
"AI-systemet används nu ofta inom ekonomi, medicin, teknik och det militära, och har byggts in i flera hemmadatorer och tv-spels mjukvaruapplikationer.",science/technology,science/technology,"SENTENCE:
 AI-systemet används nu ofta inom ekonomi, medicin, teknik och det militära, och har byggts in i flera hemmadatorer och tv-spels mjukvaruapplikationer. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"Det tillverkas fortfarande idag, men ännu viktigare är dess bildförhållande som ärvts till formaten på fotosensorer i digitalkameror.",science/technology,science/technology,"SENTENCE:
 Det tillverkas fortfarande idag, men ännu viktigare är dess bildförhållande som ärvts till formaten på fotosensorer i digitalkameror. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Den mycket missbrukade och ofta förlöjligade regeln om tredjedelar är en enkel riktlinje som skapar dynamik samtidigt som man håller en viss ordning i en bild.,science/technology,science/technology,"SENTENCE:
 Den mycket missbrukade och ofta förlöjligade regeln om tredjedelar är en enkel riktlinje som skapar dynamik samtidigt som man håller en viss ordning i en bild. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
