text,actual_category,predicted_category,logprob
"ⴷⴰ ⵜⵔⵏⵏⵓ ⵟⵟⴼⵕⴰ ⴰⵎⵢⴰⵏⴰⵡ ⴰⵊⵉⵏⵉⵜⵉⴽ, ⴷ ⵓⵙⵜⴰⵢ ⴷⴰ ⵜ ⵉⵜⵜⴽⴽⵙ ⵙⴳ ⵢⴰⵜ ⵜⵔⴰⴱⴱⵓⵜ ⵏ ⵉⵎⵣⴰⵔⴰⵢⵏ ⵉⵏⴼⴰⵍⴰⵍⵏ.",science/technology,sports,-6077.81494140625
ⵜⴰⵙⵓⵏⴼⵔⵜ ⵜⴰⵙⵙⵓⵢⵜ ⴷⴰ ⵜⵙⵡⵓⵔⵉ ⵅⴼ ⵓⵎⵏⵣⴰⵢ ⵏ ⵎⴰⵙ ⴷ ⵜⵜⵓⵙⵙⵓⵜⵔ ⵜⵔⵏⴰ ⵉ ⵢⵉⵍⵉ ⵏ ⵜⵖⵢⴰⵢⵜ ⴷ ⵛⵉⴳⴰⵏ ⵏ ⵍⴱⵕⵓⵟⵓⵏⴰⵜ ⵏ ⵏⵏⵢⵓⵟⵕⵓⵏⴰⵜ.,science/technology,politics,-6126.50634765625
ⵜⵟⵟⴰⴼ ⵜⵖⵢⴰⵢⵜ ⵙⵉⵏ ⵉⴳⵣⵣⵓⵎⵏ - ⵏⵏⵉⵟⵕⵓⵏⴰⵜ ⴷ ⴱⵕⵓⵟⵓⵏ.,science/technology,sports,-5836.447265625
ⴰⵢⴰ ⵢⵓⵊⵊⴰ ⵜⵉⵍⵉⵏⵜⵉⵏ ⵏ ⵓⵙⵎⵖⵔ ⴰⴷ ⵙⵢⴰⴼⵓⵏⵜ ⵜⵉⵡⵍⴰⴼⵉⵏ ⵙ ⵜⵖⴰⵔⴰ ⵉⵔⵡⴰⵙⵏ ⵜⴰⵍⵍⵉ ⵍⴽⵎⵏ ⵉⵡⵜⵜⴰⵙⵏ ⵏ ⵓⵙⵎⵙⵙⵉ ⵉⵡⵔⵏ.,science/technology,sports,-6025.29345703125
"ⴳⴰⵏ ⵉⵏⵎⵎⵓⵔⵙⵏ ⵅⴼ ⵉⵙⵎⴰⴳⴰⵍⵏ ⵏ ⵍⴰ,ⵜⵉⵔⵏⵉⵜ ⵙ ⵛⵉⴳⴰⵏ ⵉⵙⴽⴽⵉⵏ: ⴰⵔ ⵜⵜⴰⵍⵙⵏ ⵎⴰⵕⵕⴰ ⵉⵙⵡⴰⵍⴰⵜⵏ ⵏ ⵍⴰⵏⵜⵉⵔⵏⵉⵜ, ⵓⵔ ⴷ ⵖⴰⵙ http.",science/technology,sports,-6119.232421875
ⴰⵙⵓⴳⵏ ⴰⵏⵎⵢⴰⵖ ⵢⵓⵙⵔ ⴰⴷ ⵜⵙⵙⵉⵜⴳⵎ ⵜⵓⵔⴷⴰⵡⵉⵏ ⵏⵏⵓⵏ ⵖⴼ ⵓⵙⵢⴰⴼⵓ ⵏ ⵓⵙⵏⵖⵎⵙ ⴰⴷ ⵜⵍⵎⴷⵎ ⴰⵙⵡⵉⵏⴳⵎ ⵖⴼ ⵜⵎⵙⵉⵔⵉⵏ ⵜⴰⵔⵣⵔⴰⵔⴰⴳⵉⵏ.,science/technology,sports,-6034.7529296875
"ⵉⴳⴰ ⵓⵢⴰ ⵜⵉⵎⵙⴽⵔⵜ ⵉⵜⵜⵡⴰⵙⵙⵏ, ⵎⴰⵛⴰⵏ ⵓⵣⵣⴰⵍ ⵉⴳⴰ ⵜⴰⵎⵏⵜⵉⵍⵜ ⵏ ⵉⵔⵏⴰⵢ ⵏ ⵓⵙⵙⵍⵙ ⵓⴳⴳⴰⵔ ⵅⴼ ⵜⵍⴽⴰⵜⵉⵏ ⵏ ⵓⴽⵛⵛⵓⴹ ⵏ ⵜⵍⴷⵓⵜ.",science/technology,politics,-5960.3017578125
"ⴷⴰ ⵉⵜⵜⵓⵎⵓ ⴳ ⵜⴳⵍⴷⵉⵜ ⵙⴳ ⵢⴰⵏ ⴰⵔ ⴽⵕⴰⴹ ⵉⵡⵜⵎⴰⵏ ⵉⵎⵜⵔⵓⴳⵏ ⵉⵛⵛⴰⵔⵏ ⴰⴱⴰⴱⵜ, ⴰⴽⴷ ⵎⴰ ⵉⵜⵜⴳⴳⴰⵏ ⴽⵕⴰⵎⵔⴰⵡ ⵏ ⵜⵡⵜⵎⵜ ⴷ ⵉⵇⵍⴰⵍⴰⵙⵏ.",science/technology,sports,-6042.91015625
"ⵡⴰⵅⵅⴰ ⵜⵍⴰ ⵜⵎⴰⴳⵔⴰⵡⵜ ⵏ ⵓⵙⵙⵓⵔⴼ ⴰⴳⵔⴰⵖⵍⴰⵏ ⵉⵏⵥⴰⵏ ⵉⴷⵓⵙⵏ ⴳ ⵓⵙⵡⵉⵏⴳⵎ ⴰⵎⴰⵙⵙⵏⴰⵏ, ⵜⴳⴰ ⵙⴳ ⵓⵙⴰⴽⴰ ⵉⵙⵜⴰⵡⵀⵎⵎⴰⵏ ⴱⴰⵀⵔⴰ ⴳ ⵜⵓⵙⵙⵏⴰ ⵏ ⵓⵎⵙⵙⵓⴷⵙ, ⴷ ⵢⵓⵡⵉⵏ ⵅⴼ ⵜⵎⵙⴽⵉⵔⵜ, ⴰⵍⵎⵎⵓⴷ ⴷ ⵓⴼⴼⵓⵍⵙ ⴷ ⵢⵓⵙⴰⵏ ⴷ ⵉⵎⵉⵙⵙ.",science/technology,sports,-6283.388671875
ⴰⵙⵙⵙⴰⵖ ⴰⵡⵉⵍⴰⵏ ⵏ ⵜⴰⵍⵖⴰ ⴰ (ⵉⵜⵜⵓⴱⴹⴰ ⵖⴼ ⵙⵉⵏ ⴷ ⵎⵔⴰⵡ ⵃⵎⴰ ⴰⴷ ⵢⴰⵎⵥ ⴰⵙⵙⴰⵢ ⴰⴽⵯ ⴰⴼⵔⴰⵔ ⵏ ⵡⵓⵟⵟⵓⵏ ⵉⵎⴷⴰⵏ) ⵉⵜⵜⵢⴰⵏⵏⴰ ⵉⵙ ⵉⴳⴰ 3:2.,science/technology,sports,-6149.32421875
"ⵓⵙⴰⵜⵉⵍ ⵏ ⵜⵜⵉⵍⵉⴼⵓⵏ ⵓⵔ ⵉⴳⵉ ⵙ ⵓⵎⴰⵜⴰ ⵖⴰⵙ ⵉⵎⴽⴽⵉⵙⵉⵏ ⵉ ⵜⵜⵉⵍⵉⴼⵓⵏ ⵏ ⵓⴼⵓⵙ, ⵉⵇⵇⴰⵏ ⴷ ⴰⴷ ⵜⵉⵍⵉⴷ ⴱⵕⵕⴰ ⵏⵉⵍ ⵓⵣⵔⵉⵔⵉⴳ ⵉⵎⵎⵓⵜⵔⵏ ⵎⵍⵉⵃ ⴰⵙⴰⵜⵉⵍ ⵜⵜⴰⴼ ⴰⴷ ⵜⴳⴷ ⴰⵍⴰⵖⵉ ⵏ ⵜⵜⵉⵍⵉⴼⵓⵏ.",science/technology,sports,-6212.1748046875
