text,actual_category,predicted_category,generated_text
"Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.",science/technology,science/technology,"SENTENCE:
 Mutation adds new genetic variation, and selection removes it from the pool of expressed variation. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.,science/technology,science/technology,"SENTENCE:
 The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
The nucleus consists of two particles - neutrons and protons.,science/technology,science/technology,"SENTENCE:
 The nucleus consists of two particles - neutrons and protons. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,science/technology,science/technology,"SENTENCE:
 This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"They are superior to web proxies for several reasons: They re-route all Internet traffic, not only http.",science/technology,science/technology,"SENTENCE:
 They are superior to web proxies for several reasons: They re-route all Internet traffic, not only http. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.,science/technology,science/technology,"SENTENCE:
 Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"This became common practice, but the iron caused more wear on the wooden wheels of the wagons.",science/technology,travel,"SENTENCE:
 This became common practice, but the iron caused more wear on the wooden wheels of the wagons. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
"Prides are made up of one to three related adult males, along with as many as thirty females and cubs.",science/technology,sports,"SENTENCE:
 Prides are made up of one to three related adult males, along with as many as thirty females and cubs. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: sports</s>"
"Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.",science/technology,science/technology,"SENTENCE:
 Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
The aspect ratio of this format (dividing by twelve to obtain the simplest whole-number ratio) is therefore said to be 3:2.,science/technology,science/technology,"SENTENCE:
 The aspect ratio of this format (dividing by twelve to obtain the simplest whole-number ratio) is therefore said to be 3:2. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"A satellite phone is not generally a replacement for a mobile phone, as you have to be outdoors with clear line of sight to the satellite to make a phone call.",science/technology,science/technology,"SENTENCE:
 A satellite phone is not generally a replacement for a mobile phone, as you have to be outdoors with clear line of sight to the satellite to make a phone call. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.",science/technology,travel,"SENTENCE:
 Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
"People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools.",science/technology,science/technology,"SENTENCE:
 People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.,science/technology,travel,"SENTENCE:
 The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
This is made to ensure that the image covers the whole screen. That is called overscan.,science/technology,entertainment,"SENTENCE:
 This is made to ensure that the image covers the whole screen. That is called overscan. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: entertainment</s>"
German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.,science/technology,N/A,"SENTENCE:
 German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: military</s>"
"Although its physical state may change, its chemical state remains the same.",science/technology,science/technology,"SENTENCE:
 Although its physical state may change, its chemical state remains the same. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.,science/technology,science/technology,"SENTENCE:
 Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
One of the most common problems when trying to convert a movie to DVD format is the overscan.,science/technology,entertainment,"SENTENCE:
 One of the most common problems when trying to convert a movie to DVD format is the overscan. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: entertainment</s>"
"In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.",science/technology,science/technology,"SENTENCE:
 In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.,science/technology,science/technology,"SENTENCE:
 Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"The AI ​​system is now often used in the fields of economics, medicine, engineering and the military, as has been built in several home computer and video game software applications.",science/technology,science/technology,"SENTENCE:
 The AI ​​system is now often used in the fields of economics, medicine, engineering and the military, as has been built in several home computer and video game software applications. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"It is still produced today, but more importantly its aspect ratio has been inherited by digital camera image sensor formats.",science/technology,science/technology,"SENTENCE:
 It is still produced today, but more importantly its aspect ratio has been inherited by digital camera image sensor formats. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
The much-abused and often-ridiculed rule of thirds is a simple guideline creating dynamism while keeping a measure of order in an image.,science/technology,science/technology,"SENTENCE:
 The much-abused and often-ridiculed rule of thirds is a simple guideline creating dynamism while keeping a measure of order in an image. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.",science/technology,science/technology,"SENTENCE:
 This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"How would Io's gravity pull on me? If you stood on the surface of Io, you would weigh less than you do on Earth.",science/technology,science/technology,"SENTENCE:
 How would Io's gravity pull on me? If you stood on the surface of Io, you would weigh less than you do on Earth. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
