text,actual_category,predicted_category
"Mutación omoĩ peteĩ ñemoambue pyahu, ha jeiporavo ombogue ñemoambue ojehechaukáva atýgui.",science/technology,entertainment
Bomba de fisión oiko hína upe ñepyrũmby oñeikotevẽva ojejapo hag̃ua peteĩ núcleo oguerekóva heta protón ha neutrón-kuéra.,science/technology,entertainment
Nucleo oguereko mokõi partícula: neutrón ha protón-kuéra.,science/technology,entertainment
Kóva rupive umi obejtivo zoom rehevegua toguenohẽ ta’ãnga iporãngue ikatútava oñembojoja umi ta’ãnga oñeguenohẽva objetivo oiporúva distancia focal fija rupive rehe.,science/technology,sports
"Imbareteve web proxie-kuéragui heta mba'ére: ombohapepaite Internet tráfico, ndaha'éi http año.",science/technology,sports
Diseño interactivo oikotevẽ ejesareko jey neremimo’ã paha producción de medio rehegua rehe ha ejepokuaa ani eñamindu’u peteĩ hendáichante.,science/technology,entertainment
"Kóva ojejapo meme, katu pe hierro ombyai pya'eve vagón rueda madera-kuéragui ojejapóva.",science/technology,entertainment
"Upe manada ryepýpe oĩ mbohapy macho tuichavémava, ha ijykére oguerekokuaa mbohapypa hembra imemby’ikuéra rehe.",science/technology,entertainment
"Jepéramo IA oguereko connotación mbarete ciencia ficción rehegua, IA ha’e peteĩ informática-pegua vore mba’egúava, oñangarekóva tekoreko rehe, ñemoarandu ha jeikokuaáve peteĩ máquina rupive.",science/technology,entertainment
"Upévare, oje’e ko formato ralción de aspecto ha’eha 3: 2 (oñemboja’o pakõi hendápe ojehupyty hag̃ua relación de número hesakãporãvétava).",science/technology,entertainment
"Peteĩ pumbyry satelital, jepivéramo ndaha'éi oñemongovia haguã pumbyrymýi, oikotevẽ rupi oĩ aire libre-hápe peteĩ jehecha porãme ikatu haguãicha satélite ojapo peteĩ ñehenói pumbyry rupive.",science/technology,entertainment
"Jepéramo umi vagón tablón oñemoñenóvante va'ekue, oheja va'ekue kavajukuéra oitira oiko pya'etevévo ha oitira haguã carga tuichavéva umi tape ivaíva oĩ va'ekue upéramo.",science/technology,entertainment
"Avakuéra oikuaámava’ekuevoi umi elemento químico-kuéra taha’e oro, plata ha cobre ymaitereíma, ikatu rupi ko’ã oñeg̃uenohẽ naturaleza-gui, ha ndahasyguasúi iñenohẽ herramienta yma jeporúpe.",science/technology,entertainment
Ko Rueda omoambue yvy’apu’ápe jeikove jeguerovia’ỹhaguãicha. Mba’eguasúve ojapova’ekue rueda ñanderehe ha’e peteĩ mba’yrumỹi ndahasýiva ha ipya’etevéva.,science/technology,entertainment
Péva ojejapo hina ikatuhag̃uáicha pe ta'anga ryrýi ojagarrapa pe pantalla. Péva ojehero hina ijykekuéra ñeikytĩ.,science/technology,entertainment
Umi submarino alemán héra U-Boats. Alemán-kuéra ikatupyry ygaratápe jeiko ha submarino jeporúpe.,science/technology,entertainment
"Jepéramo estado físico ikatu iñambue, estado químico noñemoambue kuaái.",science/technology,entertainment
"Tensión superficial oiko umi y regua molécula y’áripegua ojoheka mbarete rupi hikuái, hetave umi yvytu molécula hi’ariguápe.",science/technology,entertainment
Peteĩ mba'e hasyvéva akói oñembohasa haguã ta'ãngamýi DVD-pe hina pe ijykekuéra ñeikytĩ.,science/technology,entertainment
"Upáva rehe, oñemboaje ikatuha ojeikuaa peteĩ tapichápa ijapu jajesareko porãramo microexpresión-kuéra rehe.",science/technology,entertainment
Oro ikatu oñemba’apo opaicharei. Ikatu oñembo’apu’a michĩeteveháicha.,science/technology,entertainment
"Ko inteligencia artificial ñemohenda ko’ag̃a ojeporu economía, medicina, ingeniería ha ejército-pe ojejapo rupi heta aplicación rupive de videojuego software  ha ógapegua computadora-kuéra.",science/technology,entertainment
"Ojeiporu gueteri ko’ág̃a peve, katu ápe iporãvéva ojejesareko hína, mba’éichapa pe heko ojeiporu avei ko’ág̃a umi cámara digital formato de sensor de imagen-pe.",science/technology,sports
"Tercio mbojojaha, akói ojeiporuvai ha heta jey oñeñembohoryha, ningo peteĩ mba’e ome’ẽva dinamismo tiempo-pe ha heta hendáicha omboheko peteĩ ta’ãnga.",science/technology,entertainment
"Pea ndaha'éi omo'añete añova ambue dinosaurio kuera oguereko hague guyrarague, peteĩ teoria ojeikuaava oparupi, tera ome'ẽ mbosa'iha umi kangue yvyvy ndome'ẽiva, techaukarã sa'y ha mbohapy dimensionpe.",science/technology,entertainment
"Mba’éichapa eguerohorýta ra’e Io gravedad? Eiméramo Io superficie-pe, ndevevuivéta yvypeguágui.",science/technology,entertainment
"NextGen ha’e peteĩ sistema, he’iháicha FAA, ohejáta mba’yruvevépe oveve tape mbykyvéva rehe ha upéicha hembyvéta combustible arykuérape ha sa’ivéta carbono jepoi.",science/technology,entertainment
"Umi dato neurobiológico-kuéra ome’ẽ evidencia ojehecháva peteĩ enfoque ejehaipýva cognición tembikuaarekarã. Upévare, omombykyve jehapereka ha ojeikuaaporãvema.",science/technology,entertainment
"Upe mokõi aravo oñe'ẽ aja, ha'e he'íkuri: ""Ko árape Apple ombopyahujeýta ñe'ẽmbyry, ore rojapóta marandekohai ko árape"".",science/technology,entertainment
"Desventaja ojejuhúva umi objetivo zoom reheveguápe ningo hína pe complejidad focal elementos objetivo reheguaretakue,  tekotevẽva ojehupyty hag̃ua peteĩ rango de distancias focales hetaiteve umi objetivo fijo-pe g̃uarãva rovake.",science/technology,entertainment
"Ojogua peteĩ TVcontrol remoto-pe,  controlador oiporu mokõi sensor oĩva poruhára TV ypýpe henda opyta hag̃ua oma’ẽ triangular peteĩ  espacio tridimensional-pe.",science/technology,entertainment
Umi cientifico kuera he'i ko mymba guyrarague ha'e hague sa'y castaño - marrõ yvate ha sa'yjuguy tera carotenoid yvygotyo.,science/technology,entertainment
"Mokõive compuesto ojoaju ojapo haguã cristal ohapembotykuaáva riñón rembiapo, he'i kuri mba'ekuaahára mbo'eguasupegua.",science/technology,entertainment
Kóva ome'ẽ peteĩ resolución tuichavéva 4 tendápe jey ambue negativo 35mm orekóva (3136 mm2 864-pe),science/technology,entertainment
"Fibra óptica cable submarino ojoajúva Europa ha satélite de banda ancha rehe rupive, Groenlandia tavayguakuéra ojoaju hekoitépe interenet 93% rupi.",science/technology,entertainment
"Peteĩ aplicación ojehecharamovéva hína ko categoríape ha’e Google Translate, ohejáva ojejapo ñe’ẽasa conexión- ỹrehe oñemboguejy rire dato- kuéra ñe’ẽ ojeipotávagui.",science/technology,entertainment
"Oguereko estructura molecular ojueheguaitéva, taha’e gaseosa, líquida ha sólida.",science/technology,entertainment
"Grabación jeiporu omohenda kuri heta mba'e ojejuhúva oñemomba'eguasúva microexpresión-kuéra ñembohasápe, tova ku'e oikóva sapy'aitemi.",science/technology,entertainment
Avakuéra ojapo ha oipuru lente jehecha tuichaverã hetaiterei arýma .,science/technology,entertainment
"Katu, ndaha'éi jehesa'ỹijónte, peteĩ jehesa'ỹijo ojeiporu ojeipe'a hag̃ua peteĩ térã hetave hipótesis, jeporandu ha jehecha apo ombohapéva científico rapereka.",science/technology,entertainment
Upéicha umi rueda madera-guigua oñembohekovia rueda de hierro rehe. 1767-pe oñemoinge ñepyru va'ekue riel hierro-gui ojejapopyréva.,science/technology,politics
"Jepéramo hetave oĩ tarjeta oikóva oñehenói hag̃ua oimehápe, oĩ katu ojeporúva ome’ẽvo tarifa ñehenóirã umi aty oñemoneĩmbyréva tetãnguéra hárupi.",science/technology,entertainment
Hetave umi telescopio tembikuaareka rehegua ko’ag̃aguáva ha’e temimoĩmby tuichaitereíva tenda mombyryetereíva ha oguereko condición atmosférica iporãva.,science/technology,entertainment
Acero-guigua ju ovevúi y’ári tensión superficial rupive.,science/technology,entertainment
"Formato 35mm ningo añetehápe, hesakaporãve hag̃ua ja’ekuaa oguerekoha 36 mm ipekue ha 24 mm yvatekue.",science/technology,entertainment
" Celula-kuéra ha'e tekove ñepyrũmby jeikuaaverã, ojekuaavoi avei ""tekove'apo ñepyrũramo"".",science/technology,entertainment
VPN ome'ẽ harakuéra tapichápe g̃uarãva (red privada virtual) hína peteĩ mba'e iporãva ojehekýi hag̃ua censura poítica ha IP ñemureko geofiltrado.,science/technology,entertainment
"Estación opyta kuri peteĩ ñe'ẽme, jepéramo oho kuri chugui peteĩ giroscopio peteĩ tembiapo estación espacial-pe, caminata espacial opa peve.",science/technology,entertainment
"Umi avakuéra opensava peicha oguereko hina pe hérava ñepensa logico, ha'ekuéra ikatu omoinge iñakape patronkuéra, omoĩ porã mba'e oĩ vaiva ha ikatu omba'apo umi examen cientificore avei.",science/technology,entertainment
"Umi jaguaretei ho’use mymba michĩvéva. Ikatu ojapyhy ka’i, mbói, anguja ha guyra ikatúramo. Aimete opavave mymba jaguaretei ojapyvýva michĩeteve ichugui.",science/technology,entertainment
"Ambue cámara ta'ãngamýi-peguava oiporu peteĩ formato 6 x 6 cm, he presisamente peteĩ negativo orekóva 56 x 56 mm rehe.",science/technology,entertainment
"Oje'e ikatúramo viejero-kuérape oñangareko haguã ijehe ko'ã riesgo clima severo rehegua ojapyhýramo tenda oĩhápe, ikatúva opoko oĩmeraẽ viaje rape'apo rehe.",travel,entertainment
"Autobús osẽ ipytahágui  oho hag̃ua ambue távape (río mboipýri) ára pukukue aja, jepéramo hetaiteve oĩ ohóva este gotyo Jakar / Bumthang-pe, osẽ 06:30 ha 07:30 rupi.",travel,entertainment
"Ome'ẽve estabilidad jinete, katu ikatu iñapañuái peteĩ ikatu rupi peteĩ ciclista py opa'ã pype.",travel,entertainment
"Opavave umi crucero ohóva Báltico rupive oikuave’ẽ jepyta pukuve San Petersburgo, Rusia-pe.",travel,entertainment
"Consejo he'i viajero-kuéra nomondái, ndojapyhýi, ndojoguái mab'eve ilegal, noñakãngetái térã ndoiporúi ambue tapichápe ha'e osẽ porã haguã.",travel,entertainment
Oĩ heta mba'e reikuaa va'erã eho mboyve peteĩ tendápe.,travel,entertainment
"Árahakukuépe, umi viajero-kuéra ikatu ohasa espejismo ome’ẽ va e ilusión (ha ambue mba’e)",travel,entertainment
"Ogayguakuéra mitãre ndojehechaguasúi, katu oĩ albergue omboejéva koty privado-vape.",travel,entertainment
"Techapyrã, castillo-kuéra Valle del Loira-peguápe jeikuaa, avei valle del Rin térã peteĩ crucero umi tenda ojehecharamócape Danubio-pe térã eikundaha bote-pe, Canal Erie rupi.",travel,entertainment
Ikatu iporãve ojeiporu peteĩ agente ojapo meméva viaje nde rejaposéva rehegua.,travel,travel
"Couchsurfing oñemopyenda va'ekue jasyteĩ 2004-pe peteĩ programado informático Casey Fenton ojuhu rire peteĩ jeveve hapy sa'íva Islandia-pe ohóva, katu ndoguerekói mamópa opytáta.",travel,entertainment
Temimbo’e ñemoaranduverã visa py’ỹínte oguereko requisito ha procedimiento jejerure rehegua iñambuéva umi visa-kuéra  ojeporúva turismo térã ñemba’aporãgui.,travel,travel
Mayma tetã ipeteĩ léi oiporúvape he’íva mba’e mba’épa umi tembiporu pytyvõ pya’erãoñeikotevẽva peteĩ  mba’yrumýime.,travel,entertainment
"Jepéramo hetave umi agencia ojapyhyséva hetave jejokoyka ojejerurévagui, heta agente ojeheka ambue viaje particular-vape, presupuesto retakué térã moõpa ojehóta.",travel,travel
Viajero-kuéra ojuhukuaa jepi plaga-kuéra ndojepokuaáiva rehe tenda oĩhápe.,travel,travel
"Norte gotyo avei, eg̃uahẽkuaa Tupãoguasu Nuestra Señora de Fátima ( Tupãoguasu), peteĩ tenda ojekuaahague Tupãsy María, ojekuaapaitéva yvy’ape’ári.",travel,entertainment
Nde ikatu reipuru boda-boda (péva hína taxi moto ári) eho hag̃ua Goma ryepýre. Ihepyme'ẽ (upépe) ~500 Franco Congoleño peteĩ jeho mbykymi.,travel,entertainment
"Umi oguerohoryva okaháre ojehasávape g̃uarã, corredor Sea to Sky rupi jeguata tekotevẽta katuete.",travel,entertainment
"Peteĩ safari yvy rupi (ojeheróva avei ""hiking safari térã ""footing""-pe jeho) hína pe jeguata are téra heta ára aja.",travel,sports
"Ipya’evehag̃ua ha’eva’ekue ojeguerahaukáramo equipaje facturado-ramo. Umi aerolínea regulación ndohejámo’ãi chupekuéra oguerahauka equipaje pasajero-ỹ rehe, ha upépe nde reike.",travel,travel
Ambueve 300 ohupi 1.300-pe mba'yru retakue oñehepyme'ẽtava ojoramie hag̃ua ojo'aripa ñeime.,travel,entertainment
"Oguayguakuéra orekóva mitã michĩva  ikatu oikotevẽve ñembosako'i, katu peteĩ ára okaháre ndahasyiete jepéramo mitãra'ýre ha mitã oikémava mbo'ehaópe rehe.",travel,entertainment
"Oĩmeraẽ tapicha ohóva omboguata latitud mombyrýva guive térã peteĩ montaña puesto guive, ohechakuaa va'erã oĩkuaaha nieve, hielo ha arapytu   oĩva cero guýpe.",travel,entertainment
"Ko’ágã rupi g̃uarã, Tombuctú hína peteĩ táva oñemomboriahúva, jepéramo hembiasakue rupive oiko chugui peteĩ atracción turística ha oguereko peteĩ aeropuerto.",travel,entertainment
"Ventisca-kuéra aja, ho'akuaa nieve epa'ã pya'e haguãicha.",travel,entertainment
