text,actual_category,predicted_category,generated_text
"Mutacyjo przidowo nowo zmiynność gynetyczno, a selekcyjo wychrōnio ja z puli zmiynności wyrażōnyj.",science/technology,N/A,"""Mutacyjo przidowo nowo zmiynność gynetyczno, a selekcyjo wychrōnio ja z puli zmiynności wyrażōnyj."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: culture</s>"
"Bōmba rozszczypiyniowo funguje tak, iże potrzeba ynergije, coby słożyć jōndro z mocy protōnōw i neutrōnōw.",science/technology,N/A,"""Bōmba rozszczypiyniowo funguje tak, iże potrzeba ynergije, coby słożyć jōndro z mocy protōnōw i neutrōnōw."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: agriculture</s>"
Jōndro skłodo sie z dwōch tajleczek - neutrōnōw i protōnōw.,science/technology,N/A,"""Jōndro skłodo sie z dwōch tajleczek - neutrōnōw i protōnōw."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: physics</s>"
Pozwolyło to ôbiektywōm zmiynnoôgniskowym na wykōnowanie zdjyńć ô jakości porōwnowalnyj z jakościōm uzyskowanōm bez ôbiektywy ô stałyj ôgniskowyj.,science/technology,travel,"""Pozwolyło to ôbiektywōm zmiynnoôgniskowym na wykōnowanie zdjyńć ô jakości porōwnowalnyj z jakościōm uzyskowanōm bez ôbiektywy ô stałyj ôgniskowyj."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: travel</s>"
"Sōm ône lepsze ôd serwerōw proxy z poru powodōw: Przekerowujōm cołki ruch internetowy, niy ino http.",science/technology,N/A,"""Sōm ône lepsze ôd serwerōw proxy z poru powodōw: Przekerowujōm cołki ruch internetowy, niy ino http."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: tech</s>"
Projektowanie interaktywne wymogo pōnownyj ôcyny założyń tyczōncych sie produkcyje mediōw i nauczynio sie myślynio we spusōb niylinijowy.,science/technology,travel,"""Projektowanie interaktywne wymogo pōnownyj ôcyny założyń tyczōncych sie produkcyje mediōw i nauczynio sie myślynio we spusōb niylinijowy."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: travel</s>"
"Stało sie to powszechnōm praktykōm, ale żelazo powodowało srogsze spotrzebowanie drzewianych kōł ôd wagōnōw.",science/technology,travel,"""Stało sie to powszechnōm praktykōm, ale żelazo powodowało srogsze spotrzebowanie drzewianych kōł ôd wagōnōw."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: travel</s>"
"Stada skłodajōm sie z jednego do trzech spokrewniōnych majoryntnych samcōw, społym z nawet trzidziystōma samicami i modymi.",science/technology,N/A,"""Stada skłodajōm sie z jednego do trzech spokrewniōnych majoryntnych samcōw, społym z nawet trzidziystōma samicami i modymi."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: culture</s>"
"Chocioż AI mo siylne kōnotacyje z science fiction, AI stanowi barzo ważno gałōńź informatyki, zajmujōnco sie zachowaniym, uczyniym sie i inteligyntnōm adaptacyjōm w maszinie.",science/technology,N/A,"""Chocioż AI mo siylne kōnotacyje z science fiction, AI stanowi barzo ważno gałōńź informatyki, zajmujōnco sie zachowaniym, uczyniym sie i inteligyntnōm adaptacyjōm w maszinie."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: tech</s>"
"Spōłczynnik proporcyje tego formatu (bez dzielynie bez dwanoście, coby dostać prosty spōłczynnik liczbōw cołkowitych) wynosi tōż 3:2.",science/technology,travel,"""Spōłczynnik proporcyje tego formatu (bez dzielynie bez dwanoście, coby dostać prosty spōłczynnik liczbōw cołkowitych) wynosi tōż 3:2."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: travel</s>"
