text,translated_text,clean_output
"Mutacija prideda naują genetinę variaciją, o atranka pašalina ją iš išreikštų variacijų jungtinio mėginio.","Lithuanian: Mutacija prideda naują genetinę variaciją, o atranka pašalina ją iš išreikštų variacijų jungtinio mėginio. English: Pride of diversity, the diversity of the genetics of the different species.","Pride of diversity, the diversity of the genetics of the different species."
"Branduolinės bombos veikimas pagrįstas principu, kad norint išlaikyti branduolį, kuriame yra daug protonų ir neutronų, reikia daug energijos.","Lithuanian: Branduolinės bombos veikimas pagrįstas principu, kad norint išlaikyti branduolį, kuriame yra daug protonų ir neutronų, reikia daug energijos. English: The Branduolians, the first people to settle in Lithuania, were the first to build a fortified city.","The Branduolians, the first people to settle in Lithuania, were the first to build a fortified city."
Branduolį sudaro dvi dalelės – neutronai ir protonai.,Lithuanian: Branduolį sudaro dvi dalelės – neutronai ir protonai. English: Branduolį sudaro dvi dalelės – neutronai ir protonai. Lithuanian: Branduolį sudaro dvi dalelės – neutronai ir protonai. English: Branduolį sudaro dvi dalelės – neutronai ir protonai. Lithuanian: Branduolį sudaro dvi dalelės – neutronai ir protonai. English: Branduolį sudaro dvi dalelės – neutronai ir protonai. Lithuanian: Branduolį sudaro dvi dalelės – neutronai ir protonai. English: Brand,Branduolį sudaro dvi dalelės – neutronai ir protonai. Lithuanian: Branduolį sudaro dvi dalelės – neutronai ir protonai.
"Tai leido, naudojant priartinantį objektyvą, daryti nuotraukas, kurių kokybė prilygsta kokybei, gaunamai naudojant fiksuoto fokusavimo atstumo objektyvą.","Lithuanian: Tai leido, naudojant priartinantį objektyvą, daryti nuotraukas, kurių kokybė prilygsta kokybei, gaunamai naudojant fiksuoto fokusavimo atstumo objektyvą. English: The laughter of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of","The laughter of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of the children, the joy of"
"Jie geresni nei žiniatinklio tarpiniai serveriai dėl kelių priežasčių: nukreipia visą interneto srautą, o ne tik http.","Lithuanian: Jie geresni nei žiniatinklio tarpiniai serveriai dėl kelių priežasčių: nukreipia visą interneto srautą, o ne tik http. English: The Lithuanian Ministry of Foreign Affairs has issued a statement on the situation in the Republic of Macedonia. The statement reads: ""The Lithuanian Ministry of Foreign Affairs has issued a statement on the situation in the Republic of Macedonia.","The statement reads: ""The Lithuanian Ministry of Foreign Affairs has issued a statement on the situation in the Republic of Macedonia. The Lithuanian Ministry of Foreign Affairs has issued a statement on the situation in the Republic of Macedonia."
Imdamiesi interaktyvaus dizaino turėsite iš naujo įvertinti savo prielaidas apie žiniasklaidos produkcijos kūrimą ir išmokti nelinijinio mąstymo.,Lithuanian: Imdamiesi interaktyvaus dizaino turėsite iš naujo įvertinti savo prielaidas apie žiniasklaidos produkcijos kūrimą ir išmokti nelinijinio mąstymo. English: The interaktyvaus dizain of the interaktyvaus of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the intera,The interaktyvaus dizain of the interaktyvaus of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the interaktyvaus dizain of the intera
"Tai tapo įprasta praktika, tačiau geležis labiau nudėvėdavo medinius vagonų ratus.","Lithuanian: Tai tapo įprasta praktika, tačiau geležis labiau nudėvėdavo medinius vagonų ratus. English: The practice of the Tai Chi Chuan, the martial art of the Chinese, is a form of exercise that is based on the principles of the Chinese martial arts.","The practice of the Tai Chi Chuan, the martial art of the Chinese, is a form of exercise that is based on the principles of the Chinese martial arts."
Šeimą sudaro vienas–trys giminystės ryšiais susiję suaugę patinai ir net iki trisdešimt patelių ir jauniklių.,Lithuanian: Šeimą sudaro vienas–trys giminystės ryšiais susiję suaugę patinai ir net iki trisdešimt patelių ir jauniklių. English: The Lithuanian government has decided to increase the number of visas for foreigners to Lithuania.,The Lithuanian government has decided to increase the number of visas for foreigners to Lithuania.
"Nors DI turi stiprią konotaciją su moksline fantastika, jis sudaro labai svarbią kompiuterių mokslo šaką, nagrinėjančią elgesio, mokymosi ir išmaniojo pritaikymo mašinoje klausimus.","Lithuanian: Nors DI turi stiprią konotaciją su moksline fantastika, jis sudaro labai svarbią kompiuterių mokslo šaką, nagrinėjančią elgesio, mokymosi ir išmaniojo pritaikymo mašinoje klausimus. English: The Norse DI course is designed to provide students with a basic knowledge of the Norse language and culture. The course is designed to provide students with a basic knowledge of the Norse language and culture.",The course is designed to provide students with a basic knowledge of the Norse language and culture. The Norse DI course is designed to provide students with a basic knowledge of the Norse language and culture.
"Todėl sakoma, kad šio formato kraštinių santykis (padalijus iš dvylikos, kad būtų gautas mažiausių sveikųjų skaičių santykis) yra 3:2.","Lithuanian: Todėl sakoma, kad šio formato kraštinių santykis (padalijus iš dvylikos, kad būtų gautas mažiausių sveikųjų skaičių santykis) yra 3:2. English: (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (",(a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (a) (
"Palydovinis telefonas paprastai neatstoja mobiliojo telefono, nes, norėdami paskambinti, turite būti lauke, kad niekas neužstotų palydovo.","Lithuanian: Palydovinis telefonas paprastai neatstoja mobiliojo telefono, nes, norėdami paskambinti, turite būti lauke, kad niekas neužstotų palydovo. English: The phone number of the company Palydovinis telefonasเกียวโตโทรศัพท์, nes, চিঠি, মেইল, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং","The phone number of the company Palydovinis telefonasเกียวโตโทรศัพท์, nes, চিঠি, মেইল, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং, মেইলিং"
"Nors vežimų kelius sudarė tik lygiagrečiai padėtos medinės lentos, jos leido vežimus traukiančiems arkliams tai daryti greičiau ir buvo galima traukti didesnius krovinius nei ne tokiais lygiais to laikmečio keliais.","Lithuanian: Nors vežimų kelius sudarė tik lygiagrečiai padėtos medinės lentos, jos leido vežimus traukiančiems arkliams tai daryti greičiau ir buvo galima traukti didesnius krovinius nei ne tokiais lygiais to laikmečio keliais. English: The Norse city of Kaunas is located in Lithuania.",The Norse city of Kaunas is located in Lithuania.
"Žmonės nuo senų laikų išmanė apie pagrindinius cheminius elementus, pavyzdžiui, auksą, sidabrą, varį, kadangi juos galima rasti gamtoje jų įprastine forma ir juos lengva iškasti primityviais įrankiais.","Lithuanian: Žmonės nuo senų laikų išmanė apie pagrindinius cheminius elementus, pavyzdžiui, auksą, sidabrą, varį, kadangi juos galima rasti gamtoje jų įprastine forma ir juos lengva iškasti primityviais įrankiais. English: The Lithuanian law on the protection of the environment, which was adopted in the year 2000, is a legal instrument that regulates the protection of the environment in Lithuania. The law is based on the European Convention on Human Rights and the Convention on the Protection of the Environment.","The law is based on the European Convention on Human Rights and the Convention on the Protection of the Environment. The Lithuanian law on the protection of the environment, which was adopted in the year 2000, is a legal instrument that regulates the protection of the environment in Lithuania."
Ratas pakeitė pasaulį neįtikėtinais būdais. Didžiausia rato nauda – daug lengvesnis ir spartesnis transportavimas.,Lithuanian: Ratas pakeitė pasaulį neįtikėtinais būdais. Didžiausia rato nauda – daug lengvesnis ir spartesnis transportavimas. English: The train runs on the tracks. The train runs on the tracks.,The train runs on the tracks.
"Tai daroma tam, kad vaizdas apimtų visą ekraną. Tai vadinama vaizdu, išsiplečiančiu už ekrano rodymo ribų (angl. „overscan“).","Lithuanian: Tai daroma tam, kad vaizdas apimtų visą ekraną. Tai vadinama vaizdu, išsiplečiančiu už ekrano rodymo ribų (angl. „overscan“). English: The screen is overscanned.",The screen is overscanned.
Vokiečių povandeniniai laivai buvo vadinami „U Boat“. Vokiečiai povandeninius laivus gerai navigavo ir valdė.,Lithuanian: Vokiečių povandeniniai laivai buvo vadinami „U Boat“. Vokiečiai povandeninius laivus gerai navigavo ir valdė. English: The Vokiečių povandeniniai laivai buvogāji „U Boat“. Vokiečių povandeninius laivus gerai navigavo ir valdė.,The Vokiečių povandeniniai laivai buvogāji „U Boat“. Vokiečių povandeninius laivus gerai navigavo ir valdė.
"Nors jo fizinė būsena gali keistis, cheminė sudėtis išlieka tokia pati.","Lithuanian: Nors jo fizinė būsena gali keistis, cheminė sudėtis išlieka tokia pati. English: The road is narrow and steep, but it is well-maintained. Lithuanian: vējš jo fizinė būsena gali keistis, cheminė sudėtis išlieka tokia pati. English: The road is narrow and steep, but it is well-maintained.","The road is narrow and steep, but it is well-maintained. Lithuanian: vējš jo fizinė būsena gali keistis, cheminė sudėtis išlieka tokia pati."
"Paviršiaus įtemptis atsiranda todėl, kad vandens paviršiuje esančios vandens molekulės viena kitą traukia daug stipriau nei virš jų esančios oro molekulės.","Lithuanian: Paviršiaus įtemptis atsiranda todėl, kad vandens paviršiuje esančios vandens molekulės viena kitą traukia daug stipriau nei virš jų esančios oro molekulės. English: The activation of the immune system is a complex process that involves the activation of the immune system, the activation of the immune system, and the activation of the immune system.","The activation of the immune system is a complex process that involves the activation of the immune system, the activation of the immune system, and the activation of the immune system."
"Viena dažniausiai pasitaikančių problemų bandant konvertuoti filmą į DVD formatą yra tai, kad vaizdas išsiplečia už ekrano rodymo ribų.","Lithuanian: Viena dažniausiai pasitaikančių problemų bandant konvertuoti filmą į DVD formatą yra tai, kad vaizdas išsiplečia už ekrano rodymo ribų. English: The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available in DVD format. The film is available",The film is available in DVD format. The film is available
"Visų pirma teigiama, kad galima nustatyti, ar žmogus meluoja, teisingai aiškindamas mikroraiškas.","Lithuanian: Visų pirma teigiama, kad galima nustatyti, ar žmogus meluoja, teisingai aiškindamas mikroraiškas. English: The first step is to understand the meaning of the word. The second step is to find the word in the dictionary. The third step is to translate the word into Lithuanian.",The second step is to find the word in the dictionary. The third step is to translate the word into Lithuanian. The first step is to understand the meaning of the word.
Auksą galima suformuoti į įvairiausias formas. Jį galima valcuoti į mažytes formeles.,Lithuanian: Auksą galima suformuoti į įvairiausias formas. Jį galima valcuoti į mažytes formeles. English: The agreement is signed. The agreement is signed.,The agreement is signed.
"Dirbtinio intelekto sistema dabar dažnai naudojama ekonomikos, medicinos, inžinerijos ir kariuomenės srityse, taip pat yra integruota į keletą namų kompiuterių ir vaizdo žaidimų programų.","Lithuanian: Dirbtinio intelekto sistema dabar dažnai naudojama ekonomikos, medicinos, inžinerijos ir kariuomenės srityse, taip pat yra integruota į keletą namų kompiuterių ir vaizdo žaidimų programų. English: The system of the national education system is the system of education in Lithuania.",The system of the national education system is the system of education in Lithuania.
"Šiandien ji tebegaminama, bet dar svarbiau yra tai, kad jos pločio santykį perėmė skaitmeninių fotoaparatų vaizdo jutiklių formatai.","Lithuanian: Šiandien ji tebegaminama, bet dar svarbiau yra tai, kad jos pločio santykį perėmė skaitmeninių fotoaparatų vaizdo jutiklių formatai. English: The view of the world, the world as seen by the viewer.","The view of the world, the world as seen by the viewer."
"Dažnai per daug naudojama ir pašiepiama trečdalių taisyklė yra paprasta gairė, vaizde sukurianti dinamiškumo ir išlaikanti šiek tiek tvarkos.","Lithuanian: Dažnai per daug naudojama ir pašiepiama trečdalių taisyklė yra paprasta gairė, vaizde sukurianti dinamiškumo ir išlaikanti šiek tiek tvarkos. English: The two-year-old girl was found dead in the woods near the village of Alūksne, in the north of Latvia. The girl was found dead in the woods near the village of Alūksne, in the north of Latvia.","The two-year-old girl was found dead in the woods near the village of Alūksne, in the north of Latvia. The girl was found dead in the woods near the village of Alūksne, in the north of Latvia."
"Tai ne tik patvirtina, kad bent kai kurie dinozaurai buvo plunksnuoti (plačiai paplitusi teorija), tačiau suteikia duomenų, kurių fosilijos paprastai suteikti negali, pvz., spalvą ir trimatį išdėstymą.","Lithuanian: Tai ne tik patvirtina, kad bent kai kurie dinozaurai buvo plunksnuoti (plačiai paplitusi teorija), tačiau suteikia duomenų, kurių fosilijos paprastai suteikti negali, pvz., spalvą ir trimatį išdėstymą. English: The stones of the tombs, the bones of the dead, the bones of the living, the bones of the dead, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones","The stones of the tombs, the bones of the dead, the bones of the living, the bones of the dead, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones of the living, the bones"
