text,translated_text,clean_output
"Domenyiŋusẽfianu ƒe tɔtrɔ hea vovototo yeye dena nuwo alo amehawo ƒe nɔnɔme me, eye tiatia ɖenɛ ɖa le vovototo si woɖena fiana ƒe ha me.","Éwé: Domenyiŋusẽfianu ƒe tɔtrɔ hea vovototo yeye dena nuwo alo amehawo ƒe nɔnɔme me, eye tiatia ɖenɛ ɖa le vovototo si woɖena fiana ƒe ha me. English: The Lord is my shepherd, I shall not want. I shall not want.","I shall not want. The Lord is my shepherd, I shall not want."
Dzogo (fission bomb) la wͻa dͻ ɖe se sia nu be ŋusĕ triakͻ aɖe hiã na nuwo ƒe dzialo amikɛ ɖoɖo anyi be ŋusĕɖealͻwo (protons) kple ŋusĕmanͻmetͻwo (neutrons) nate ŋu aƒo ƒu ahali ke ɖe wo me.,Éwé: Dzogo (fission bomb) la wa d ɖe se sia nu be ŋusĕ triak aɖe hiã na nuwo ƒe dzialo amikɛ ɖoɖo anyi be ŋusĕɖealwo (protons) kple ŋusĕmanmetwo (neutrons) nate ŋu aƒo ƒu ahali ke ɖe wo me. English: The atom is the smallest unit of matter. It is the smallest particle of matter. It is the smallest unit of matter. It is the smallest particle of matter. It is the smallest particle of matter.,It is the smallest particle of matter. It is the smallest unit of matter. The atom is the smallest unit of matter.
Nu kui eve ƒo ƒu wͻ nuwo ƒe amikɛ alo dzi siwo nye ŋusĕmanͻsitͻwo alo nitrͻniwo kple ŋusĕɖealͻtͻwo alo protͻniwo.,"Éwé: Nu kui eve ƒo ƒu w nuwo ƒe amikɛ alo dzi siwo nye ŋusĕmansitwo alo nitrniwo kple ŋusĕɖealtwo alo protniwo. English: I am a man of God, and I love God.","I am a man of God, and I love God."
Esia wɔe be nukpɔhuhɔ̃e siwo kpɔa nu le didiƒe ɖena foto siwo sɔ kple nɔnɔmetatahuhɔ̃e siwo te ŋu ɖena fotowo le didime aɖe tututu tɔ.,Éwé: Esia wɔe be nukpɔhuhɔ̃e siwo kpɔa nu le didiƒe ɖena foto siwo sɔ kple nɔnɔmetatahuhɔ̃e siwo te ŋu ɖena fotowo le didime aɖe tututu tɔ. English: The word “ewé” means “to be” or “to be done.”,The word “ewé” means “to be” or “to be done.”
"Wokpɔ ŋusẽ ɖe intanet-dzi nadzɔdzɔdila siwo wɔa dɔ ɖe wɔna bubuwo teƒe la dzi ɖe susu geɖewo ta: Wotaa mɔ bubu na intanet-dzi nyatakakawo, menye http ɖeɖe ko o.","Éwé: Wokpɔ ŋusẽ ɖe intanet-dzi nadzɔdzɔdila siwo wɔa dɔ ɖe wɔna bubuwo teƒe la dzi ɖe susu geɖewo ta: Wotaa mɔ bubu na intanet-dzi nyatakakawo, menye http ɖeɖe ko o. English: The Bible is the Word of God.",The Bible is the Word of God.
Amewo kple kɔmpuita ƒe kadodo ƒe ɖoɖo bia be nàgagbugbɔ dzro ale si nèsusu tso nyakakadɔwo ŋu agabu tame le mɔ vovovowo siwo mesɔ pɛpɛpɛ o la ŋu.,Éwé: Amewo kple kɔmpuita ƒe kadodo ƒe ɖoɖo bia be nàgagbugbɔ dzro ale si nèsusu tso nyakakadɔwo ŋu agabu tame le mɔ vovovowo siwo mesɔ pɛpɛpɛ o la ŋu. English: The word “amɛ” is used in the following verses:,The word “amɛ” is used in the following verses:
"Esia va zu nane si xͻ aƒe ɖe amewo dome, gake gakpoa te ŋu ɖuna wagonatiawo.","Éwé: Esia va zu nane si x aƒe ɖe amewo dome, gake gakpoa te ŋu ɖuna wagonatiawo. English: The ewe is the mother of the lamb.",The ewe is the mother of the lamb.
Dzata ŋutsu etɔ̃ kple dzata nyɔnu blaetɔ̃ kpakple woviwo nɔa Pride habɔbɔ ɖesiaɖe me,Éwé: Dzata ŋutsu etɔ̃ kple dzata nyɔnu blaetɔ̃ kpakple woviwo nɔa Pride habɔbɔ ɖesiaɖe me English: The Bible in English,The Bible in English
"Togbͻ be, dzͻdzͻmenu sesĭ aɖe le AI me hã la, kͻmpita ƒe dzͻdzͻmeŋutinunya ƒe akpa vevi aɖee nye AI, si wozãna srͻ nu le agbenͻnͻ, nunyanya le mͻ me.","Éwé: Togb be, dzdzmenu ses aɖe le AI me hã la, kmpita ƒe dzdzmeŋutinunya ƒe akpa vevi aɖee nye AI, si wozãna sr nu le agbenn, nunyanya le m me. English: Tongue, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongue","Tongue, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongues, tongue"
Nɔmɔmetata la ɖoɖo me ƒe kekeme ɖe eƒe kɔkɔ ŋu (wuieve mama ale be míakpɔ dzesi blibo ƒe mama) nye 3:2.,"Éwé: Nɔmɔmetata la ɖoɖo me ƒe kekeme ɖe eƒe kɔkɔ ŋu (wuieve mama ale be míakpɔ dzesi blibo ƒe mama) nye 3:2. English: “I am the Lord your God, who brought you out of Egypt, out of the land of slavery.”","“I am the Lord your God, who brought you out of Egypt, out of the land of slavery.”"
