text,actual_category,predicted_category
Mûtasyon varyasyona genetîkeke nû pê ve dike û bijartin wê ji birka varyasyona binavbûyî hiltîne.,science/technology,science/technology
"Bombeya fîzyonê, li ser prensîba ku ji bo çendîn proton û nutron û dendikek bên kêleka hev sitandina enerjîyê kar dike.",science/technology,science/technology
Dendik ji du perçeyan pêk tê - nutron û proton.,science/technology,science/technology
Ev wê keysê daye ku di başîya bi lensên xwedîyên dirêjahîya mebesta sabit bidestxistî de wêneyek bê berhemanîn.,science/technology,science/technology
"Ew ji ber sebebên cuda, ji proksîyên tora înternetê çêtir in: Ne bi tenê http-yê, hemûyê çûn û hatina înternetê ji nû ve beralî dikin.",science/technology,health
Ji bo tesewira înteraktîv dîsa nirxandina texmînên li ser berhemanîna çapemenîyê û fikirîna hînbûna awayê ne yekser divê.,science/technology,health
"Ev bû kiryarek giştî, lê hesin bû zêdetîr sedemê mehandinê li ser tekerên wagonan.",science/technology,science/technology
Meşa serbilindiyê bi riya yek heta sê zilamên temenmezin û her wisa bi qasî sî jin û ciwanan hat lidarxistin.,science/technology,health
"Digel ku zîrekiya çêkirî (AI) gelek caran zanista xeyalî tîne bîrê, ew di zanista komputerê de beşeke gelek girîng e ku bi tevger, hînbûn û guncîna jîr a makineyan re mijûl dibe.",science/technology,science/technology
Herweha tê gotin ku rêjeya firehî û dirêjîya vê formatî (ji bo gihana jimara tam a herî hêsan li dozdehan parkirin) 3:2 ye.,science/technology,travel
"Telefoneke satalîtî bi gelemperî cihê telefona destan nagire, ji ber ku gava mirov bixwaze telefonî yekê bike, divê mirov derkeve derve, da ku telefon xwe bi satalîtê girê bide.",science/technology,science/technology
"Çi çend rêyên vagonan bi tenê ji kêranên hêlîpan ên darî pêkhatî bin jî, dikir ku hespên vagonan dikişînin derkevin leza bilindtir û barê bêtir bikişînin bi qiyasa ku rêyên zemanî yên jê xerabtir bûn.",science/technology,science/technology
"Mirov ji demên kevnare ve elemetên kîmyewî yên wek zêr, zîv û paxir dizanin, ji ber ku ew hemî li siruşte do teşeyê xwe yê eslî de dikarin bên dîtin û derxistina wan a bi alavên nepêşketî bi nisbî hesan e.",science/technology,science/technology
Teker bi awayên ecêb cîhanê guhert. Tişta herî mezin a ku teker ji me re kiriye ew e ku veguhestinek pir hêsantir û zûtir daye me.,science/technology,travel
Ev yek tê kirin ku dîmen tevahiya ekranê bigire. Ew bi wek venêrînazêdeparî tê binav kirin.,science/technology,science/technology
"Ji jêrderyayên Elmanan re dihat gotin U-Boat. Elman, di warê gerîn û bikaranîna jêrderyayên xwe de pirr baş bûn.",science/technology,travel
Her çend rewşa wê ya fizîkî karibe biguhere jî rewşa wê ya kîmyayî her wek xwe dimîne.,science/technology,science/technology
"Tengijîna zemînê, gava ku molekulên ser rûyê avê, ji molekulên hewayê yên ser xwe bêtir ber bi hev ve tên kişandin peder dibe.",science/technology,science/technology
"Gava fîlmek ji formata DVD-yê re bê veguhestin, yek ji pirsgirêkên herî mezin oversken e.",science/technology,entertainment
"Bi taybetî, tê îdîakirin ku, bi rêka şîrovekirina îfadeypn hûrik, yek dikare tesbît bike ku morivek derew dike yan na.",science/technology,health
"Zêr, bi honandinê dibe bê xistin hemû şeklan. Bi gêrkirinê dibe şeklên piçûk jê bên çêkirin.",science/technology,health
"Pergala-KI niha piranî di beşên aborî, tib, endezyarî û leşkeriyê de tê sazkirin, ku di bikaranîna gelek komputerên malan û pergalên lîstikên vîdeoyan de tên bicîkirin.",science/technology,science/technology
"Ev ê hêj îro were çêkirin, lê belê jê girîngtir, derdorên wêneyê bi riya formata wêneyan ya kameraya dîjîtal hatiye çê kirin.",science/technology,health
"Rêbazê sêyemîn yê pirî caran tê îstîsmarkirin û binpêkirin, qaîdeyek e, ku çalak dike û di heman demê de pîvanekî li gorî asayîşê ava dike.",science/technology,science/technology
