text,actual_category,predicted_category
"Мутација додаје нову генетску варијацију, а селекција је уклања из фонда изражене варијације.",science/technology,science/technology
Фисијска бомба ради на таквом принципу да узима енергију да би се саставило језгро са много протона и неутрона.,science/technology,science/technology
Нуклеус се састоји од две честице - неутрона и протона.,science/technology,science/technology
Ово је омогућило зум објективима да створе слике које се по квалитету могу поредити са онима које се постижу са сочивом са фиксном жижном даљином.,science/technology,health
"Они су супериорнији од веб проксија из неколико разлога: Преусмеравају сав интернет саобраћај, а не само хттп.",science/technology,travel
Интерактивни дизајн захтева да преиспитате своје претпоставке о медијској продукцији и научите да мислите на нелинеаран начин.,science/technology,health
"Ово је постала устаљена пракса, али је гвожђе узроковало више оштећења на дрвеним точковима кола.",science/technology,health
"Чопори се састоје од једног до три одрасла мужјака у сродству, упоредо са чак до тридесет женки и младунаца.",science/technology,health
"Иако ВИ вуче снажну конотацију ка научној фантастици, ВИ је врло важна грана рачунарске науке која се бави понашањем, учењем и интелигентном адаптацијом машина.",science/technology,science/technology
Сматра се да је однос димензија овог формата 3:2 (подељен са 12 да би се добио најједноставнији однос у облику целог броја).,science/technology,sports
"Сателитски телефон обично није замена за мобилни телефон, јер да бисте телефонирали, морате бити на отвореном и да вам сателит буде у јасном видокругу.",science/technology,health
"Иако су се ране железнице састојале само од паралелних дрвених дасака, омогућавале су коњима који вуку вагоне да постигну веће брзине и повуку веће терете него на мало неравнијим путевима у то време.",science/technology,travel
"Људима су од давнина били познати основни хемијски елементи као што су: злато, сребро, бакар, с обзиром да се они могу пронаћи у природи у изворном облику и да се могу релативно лако ископати примитивним алаткама.",science/technology,science/technology
Точак је променио свет на невероватне начине. Највећа ствар коју је точак урадио за нас је што нам је омогућио много лакши и бржи превоз.,science/technology,travel
Ово се ради како би се слика приказивала преко целог екрана. То се назива „корекцијом ивице екрана“.,science/technology,science/technology
Немачке подморнице звале су се U-бродови. Немци су били врло добри у навигацији и управљању својим подморницама.,science/technology,travel
"Иако се његово физичко стање може променити, његово хемијско стање остаје исто.",science/technology,health
"Површински напон настаје због тога што се молекули воде на  површини воде међусобно снажно привлаче, више него што је то случај са молекулима ваздуха изнад њих.",science/technology,science/technology
Оверсцан је један од најчешћих проблема који се јавља када желите да филм конвертујете у DVD формат.,science/technology,health
"Нарочито се тврди да, ако тачно тумачите микроизразе, можете да уочите да ли нека особа лаже.",science/technology,health
Злато се може обрађивати у свим врстама облика. Може се ваљати у ситне облике.,science/technology,health
"Систем вештачке интелигенције (AI) се сад често користи на пољу економије, медицине, инжињеринга и у војне сврхе, с обзиром да је уграђен у неколико кућних компјутера и софтвер апликација за видео игрице.",science/technology,science/technology
"Производи се и данас, али што је још битније, његов однос ширине и висине наследили су формати сензора слике на дигиталним фотоапаратима.",science/technology,travel
"Правило трећина које се често злоупотребљава и често исмева је једноставно упутство које ствара динамичност, а истовремено задржава меру реда на слици.",science/technology,health
"Поред тога што потврђује да су бар неки диносауруси имали перје, што је већ општеприхваћена теорија, ово нам даје и детаље које фосили у начелу не могу, као што су боја и тродимензионална поставка.",science/technology,health
"Какав би утицај гравитација сателита Ија имала на мене? Ако бисте стајали на површини Ије, имали бисте мању тежину него на Земљи.",science/technology,science/technology
"NextGen је систем за који FAA тврди да ће омогућити летелицама летење краћим рутама, и да уштеде на милионе галона горива сваке године, као и да смање емисије угљен диоксида.",science/technology,science/technology
Неуробиолошки подаци пружају физички доказ за теоретски приступ истраживању когнитивних способности. Самим тим се сужава поље истраживања и то га чини много тачнијим.,science/technology,science/technology
"Током свог двочасовног говора изјавио је да ће „данас Епл да изврши потпуни преображај телефона, данас ћемо ући у историју“.",science/technology,health
Мана зум објектива је та што су жижна комплексност и број елемената објектива који су потребни да би се постигао распон жижних даљина много већи него код обичних објектива.,science/technology,health
"Налик на даљински управљач за телевизор, овај управљач користи два сензора смештена поред телевизора корисника како би триангулацијом прерачунао своју позицију у тродимензионалном простору.",science/technology,entertainment
Научници кажу да је перје ове животиње било кестенасто браон боје на врху и бледе или боје картеноида са доњих страна.,science/technology,science/technology
"Два једињења међусобно реагују формирајући кристале који могу блокирати рад бубрега, рекли су истраживачи са универзитета.",science/technology,health
Ово даје скоро 4 пута већу резолуцију од негатива од 35 mm (3136 mm2 наспрам 864).,science/technology,health
"Захваљујући подводним кабловским везама са оптичким влакнима ка Европи и широкопојасном сателиту, Гренланд је добро повезан са 93% популације која има приступ интернету.",science/technology,travel
"Једна од најистакнутијих апликација у овој категорији је Google преводилац, која омогућава офлајн превођење након преузимања података о жељеном језику.",science/technology,science/technology
"Има исту молекуларну структуру, без обзира да ли је у питању гас, течност или чврста супстанца.",science/technology,health
"Употреба видео снимања је довела до значајних открића у интерпретацији микро експресија, фацијалних покрета који трају неколико милисекунди.",science/technology,science/technology
Људи праве и користе сочива за увећање хиљадама и хиљадама година.,science/technology,health
"Међутим, експериментисање није једино, а експеримент је тест који се користи за елиминисање једне или више могућих хипотеза. Постављање питања и посматрање такође воде научно истраживање.",science/technology,science/technology
С временом су дрвене точкове сменили гвоздени. Године 1767. први пут су коришћене шине направљене од пуног гвожђа.,science/technology,health
"Иако је већина картица добра за позиве упућене ка било где, неке се специјализују за пружање услуга повољних цена позива ка одређеним групама земаља.",science/technology,travel
Већина модерних телескопа су огромна постројења у удаљеним областима са повољним атмосферским условима.,science/technology,science/technology
Челична игла плута на води услед површинског напона.,science/technology,health
"Формат од 35 mm је уствари, понешто збуњујуће, широк 36 mm, а висок 24 mm.",science/technology,health
"Ћелије су толико основне и неопходне за истраживање живота, толико, да су често називане „градивни блокови живота“.",science/technology,health
Лични VPN (виртуелна приватна мрежа) провајдери су одличан начин заобилажења и политичке цензуре и комерцијалног IP геофилтрирања.,science/technology,travel
"Станица није променила своје понашање до краја мисије шетње свемиром, упркос губитку жироскопа у претходној свемирској мисији.",science/technology,health
"Људи са оваквим типом размишљања  размишљају логички, имају способност да памте шаблоне, решавају проблеме и раде на научним тестовима.",science/technology,science/technology
"Оцелоти воле да једу мале животиње. Ухватиће мајмуне, змије, глодаре и ако могу птице. Готово све животиње које оцелот лови су далеко мање од њега самог.",science/technology,health
"Поједине филмске камере средњег формата користе формат 6 са 6 cm, тачније негатив 56 са 56 mm.",science/technology,travel
"Путницима се строго саветује да буду свесни ризика које носи лоше време у области где се налазе, пошто оно може утицати на њихове планове за путовање.",travel,travel
"Аутобуси полазе са међумесне аутобуске станице (преко реке) током целог дана, мада већина, посебно они који иду ка истоку и Џакару/ Бумтангу, полазе између 06:30 и 07:30.",travel,travel
"Пружају већу стабилност јахачу, али могу представљати безбедносни проблем због могућности да се стопала јахача заглаве у њима.",travel,health
Већина различитих балтичких крстарења има продужени боравак у Санкт Петербургу у Русији.,travel,travel
"Саветује се да путници не краду, не упадају на поседе, не учествују на илегалним тржиштима, не просе нити на било који други начин користе друге људе за своје сопствено добро.",travel,health
Постоји много ствари које треба узети у обзир пре и током путовања негде.,travel,health
У врелини дана путници могу имати фатаморгане које им дају илузију воде (или других ствари).,travel,health
"Породице са децом се ретко сусрећу, али неки хостели ипак дозвољавају да оне буду у приватним собама.",travel,travel
"На пример, обилазак замкова у долини Лоаре, долини Рајне или крстарење до занимљивих места на Дунаву или вожња чамцем дуж канала Ири.",travel,travel
Боље је да се користи агент који често резервише путовања слична вашима.,travel,travel
"Каучсурфинг је основан у јануару 2004. године након што је компјутерски програмер Кејси Фентон нашао јефтин лет за Исланд, али није нашао место у ком је могао да одседне.",travel,travel
Студентске визе обично имају различите захтеве и процедуре за подношење захтева од обичних туристичких или радних виза.,travel,travel
Свака земља има јединствене законе који одређују које неопходне предмете за хитне случајеве морате имати у аутомобилу.,travel,health
"Иако је већина агенција спремна да прихвати већину обичних резервација, многи агенти се специјализују за посебне врсте путовања, распоне буџета и дестинације.",travel,travel
Путници се могу сусрести са животињама штеточинама са којима нису упознати у својим матичним регионима.,travel,travel
"Такође, на северу посетите велико Светилиште наше госпе Фатиме (Храм), место познато широм света по указањима Девице Марије.",travel,travel
Можете користити бода-боду (такси у виду мотоцикла) како бисте се кретали по Гоми. Уобичајена (локална) цена је ~500 конгоанских франака за краћу вожњу.,travel,travel
