index_id,category,text
993,entertainment,"Àmóṣá, ẹwà wọn máa ń yàtọ̀ ní ìgbà òtútù, pẹlú iye yìnyín tó ní kìmí tí àwọn ibùsọ̀ òkè ń gbà àti àwọn ènìyàn sì ń wá sí ibẹ̀ láti ṣe eré pẹ̀lú ìdíje ski àti snowboard."
755,entertainment,"Ilé ìtura yìí ní àwọn tó lówó tí wọ́n sì ní ọ́rọ̀ ma dúró si, wọ́n sì ní àyè ibi óúnjẹ́."
431,geography,"Orile ede Turkey je eyiti okun nla meta yi ka: okun Aegean ni apa iwo oorun, Okun Dudu ni ariwa ati Okun Medirettanean ni apa ila oorun."
1692,geography,Àwọn agbègbè tó tóbí nínu àríwá ní àwọn ènìyàn tó pọ̀ tí àwọn kan sí wà ní inú igbó tí kò ṣe gbé inú rẹ́.
1205,health,"Danielle Lantagne, tí oh jẹ́ ògbóntarìgì fún UN lórí àìsàn, sọ pé àwọn onílàjà ni ó ṣe e ṣe kí wọn fa àjàkálẹ̀ ná."
1203,health,"Kí àwọn ológun tó dé, ìlú Haiti kò ì tí kojú ìsòro tí ó jọ́ mọ́ ààrùn yìí láti ọdun 1800."
1936,politics,"Ní ọdún 1994, ìjà yìí yọrí sí ìdásílẹ̀ ilẹ̀ olómìnira Transnistrialẹ́kùn gúúsù Moldova, èyí tó ní ìjọba tara rẹ̀ àti owó wọn, àmọ́ orílẹ̀ tó jẹ́ ọmọ ẹgbẹ́ àjọ UN."
280,politics,"Àwọn agbátẹrù ìfẹ̀hónúhàn ní àwọn èèyàn tó ju ọgọ́rùn ún ẹgbẹ̀rún kan ni o jáde ní àwọn ìlú German bí i Berlin, Cologne, Hamburg, àti Hanover."
403,science/technology,Níbẹ̀rẹ̀ ogun wọn sábà rín àjò lọ sí òkè òkun ṣùgbọ́n bí wọn ṣe n ṣẹ̀dá rédà tí ó pé si àwọn ọkọ̀ abẹ́ omi níláti jìn sínú omí kí wọ́n ma baà rí wọn.
1592,science/technology,"Bi imọ awọn Giriki ṣe n dinku, apa iwọ orun ri wipe awọn ko ni nkan ṣe pẹlu ọgbọn imọran ati imọ sayensi ti o fi idi mulẹ ninu Giriki."
555,sports,Awon elere idaraya le ro pe won feran oja kan pelu pe ko fun wa ni anfani gidi kan kan.
195,sports,Ó ti yẹ kí Massa jáde fún ókéré tán títí di òpin sáà 2009.
688,travel,Ó ma dáa kí àwọn àlejò tí o ní àkókò púpọ̀ lògbà wọ́n níbò miin.
1764,travel,"NÍ àfikún, mọ̀ pé òórùn ma ń fa béárì àti àwọn ęranko inú igbó mìíràn, torínáà yàgò fún gbígbé tàbi síse àwọn oúnjẹ́ tí ó ní òrùn púpọ̀, jẹ́kí ibi ìpàgọ́ rẹ mọ́ tótó nígbàgbogbo."
