index_id,category,text
993,entertainment,"Naikia alena mappunnai akanjakeng nennia cenningrara iyya malaingenge rilalenna wettu kecce', sibawa maéga stasiun bulu' mattarima salju makanja' e nennia mappiddara gau-gau mappada ski na snowboarding."
755,entertainment,"Iyyaro hotélé' - hotélé' éngkaé ri tau sugié sibawa iya riisenngé ri éssoé ro nappa maélo monro, sibawa biasanna mappunnai anyameneng na atuwongeng ri wenninna."
431,geography,"Turki ri cennéri tasi' rittellu su: Tasi' Aegea ri orai', Tasi' lotong ri yawang, nennia tasi' Mediterania ri yattang."
1692,geography,Daéra iyya maluang lebbi mabélai lo manorang iyyaé majarang masyaraka'na siaré' riantarana iyanaritu hutang belantara dé'gaga monroi wi.
1205,health,"Danielle Lantagne, panrena PBB kaminanna lasae, napannessangeng makkeda iyae lasaé nassabari polé pajjaga perdamaian."
1203,health,"Riolo takkapaona joana, Haiti dé'pa naruntu' sukkara sisompungeng sibawa lasa saié sipungenna ri taung 1800-an."
1936,politics,"Ri taung 1994, yè kara-karaè manguju lao ribangung Republik Transnistria yè poada alèna di Moldova Timur, yè engka pammarenta na mata duī alé-aléna tapi’ dè diakui polè negara anggota PBB."
280,politics,"Iyaro ka'bua'i mattanro i makkada kirakira 100.000 ( siratu'sebbu) tau mu'ba ro kotakotae ri Jerman padaro Berlin, Cologne, Hamburg sibawa Hanover."
403,science/technology,"Wettu pammulang ammusureng é maéga kappala’ empellungé lolang riase'na tasi'é, nékia mappammulani berkembang radar é na mancajini akurat kappala’ empellung é ridorong no- ri yawana tasié nasaba massobbui."
1592,science/technology,"Wettunna munduru' paddissengeng Yunanié, pettui iyaro sumber paddissengeng filosofis sibawa ilmiah Yunanina Barat'é."
555,sports,Atlet é na papineddingi narékko lébbi na puji produk namua iyyaro déna lakki' wassélé' tongéng-tongéng.
195,sports,Messu'i tau egae ri sesana musim 2009.
688,travel,Taupolè terbatas è wettunna yanaritu magellopi narèkko wettunna napakèi lokka ri onrong laingngè.
1764,travel,"Silaingennaro, taissenngi makkéda Iyyaro beruangé sibawa olo-kolo lainngé napoji ladde’ mahau'é, jaji aja' lalo tatiwi yare’ga mannasu dianré mabbau'é sibawa piyarai apaccingengnna pekaranganna."
