index_id,category,text
993,entertainment,"જો કે શિયાળા માં તેની અલગ સુંદરતા અને માનમોહક્તા હોય છે, ઘણા ગિરીમથકોમાં મોટા પ્રમાણ માં બરફ પડતો હોવાથી અને સ્કી તથા સ્નોબોર્ડિંગ જેવી પ્રવૃતિઓ પણ થતી હોય છે."
755,entertainment,"આ હોટલો તે જગ્યાએ હતી જ્યાં તે વખતના શ્રીમંત અને પ્રખ્યાત લોકો રોકાતા હતા, અને હંમેશાં  સારું જમવાનું અને રાત્રિ રોકાણ રહેતું."
431,geography,"તુર્કી 3 બાજુ સમુદ્રથી ઘેરાયેલું છે: પશ્ચિમમાં એજિયન સમુદ્ર, ઉત્તરમાં કાળો સમુદ્ર અને દક્ષિણમાં ભૂમધ્ય સમુદ્ર."
1692,geography,ઉત્તરમાં મોટા વિસ્તારોની વસ્તી ઘણી ઓછી છે અને કેટલાક લગભગ વસવાટ વગરના જંગલ છે.
1205,health,"રોગ ઉપરના યુએનનાં  નિષ્ણાંત, ડેનીયલ  લેન્ટાને જણાવ્યું હતું કે મહામારી સંભવિત રીતે શાંતિ રક્ષકો દ્વારા સર્જવામાં આવી હતી."
1203,health,"સૈનિકોના આગમન પહેલાં, હૈતીને 1800 ના દાયકાથી રોગ સંબંધિત સમસ્યાઓનો સામનો કરવો પડ્યો ન હતો."
1936,politics,1994 માં આ સંઘર્ષને કારણે પૂર્વીય મોલ્ડોવા ખાતે સ્વઘોષિત ટ્રાન્સનિસ્ટ્રિયા ગણરાજ્યની રચના થઈ. જેની પોતાની સરકાર અને ચલણ છે પરંતુ તેને સંયુક્ત રાષ્ટ્રના કોઈ સભ્ય દેશ દ્વારા માન્યતા આપવામાં આવી નથી.
280,politics,"વિરોધના આયોજકોએ જણાવ્યું હતું કે બર્લિન, કોલોન, હેમ્બર્ગ અને હેનોવર જેવા જર્મન શહેરોમાં આશરે 100,000 લોકો જોડાયા."
403,science/technology,"યુદ્ધની શરૂઆતમાં, તેઓએ દરિયાની ઉપરથી મુસાફરી કરી, પણ જેમ રડાર વિકસતું ગયું અને વધુ સચોટ થતું ગયું તેમ સબ્મરીનોને પોતે દેખાય નહીં તે માટે પાણીની અંદર જવાની ફરજ પડી."
1592,science/technology,"ગ્રીકનું જ્ઞાન ઘટી જતાં, પશ્ચિમે પોતાને તેના ગ્રીક દાર્શનિક અને વૈજ્ઞાનિક મૂળિયાંથી અળગાં થયાનું જાણ્યું."
555,sports,"રમતવીરો અમુક ઉત્પાદોને પ્રાધાન્ય આપે છે, પછી ભલે તેમાંથી ખરી રીતે કોઈ ફાયદો ન થતો હોય."
195,sports,માસા 2009 ની બાકીની સીઝન માટે બહાર રહેવાની છે.
688,travel,મર્યાદિત સમય ધરાવતા પ્રવાસીઓ માટે ઉત્તમ રહેશે કે તેઓ તેમનો સમય બીજે પસાર કરે.
1764,travel,"આ ઉપરાંત, ધ્યાન રાખો કે રીછ અને અન્ય વન્યપ્રાણીઓ સુગંધથી આકર્ષિત થાય છે, તેથી સુગંધિત ખોરાક રાંધવો નહી કે પોતાની સાથે લઈ ન જવો, અને શિબિર સ્વચ્છ રાખવી."
