index_id,category,text
993,entertainment,رغم كده، هما عندهم نوع مختلف من الجمال والسحر خلال الشتاء، عشان بتسقط على كتير من محطات التلال كميات كبيرة من الثلج وبيبقى فيه أنشطة زي التزحلق والتزلج على الجليد.
755,entertainment,الفنادق دي كانت هي المكان اللي كان يقعد فيه الناس الغنية والمشاهير في الوقت ده، وفي الغالب كانوا بيستمتعوا بأكل طعام جيد وحياة ليلية.
431,geography,تركيا متحاوطة بالبحار من جهات تلاتة: بحر إيجه من الغرب ، والبحر الأسود من الشمال والبحر الأبيض المتوسط من الجنوب.
1692,geography,مساحات شاسعة فى الشمالسكانها قليلين وبعضها شبه غير مأهول بالسكان .
1205,health,قالت دانييلا لانتين اللي هي واحدة من خبراء المرض في للأمم المتحدة إن الاحتمال الكبير تكون قوات حفظ السلام ورا انتقال العدوى المرض.
1203,health,قبل وصول القوات، مكانتش هايتي واجهت مشاكل ليها علاقة بالمرض من القرن التسعتاشر.
1936,politics,الصراع ده سنة ١٩٩٤اتسبب في  تأسيس جمهورية ترانسنيستريا اللي أعلنت نفسها جمهورية في شرق مولدوفا، واللي ليها حكومتها وعملتها الخاصة ولكن مش معترف بها من أي دولة عضو في الأمم المتحدة.
280,politics,منظمين الاحتجاج قالوا إن حوالي 100000 شخص حضروا في مدن ألمانية على سبيل المثال:- برلين وكولوني وهامبورغ وهانوفر.
403,science/technology,في بداية الحرب، سافروا في عن طريق البحر في الغالب، بس لما بدأ الرادار يتطور وبقي دقيق، اضطرت الغواصات تقوم بعملها تحت الميه عشان متتكشقش.
1592,science/technology,لما مستوى المعرفة نزل عند اليونانيين، الغرب لقى نفسه معزول عن الجذور الفلسفية والعلمية اليونانية.
555,sports,الرياضيون ممكن يحسوا أنهم بيفضلوا منتج معين حتى لما ميكونش ليه فوايد ممكن نشوفها.
195,sports,من المقرر أن يخرج ماسا على الأقل حتى نهاية موسم 2009.
688,travel,الزوار اللي وقتهم محدود بيفضلوا يقضوا وقتهم في مكان تاني.
1764,travel,جنب كده، انتبه عشان الروائح بتجذب الدببة والحيوانات البرية التانية، عشان كده متحملش أو تطهي أطعمة ليها ريحة وحافظ على نظافة المخيم.
