index_id,category,text
993,entertainment,به هرحال، در طول زمستان نیز از زیبایی و جذابیت خاصی برخورداراند که بسیاری از ایستگاه های تپه ای مقدار زیادی برف دریافت می کنند و فعالیت هایی مانند اسکی و اسنوبورد را ارائه می دهند.
755,entertainment,این هوتل ها محل اقامت افراد ثروتمند و مشهور دوران بود و اغلب غذای خوب و زندگی شبانه داشتند.
431,geography,ترکیه از سه جهت توسط دریاها احاطه شده است: دریای اژه درغرب، دریای سیاه در شمال و دریای مدیترانه در جنوب.
1692,geography,نواحی بزرگی که در سمت شمال قرار دارد دارای نفوس بسیار کم بوده و برخی از مناطق تقریباً نامسکونی میباشد.
1205,health,دانیاله لانتاگه، یک متخصص سازمان ملل در مورد این مرض، میگوید که شیوع به احتمال قوی توسط قوای صلح سبب گردید.
1203,health,قبل از رسیدن قوا، هیتی از سال های ۱۸۰۰ بدینسو، با اینچنین مشکلات مربوط به مرض روبرو نشده بود.
1936,politics,در سال 1994 این درگیری قومی منجر به ایجاد جمهوریت خودخوانده ماوراءالنهر در شرق مولدووا شد، که دارای دولت و واحد پولی مستقل بوده اما توسط هیچ یک از کشورهای عضو ملل متحد به رسمیت شناخته نشده است.
280,politics,"تنظیم کنندگان تظاهرات گفت که در حدود 100,000 نفر در شهرهای برلین، کولوگنی، هامبورگ، و هانوور جرمنی تجمع کردند."
403,science/technology,در آغاز جنگ، آنها بیشتر در بالای دریا سفر می کردند، اما با شروع انکشاف و دقیق تر شدن رادار، زیر دریایی ها مجبور شدند برای جلوگیری از دیده شدن به زیر آب بروند.
1592,science/technology,با نزول دانش یونانی، غرب خود را از ریشه های فلسفی و علمی یونانی جدا یافت.
555,sports,ورزشکاران ممکن احساس کنند محصولی را حتی زمانی که آن محصول هیچ فایده واقعی ندارد ترجیح می دهند.
195,sports,ماسی حد اقل تا اخیر فصل 2009 وقت اش است که باید موجود باشد.
688,travel,بازدید کنندگانی که زمانی محدود دارند بهتر است وقت خود را در جایی دیگر صرف کنند.
1764,travel,علاوه بر این، توجه داشته باشید که بوها، خرس ها و سایر حیوانات وحشی را به خود جذب می کنند، بنابراین از حمل یا پخت غذاهای معطر خودداری کرده و چادری پاکیزه داشته باشید.
