index_id,category,text
993,entertainment,"De har dog en anden form for skønhed og charme om vinteren, hvor mange bjergbyer får masser af sne og tilbyder aktiviteter såsom skiløb og snowboarding."
755,entertainment,"Disse hoteller var der, hvor de rige og berømte fra den tid boede, og havde ofte fine spisesteder og natteliv."
431,geography,"Tyrkiet er omgivet af have på tre sider: Det Ægæiske Hav mod vest, Sortehavet mod nord og Middelhavet mod syd."
1692,geography,"Længere nordpå er der store områder, som er ret tyndt befolket, og nogle er næsten ubeboet vildmark."
1205,health,"Danielle Lantagne, en af FNs eksperter i sygdommen, fortalte, at udbruddet formentligt blev forårsaget af de fredsbevarende styrker."
1203,health,Før troppernes ankomst havde Haiti ikke oplevet problemer med sygdommen siden 1800-tallet.
1936,politics,"I 1994 ledte denne konflikt til oprettelsen af den selvudnævnte Transnistriske Republik i det østlige Moldova, der har sin egen regering og møntfod, men som ikke anerkendes af nogen medlemslande i FN."
280,politics,"Arrangører af protesten fortalte, at cirka 100.000 mennesker dukkede op i tyske byer såsom Berlin, Köln, Hamborg og Hanover."
403,science/technology,"I starten af krigen rejste de primært ovenpå vandet, men da radaren begyndte at udvikle sig og blev mere præcis, blev ubådene tvunget til at gå under vandet for at undgå at blive set."
1592,science/technology,"I takt med at kendskabet til græsk forsvandt, følte Vesten sig afskåret fra sine græske rødder inden for filosofi og videnskab."
555,sports,"Sportsudøvere kan føle at de foretrækker et produkt, selvom det ikke har nogen egentlige fordele."
195,sports,Massa vil være nødsaget til at sidde over mindst i resten af 2009-sæsonen.
688,travel,"Det ville være bedst, hvis besøgende med begrænset tid brugte deres tid andre steder."
1764,travel,"Derudover skal du være opmærksom på, at lugte tiltrækker bjørne og andre vilde dyr, så undgå at medbringe eller tilberede mad, der lugter, og hold din campingplads ren."
