index_id,category,text
993,entertainment,"Ukhamipanxa, yaqha kast jiwanak ukjamarak munkañanakaniw jallu pachanxa, yaqhip pachax uka qullunakanx walipuniw khununti ukatx walja lurawinak utjay lluskhunaqañatakixa."
755,entertainment,"Aka utilanakax uka qullqin jaqinaka ukhamarak wali uñt'at jakinakatakiniwa, ukhamarak sum arumanak manq'anaka ukat arum lurañanakaw utjani."
431,geography,"Lamar qutanakax kimsatutw Turkiya uraqx muyukipapxi: Egeo Lamar Qutax Inti jalanttuqunkiwa, Ch'iyara Lamar Qutax ch'iqatuquna, Mediterraneo Lamar Qutarak kupituquna."
1692,geography,Iram alay tuqinx jilpachax ch'usa wasarawjanakakiwa ukampirus janiw jaqinakas jakapkiti.
1205,health,"Danielle Lantagne, usxat ONU ukan yatxatax fuerzas de paz ukanakaw wasitat usunak uñstaypacha saw sawayi."
1203,health,"Janir palla pallanak purkipanx, Haití markanx 18 patak maranakatpachx janiw uka usump jan walt'awiyapkiti."
1936,politics,1994 maranxa mä llakiw apasiwayijallallt'at Republica Transnistia uñstatata khaysa Moldavia sat uraqina ukanxa mallupanakasa pachpankirinakaw ut'ayasipxaraki jaj ONU ukan uñt'ata.
280,politics,"Unxtasiw wakt'ayirinakax 100.000 jaqinakaw alemana, Berlín, Colonia, Hamburgo ukat Hannover markanakar sarapxi sasinw sapxi."
403,science/technology,"Ch'axwäw qalltanx qutanam sarapxirïna, ukampis ratar lurañ qalltasiwayi ukat juk’amp kusäxipanx suwmarinunakax jan uñjayasiñatakix muna jan munaw uma manqhanam sarxapxi."
1592,science/technology,Griego ukankirinakan amuyunakapax juk´at tukusxänxa ukhaxa yaqhachatarakiw uñjasxapxänxa amuyunakapatsa ukhamarak yatxatatanakapatsa.
555,sports,"T'ijurinakax achunak uñjañ munapxaspa, kunawsatix jani chiqa payllaws katuqapkch ukha."
195,sports,Massa ukax anqajankaniw 2009ni uka pachanakanxa.
688,travel,Juk'a pachan tumpirinakax ukawjanak uñachtatt'asir sarasinx kunaymananak uñjt'aniwayaspa.
1764,travel,"Juk'ampis uka thujsanakax usunakaruw jawsi, ukhamarak yaqha uywanakarusa, jark'aqasiñtakix jan uka thuxsa manq'anak liwtamxamti, ukhamarak ukawjanakax q'umañapawa."
