text,actual_category,predicted_category,generated_text
"Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.",science/technology,N/A,"""Mutation adds new genetic variation, and selection removes it from the pool of expressed variation."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: tourism.
 The first step towards creating sustainable tourism"
The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.,science/technology,N/A,"""The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: tourism. It is designed to generate a lot of"
The nucleus consists of two particles - neutrons and protons.,science/technology,N/A,"""The nucleus consists of two particles - neutrons and protons."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: tourism.
 If you don't know,"
This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,science/technology,travel,"""This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: travel & tourism. You can also find more answers"
"They are superior to web proxies for several reasons: They re-route all Internet traffic, not only http.",science/technology,N/A,"""They are superior to web proxies for several reasons: They re-route all Internet traffic, not only http."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: tourism. A few years ago, people had been"
Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.,science/technology,science/technology,"""Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science/technology.
 If you're serious"
"This became common practice, but the iron caused more wear on the wooden wheels of the wagons.",science/technology,N/A,"""This became common practice, but the iron caused more wear on the wooden wheels of the wagons."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is:
 The scientific/technological (scientific)"
"Prides are made up of one to three related adult males, along with as many as thirty females and cubs.",science/technology,science/technology,"""Prides are made up of one to three related adult males, along with as many as thirty females and cubs."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science/technology. What is the proper name for"
"Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.",science/technology,science/technology,"""Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science/technology. I'm not very good"
The aspect ratio of this format (dividing by twelve to obtain the simplest whole-number ratio) is therefore said to be 3:2.,science/technology,N/A,"""The aspect ratio of this format (dividing by twelve to obtain the simplest whole-number ratio) is therefore said to be 3:2."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science. This is what I understand.
 The"
"A satellite phone is not generally a replacement for a mobile phone, as you have to be outdoors with clear line of sight to the satellite to make a phone call.",science/technology,N/A,"""A satellite phone is not generally a replacement for a mobile phone, as you have to be outdoors with clear line of sight to the satellite to make a phone call."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: I have no idea. This is what I have"
"Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.",science/technology,travel,"""Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: Travel. In this field there are over 7"
"People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools.",science/technology,N/A,"""People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: tourism, and the word ""technology"" (in"
The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.,science/technology,sports,"""The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""sports"" as it can't be too"
This is made to ensure that the image covers the whole screen. That is called overscan.,science/technology,N/A,"""This is made to ensure that the image covers the whole screen. That is called overscan."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: art. The more common is ""information"". The"
German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.,science/technology,science/technology,"""German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science/technology. As to the science, it"
"Although its physical state may change, its chemical state remains the same.",science/technology,politics,"""Although its physical state may change, its chemical state remains the same."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: politics. That, in broad terms, is the"
Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.,science/technology,N/A,"""Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: geography. The same way that science/technology is"
One of the most common problems when trying to convert a movie to DVD format is the overscan.,science/technology,N/A,"""One of the most common problems when trying to convert a movie to DVD format is the overscan."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: 1) 720p.
"
"In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.",science/technology,N/A,"""In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: tourism.
 The idea is that when you’"
Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.,science/technology,N/A,"""Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes."" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science, as we know. We've got"
