text,actual_category,predicted_category,generated_text
"उत्परिवर्तन नवा आनुवंशिक भिन्नता जोड़त हवय, अउ चयन इले व्यक्त भिन्नता के पूल ले हटा देत हवय।",science/technology,science/technology,"""उत्परिवर्तन नवा आनुवंशिक भिन्नता जोड़त हवय, अउ चयन इले व्यक्त भिन्नता के पूल ले हटा देत हवय।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""science/technology"". It's too short"
विखंडन बम ए सिद्धांत म काम करथे कि कई प्रोटोन अऊ न्यूट्रॉन के साथ एक नाभिक ला एक साथ रखें बर ऊर्जा के आवश्यकता होथे।,science/technology,N/A,"""विखंडन बम ए सिद्धांत म काम करथे कि कई प्रोटोन अऊ न्यूट्रॉन के साथ एक नाभिक ला एक साथ रखें बर ऊर्जा के आवश्यकता होथे।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""bmc""
 Posted by Arun at"
नाभिक म दो कण होत हंवय - न्यूट्रॉन अउ प्रोटॉन।,science/technology,N/A,"""नाभिक म दो कण होत हंवय - न्यूट्रॉन अउ प्रोटॉन।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science. ""Science is the best thing for us"
इहर ज़ूम लेंस ल निश्चित फोकल लंबाई वाले लेंस द्वारा प्राप्त की गिस गुणवत्ता की तुलना म चित्र बनाने की अनुमति दी हवय।,science/technology,science/technology,"""इहर ज़ूम लेंस ल निश्चित फोकल लंबाई वाले लेंस द्वारा प्राप्त की गिस गुणवत्ता की तुलना म चित्र बनाने की अनुमति दी हवय।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""science/technology. I know I should write"
"ओ ह कईयो कारन ले वेब प्रॉक्सी ले बेहतर हे: ओ ह सीरिफ़ http नई, भलुक जम्मों इंटरनेट ट्रैफ़िक ल फेर रूट करथे।",science/technology,N/A,"""ओ ह कईयो कारन ले वेब प्रॉक्सी ले बेहतर हे: ओ ह सीरिफ़ http नई, भलुक जम्मों इंटरनेट ट्रैफ़िक ल फेर रूट करथे।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""Science, technology, education, health, entertainment"
इंटरएक्टिव डिज़ाइन बर जरुरी हे क आपन मीडिया उत्पादन के संबंध म अपनच्च धारणामन के पुनर्मूल्यांकन करव अउ गैर-रेखीय तरीके ले सोचना सीखव।,science/technology,N/A,"""इंटरएक्टिव डिज़ाइन बर जरुरी हे क आपन मीडिया उत्पादन के संबंध म अपनच्च धारणामन के पुनर्मूल्यांकन करव अउ गैर-रेखीय तरीके ले सोचना सीखव।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: education. But then we can see that the most"
"इ आम बात हो गइस, लेकिन लोहे हर वैगन मन के लकड़ी के पहिया मन पर अधिक घिसाव करिस।",science/technology,N/A,"""इ आम बात हो गइस, लेकिन लोहे हर वैगन मन के लकड़ी के पहिया मन पर अधिक घिसाव करिस।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science/technological, sports, entertainment,"
"प्रशंसा एक ले तीन संबंधित वयस्क पुरुषों ले बना हवय,  संग ही तीस महिलामन अउ शावकमन के संग।",science/technology,sports,"""प्रशंसा एक ले तीन संबंधित वयस्क पुरुषों ले बना हवय,  संग ही तीस महिलामन अउ शावकमन के संग।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""sports""! the same way a word can"
"हालाकि एआई म विज्ञान कथा के एक मजबूत अर्थ हे, एआई कंप्यूटर विज्ञान के एक बहुत ही महत्वपूर्ण शाखा हे, जोनहर मशीन म व्यवहार, सीखे बर अउ बुद्धिमान अनुकूलन ले संबंधित हे।",science/technology,science/technology,"""हालाकि एआई म विज्ञान कथा के एक मजबूत अर्थ हे, एआई कंप्यूटर विज्ञान के एक बहुत ही महत्वपूर्ण शाखा हे, जोनहर मशीन म व्यवहार, सीखे बर अउ बुद्धिमान अनुकूलन ले संबंधित हे।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science/technology. If you want to know the"
एखरबर इ प्रारूप का पक्षानुपात (सबसे सरल पूर्ण-संख्या अनुपात प्राप्त करहर बर बारह ले भाग देने पर) को 3:2 कहा जात हवय।,science/technology,science/technology,"""एखरबर इ प्रारूप का पक्षानुपात (सबसे सरल पूर्ण-संख्या अनुपात प्राप्त करहर बर बारह ले भाग देने पर) को 3:2 कहा जात हवय।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: the science/technology category. In this category I"
"एक ठी सैटेलाइट फोन आम तौर म एक ठी मोबाइल फोन के बर एक प्रतिस्थापन नई होथे, काबर आपमन ल फोन कॉल करे बर उपग्रह के स्पष्ट दृष्टि के संग बाहिर होए बर परही।",science/technology,N/A,"""एक ठी सैटेलाइट फोन आम तौर म एक ठी मोबाइल फोन के बर एक प्रतिस्थापन नई होथे, काबर आपमन ल फोन कॉल करे बर उपग्रह के स्पष्ट दृष्टि के संग बाहिर होए बर परही।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""The Earth is not a planet. It has"
"भलुक वैगनवे म केवल लकड़ी के समानांतर तख्त शामिल रहिस, ओखर घोड़ों ल अधिक गति प्राप्त करहर अउ दिन के थोड़ा अधिक उबड़-खाबड़ सड़कों के तुलना म अधिक भार खींचहर के अनुमति दिस।",science/technology,N/A,"""भलुक वैगनवे म केवल लकड़ी के समानांतर तख्त शामिल रहिस, ओखर घोड़ों ल अधिक गति प्राप्त करहर अउ दिन के थोड़ा अधिक उबड़-खाबड़ सड़कों के तुलना म अधिक भार खींचहर के अनुमति दिस।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""bollywood""? ""bollywood"" 1"
"लोग मन ने प्राचीन काल ले बुनियादी रासायनिक तत्वों जैसन सोना, चांदी अऊ तांबे के बारे म जाने हवें, बाबर की ए सभी प्रकृति म मूल रूप म खोजे जा सकत हें अऊ आदिम उपकरण मन के साथ अपेक्षाकृत सरल हवें।",science/technology,science/technology,"""लोग मन ने प्राचीन काल ले बुनियादी रासायनिक तत्वों जैसन सोना, चांदी अऊ तांबे के बारे म जाने हवें, बाबर की ए सभी प्रकृति म मूल रूप म खोजे जा सकत हें अऊ आदिम उपकरण मन के साथ अपेक्षाकृत सरल हवें।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science/technology. The correct answer to this sentence"
पहिया हर दुनिया ल अविश्वसनीय तरीकों ले बदल दिस हवय।हमनर लिए पहिया के सबले बड़खा बात हमनन ल बहुत आसान अउ तेज परिवहन दिस जात हवय।,science/technology,science/technology," ""पहिया हर दुनिया ल अविश्वसनीय तरीकों ले बदल दिस हवय।हमनर लिए पहिया के सबले बड़खा बात हमनन ल बहुत आसान अउ तेज परिवहन दिस जात हवय।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science/technology.
</s>Translate this sentence/"
एला ए सुनिश्चित करे बर बनाए गय हवय कि चित्र हर पूरा स्क्रीन ल कवर करे।ए ल ओवरस्कैन कहा जात हवय।,science/technology,N/A,"""एला ए सुनिश्चित करे बर बनाए गय हवय कि चित्र हर पूरा स्क्रीन ल कवर करे।ए ल ओवरस्कैन कहा जात हवय।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: ""chemistry, mathematics, engineering, business, marketing"
जर्मन पनडुब्बिमन ल यू-बोट कहे जात रहिस।जर्मनी अपन पनडुब्बिमन ल नेविगेट करे अउ संचालित करे में बहुत अच्छे रहिन।,science/technology,N/A,"""जर्मन पनडुब्बिमन ल यू-बोट कहे जात रहिस।जर्मनी अपन पनडुब्बिमन ल नेविगेट करे अउ संचालित करे में बहुत अच्छे रहिन।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: science, technology, travel, politics, sports,"
"हालांकि एकर भौतिक अवस्था बदल सकथें, एकर रसायनिक अवस्था समान रहथें।",science/technology,N/A,"""हालांकि एकर भौतिक अवस्था बदल सकथें, एकर रसायनिक अवस्था समान रहथें।"" What category does this sentence belong to? science/technology, travel, politics, sports, health, entertainment, geography?? The correct answer is: political science/international relations, sociology/political science"
