Model Size,Model Type,Value,value
7.1,bloom-unseen 0s,16,0.3
0.56,bloom-unseen 0s,17,0.1
1.1,bloom-unseen 0s,17,0.1
1.7,bloom-unseen 0s,17,0.2
3.0,bloom-unseen 0s,17,0.2
7.1,bloom-unseen 0s,17,0.2
0.56,bloom-unseen 0s,18,0.2
1.1,bloom-unseen 0s,18,0.3
1.7,bloom-unseen 0s,18,0.4
3.0,bloom-unseen 0s,18,0.7
7.1,bloom-unseen 0s,18,1.1
0.56,bloom-unseen 0s,19,0.2
1.1,bloom-unseen 0s,19,0.1
1.7,bloom-unseen 0s,19,0.3
3.0,bloom-unseen 0s,19,0.2
7.1,bloom-unseen 0s,19,0.7
0.56,bloom-unseen 0s,20,0.6
1.1,bloom-unseen 0s,20,1.1
1.7,bloom-unseen 0s,20,1.0
3.0,bloom-unseen 0s,20,2.5
7.1,bloom-unseen 0s,20,3.8
0.56,bloom-unseen 0s,21,0.1
1.1,bloom-unseen 0s,21,0.1
1.7,bloom-unseen 0s,21,0.3
3.0,bloom-unseen 0s,21,0.5
7.1,bloom-unseen 0s,21,1.2
0.56,bloom-unseen 0s,22,0.5
1.1,bloom-unseen 0s,22,0.8
1.7,bloom-unseen 0s,22,0.7
3.0,bloom-unseen 0s,22,1.0
7.1,bloom-unseen 0s,22,1.4
0.56,bloom-unseen 0s,23,0.2
1.1,bloom-unseen 0s,23,0.9
1.7,bloom-unseen 0s,23,2.2
3.0,bloom-unseen 0s,23,3.8
7.1,bloom-unseen 0s,23,6.7
0.56,bloom-unseen 0s,24,0.1
1.1,bloom-unseen 0s,24,0.1
1.7,bloom-unseen 0s,24,0.1
3.0,bloom-unseen 0s,24,0.1
7.1,bloom-unseen 0s,24,0.1
0.56,bloom-unseen 0s,25,0.6
1.1,bloom-unseen 0s,25,1.1
1.7,bloom-unseen 0s,25,1.1
3.0,bloom-unseen 0s,25,2.7
7.1,bloom-unseen 0s,25,6.9
0.56,bloom-unseen 0s,26,0.2
1.1,bloom-unseen 0s,26,0.2
1.7,bloom-unseen 0s,26,0.1
3.0,bloom-unseen 0s,26,0.1
7.1,bloom-unseen 0s,26,0.2
0.56,bloom-unseen 0s,27,0.5
1.1,bloom-unseen 0s,27,0.5
1.7,bloom-unseen 0s,27,0.8
3.0,bloom-unseen 0s,27,2.0
7.1,bloom-unseen 0s,27,6.2
0.56,bloom-unseen 0s,28,0.5
1.1,bloom-unseen 0s,28,0.6
1.7,bloom-unseen 0s,28,0.8
3.0,bloom-unseen 0s,28,1.5
7.1,bloom-unseen 0s,28,1.8
0.56,bloom-unseen 0s,29,0.4
1.1,bloom-unseen 0s,29,0.6
1.7,bloom-unseen 0s,29,1.3
3.0,bloom-unseen 0s,29,4.1
7.1,bloom-unseen 0s,29,8.7
0.56,bloom-unseen 0s,30,1.1
1.1,bloom-unseen 0s,30,1.4
1.7,bloom-unseen 0s,30,1.2
3.0,bloom-unseen 0s,30,2.4
7.1,bloom-unseen 0s,30,5.2
0.56,bloom-unseen 0s,31,0.5
1.1,bloom-unseen 0s,31,0.6
1.7,bloom-unseen 0s,31,1.5
3.0,bloom-unseen 0s,31,2.4
7.1,bloom-unseen 0s,31,7.3
0.56,bloom-unseen 0s,32,0.3
1.1,bloom-unseen 0s,32,0.6
1.7,bloom-unseen 0s,32,0.5
3.0,bloom-unseen 0s,32,0.9
7.1,bloom-unseen 0s,32,1.0
0.56,bloom-unseen 0s,33,0.1
1.1,bloom-unseen 0s,33,0.1
1.7,bloom-unseen 0s,33,0.1
3.0,bloom-unseen 0s,33,0.2
7.1,bloom-unseen 0s,33,0.3
0.56,bloom-unseen 0s,34,0.3
1.1,bloom-unseen 0s,34,0.5
1.7,bloom-unseen 0s,34,0.3
3.0,bloom-unseen 0s,34,0.8
7.1,bloom-unseen 0s,34,0.8
0.56,bloom-unseen 0s,35,0.5
1.1,bloom-unseen 0s,35,0.8
1.7,bloom-unseen 0s,35,0.4
3.0,bloom-unseen 0s,35,0.7
7.1,bloom-unseen 0s,35,1.4
0.56,bloom-unseen 0s,36,0.6
1.1,bloom-unseen 0s,36,2.1
1.7,bloom-unseen 0s,36,2.4
3.0,bloom-unseen 0s,36,7.5
7.1,bloom-unseen 0s,36,13.3
0.56,bloom-unseen 0s,37,1.0
1.1,bloom-unseen 0s,37,4.0
1.7,bloom-unseen 0s,37,9.0
3.0,bloom-unseen 0s,37,14.9
7.1,bloom-unseen 0s,37,23.1
0.56,bloom-unseen 0s,38,0.8
1.1,bloom-unseen 0s,38,0.8
1.7,bloom-unseen 0s,38,0.8
3.0,bloom-unseen 0s,38,0.6
7.1,bloom-unseen 0s,38,1.4
0.56,bloom-unseen 0s,39,0.3
1.1,bloom-unseen 0s,39,0.5
1.7,bloom-unseen 0s,39,0.4
3.0,bloom-unseen 0s,39,0.8
7.1,bloom-unseen 0s,39,0.7
0.56,bloom-unseen 0s,40,0.1
1.1,bloom-unseen 0s,40,0.1
1.7,bloom-unseen 0s,40,0.0
3.0,bloom-unseen 0s,40,0.1
7.1,bloom-unseen 0s,40,0.0
0.56,bloom-unseen 0s,41,0.1
1.1,bloom-unseen 0s,41,0.3
1.7,bloom-unseen 0s,41,0.8
3.0,bloom-unseen 0s,41,1.5
7.1,bloom-unseen 0s,41,3.6
0.56,bloom-unseen 0s,42,0.6
1.1,bloom-unseen 0s,42,0.7
1.7,bloom-unseen 0s,42,2.4
3.0,bloom-unseen 0s,42,6.1
7.1,bloom-unseen 0s,42,12.1
0.56,bloom-unseen 0s,43,0.5
1.1,bloom-unseen 0s,43,0.6
1.7,bloom-unseen 0s,43,0.5
3.0,bloom-unseen 0s,43,0.7
7.1,bloom-unseen 0s,43,1.7
0.56,bloom-unseen 0s,44,0.3
1.1,bloom-unseen 0s,44,0.7
1.7,bloom-unseen 0s,44,0.4
3.0,bloom-unseen 0s,44,0.5
7.1,bloom-unseen 0s,44,0.6
0.56,bloom-unseen 0s,45,0.6
1.1,bloom-unseen 0s,45,0.5
1.7,bloom-unseen 0s,45,1.0
3.0,bloom-unseen 0s,45,2.4
7.1,bloom-unseen 0s,45,3.4
0.56,bloom-unseen 0s,46,0.7
1.1,bloom-unseen 0s,46,0.5
1.7,bloom-unseen 0s,46,0.5
3.0,bloom-unseen 0s,46,0.9
7.1,bloom-unseen 0s,46,1.4
0.56,bloom-unseen 0s,47,0.2
1.1,bloom-unseen 0s,47,0.4
1.7,bloom-unseen 0s,47,0.5
3.0,bloom-unseen 0s,47,1.2
7.1,bloom-unseen 0s,47,1.1
0.56,bloom-unseen 0s,48,0.7
1.1,bloom-unseen 0s,48,1.7
1.7,bloom-unseen 0s,48,2.3
3.0,bloom-unseen 0s,48,5.1
7.1,bloom-unseen 0s,48,8.2
0.56,bloom-unseen 0s,49,0.1
1.1,bloom-unseen 0s,49,0.5
1.7,bloom-unseen 0s,49,0.2
3.0,bloom-unseen 0s,49,0.3
7.1,bloom-unseen 0s,49,0.9
0.56,bloom-unseen 0s,50,0.1
1.1,bloom-unseen 0s,50,0.4
1.7,bloom-unseen 0s,50,0.1
3.0,bloom-unseen 0s,50,0.1
7.1,bloom-unseen 0s,50,0.4
0.56,bloom-unseen 0s,51,0.5
1.1,bloom-unseen 0s,51,0.4
1.7,bloom-unseen 0s,51,0.3
3.0,bloom-unseen 0s,51,0.4
7.1,bloom-unseen 0s,51,0.6
0.56,bloom-unseen 0s,52,0.5
1.1,bloom-unseen 0s,52,0.6
1.7,bloom-unseen 0s,52,0.5
3.0,bloom-unseen 0s,52,0.7
7.1,bloom-unseen 0s,52,1.2
0.56,bloom-unseen 0s,53,2.9
1.1,bloom-unseen 0s,53,4.3
1.7,bloom-unseen 0s,53,10.7
3.0,bloom-unseen 0s,53,19.6
7.1,bloom-unseen 0s,53,29.5
0.56,bloom-unseen 0s,54,0.4
1.1,bloom-unseen 0s,54,0.4
1.7,bloom-unseen 0s,54,0.5
3.0,bloom-unseen 0s,54,0.7
7.1,bloom-unseen 0s,54,1.1
0.56,bloom-unseen 0s,55,0.3
1.1,bloom-unseen 0s,55,0.6
1.7,bloom-unseen 0s,55,0.9
3.0,bloom-unseen 0s,55,1.4
7.1,bloom-unseen 0s,55,3.6
0.56,bloom-unseen 0s,56,0.5
1.1,bloom-unseen 0s,56,0.6
1.7,bloom-unseen 0s,56,0.4
3.0,bloom-unseen 0s,56,0.7
7.1,bloom-unseen 0s,56,1.0
0.56,bloom-unseen 0s,57,0.1
1.1,bloom-unseen 0s,57,0.1
1.7,bloom-unseen 0s,57,0.1
3.0,bloom-unseen 0s,57,0.4
7.1,bloom-unseen 0s,57,1.3
0.56,bloom-unseen 0s,58,0.6
1.1,bloom-unseen 0s,58,0.8
1.7,bloom-unseen 0s,58,2.4
3.0,bloom-unseen 0s,58,3.9
7.1,bloom-unseen 0s,58,5.6
0.56,bloom-unseen 0s,59,0.5
1.1,bloom-unseen 0s,59,0.6
1.7,bloom-unseen 0s,59,1.1
3.0,bloom-unseen 0s,59,2.4
7.1,bloom-unseen 0s,59,6.8
0.56,bloom-unseen 0s,60,0.4
1.1,bloom-unseen 0s,60,0.4
1.7,bloom-unseen 0s,60,0.7
3.0,bloom-unseen 0s,60,1.1
7.1,bloom-unseen 0s,60,2.1
0.56,bloom-unseen 0s,61,0.1
1.1,bloom-unseen 0s,61,0.3
1.7,bloom-unseen 0s,61,0.5
3.0,bloom-unseen 0s,61,0.2
7.1,bloom-unseen 0s,61,0.3
0.56,bloom-unseen 0s,62,0.7
1.1,bloom-unseen 0s,62,1.2
1.7,bloom-unseen 0s,62,0.8
3.0,bloom-unseen 0s,62,1.4
7.1,bloom-unseen 0s,62,2.2
0.56,bloom-unseen 0s,63,0.3
1.1,bloom-unseen 0s,63,0.5
1.7,bloom-unseen 0s,63,1.0
3.0,bloom-unseen 0s,63,1.5
7.1,bloom-unseen 0s,63,2.6
0.56,bloom-unseen 0s,64,2.6
1.1,bloom-unseen 0s,64,5.2
1.7,bloom-unseen 0s,64,13.4
3.0,bloom-unseen 0s,64,18.2
7.1,bloom-unseen 0s,64,23.7
0.56,bloom-unseen 0s,65,0.5
1.1,bloom-unseen 0s,65,0.8
1.7,bloom-unseen 0s,65,1.6
3.0,bloom-unseen 0s,65,3.7
7.1,bloom-unseen 0s,65,7.5
0.56,bloom-unseen 0s,66,0.5
1.1,bloom-unseen 0s,66,1.1
1.7,bloom-unseen 0s,66,2.9
3.0,bloom-unseen 0s,66,6.7
7.1,bloom-unseen 0s,66,11.7
0.56,bloom-unseen 0s,67,0.2
1.1,bloom-unseen 0s,67,0.6
1.7,bloom-unseen 0s,67,0.1
3.0,bloom-unseen 0s,67,0.4
7.1,bloom-unseen 0s,67,0.6
0.56,bloom-unseen 0s,68,0.7
1.1,bloom-unseen 0s,68,0.6
1.7,bloom-unseen 0s,68,0.5
3.0,bloom-unseen 0s,68,0.8
7.1,bloom-unseen 0s,68,0.8
0.56,bloom-unseen 0s,69,0.5
1.1,bloom-unseen 0s,69,0.8
1.7,bloom-unseen 0s,69,0.5
3.0,bloom-unseen 0s,69,0.8
7.1,bloom-unseen 0s,69,1.2
0.56,bloom-unseen 0s,70,0.2
1.1,bloom-unseen 0s,70,0.2
1.7,bloom-unseen 0s,70,0.5
3.0,bloom-unseen 0s,70,0.7
7.1,bloom-unseen 0s,70,1.4
0.56,bloom-unseen 0s,71,0.2
1.1,bloom-unseen 0s,71,0.2
1.7,bloom-unseen 0s,71,0.5
3.0,bloom-unseen 0s,71,0.6
7.1,bloom-unseen 0s,71,1.4
0.56,bloom-unseen 0s,72,0.5
1.1,bloom-unseen 0s,72,0.2
1.7,bloom-unseen 0s,72,0.3
3.0,bloom-unseen 0s,72,0.3
7.1,bloom-unseen 0s,72,0.4
0.56,bloom-unseen 0s,73,0.5
1.1,bloom-unseen 0s,73,0.4
1.7,bloom-unseen 0s,73,0.5
3.0,bloom-unseen 0s,73,0.5
7.1,bloom-unseen 0s,73,1.0
0.56,bloom-unseen 0s,74,0.5
1.1,bloom-unseen 0s,74,0.6
1.7,bloom-unseen 0s,74,0.3
3.0,bloom-unseen 0s,74,0.4
7.1,bloom-unseen 0s,74,0.5
0.56,bloom-unseen 0s,75,0.8
1.1,bloom-unseen 0s,75,1.7
1.7,bloom-unseen 0s,75,1.4
3.0,bloom-unseen 0s,75,3.5
7.1,bloom-unseen 0s,75,7.4
0.56,bloom-unseen 0s,76,0.1
1.1,bloom-unseen 0s,76,0.1
1.7,bloom-unseen 0s,76,0.1
3.0,bloom-unseen 0s,76,0.3
7.1,bloom-unseen 0s,76,0.5
0.56,bloom-unseen 0s,77,0.0
1.1,bloom-unseen 0s,77,0.4
1.7,bloom-unseen 0s,77,0.8
3.0,bloom-unseen 0s,77,0.5
7.1,bloom-unseen 0s,77,0.8
0.56,bloom-unseen 0s,78,0.2
1.1,bloom-unseen 0s,78,0.2
1.7,bloom-unseen 0s,78,0.3
3.0,bloom-unseen 0s,78,0.5
7.1,bloom-unseen 0s,78,0.7
0.56,bloom-unseen 0s,79,0.4
1.1,bloom-unseen 0s,79,0.6
1.7,bloom-unseen 0s,79,0.3
3.0,bloom-unseen 0s,79,0.7
7.1,bloom-unseen 0s,79,1.1
0.56,bloom-unseen 0s,80,0.2
1.1,bloom-unseen 0s,80,0.4
1.7,bloom-unseen 0s,80,0.3
3.0,bloom-unseen 0s,80,0.5
7.1,bloom-unseen 0s,80,0.9
0.56,bloom-unseen 0s,81,0.1
1.1,bloom-unseen 0s,81,0.2
1.7,bloom-unseen 0s,81,0.4
3.0,bloom-unseen 0s,81,0.3
7.1,bloom-unseen 0s,81,0.1
0.56,bloom-unseen 0s,82,0.5
1.1,bloom-unseen 0s,82,0.6
1.7,bloom-unseen 0s,82,0.5
3.0,bloom-unseen 0s,82,0.7
7.1,bloom-unseen 0s,82,1.1
0.56,bloom-unseen 0s,83,0.3
1.1,bloom-unseen 0s,83,0.4
1.7,bloom-unseen 0s,83,0.3
3.0,bloom-unseen 0s,83,0.9
7.1,bloom-unseen 0s,83,0.9
0.56,bloom-unseen 0s,84,0.2
1.1,bloom-unseen 0s,84,0.4
1.7,bloom-unseen 0s,84,0.7
3.0,bloom-unseen 0s,84,1.2
7.1,bloom-unseen 0s,84,3.4
0.56,bloom-unseen 0s,85,0.0
1.1,bloom-unseen 0s,85,0.3
1.7,bloom-unseen 0s,85,0.5
3.0,bloom-unseen 0s,85,0.4
7.1,bloom-unseen 0s,85,0.8
0.56,bloom-unseen 0s,86,1.0
1.1,bloom-unseen 0s,86,1.5
1.7,bloom-unseen 0s,86,2.6
3.0,bloom-unseen 0s,86,6.3
7.1,bloom-unseen 0s,86,10.5
0.56,bloom-unseen 0s,87,0.6
1.1,bloom-unseen 0s,87,1.0
1.7,bloom-unseen 0s,87,1.5
3.0,bloom-unseen 0s,87,2.9
7.1,bloom-unseen 0s,87,6.0
0.56,bloom-unseen 0s,88,0.2
1.1,bloom-unseen 0s,88,0.3
1.7,bloom-unseen 0s,88,0.1
3.0,bloom-unseen 0s,88,0.8
7.1,bloom-unseen 0s,88,1.7
0.56,bloom-unseen 0s,89,0.9
1.1,bloom-unseen 0s,89,1.3
1.7,bloom-unseen 0s,89,2.7
3.0,bloom-unseen 0s,89,5.4
7.1,bloom-unseen 0s,89,11.0
0.56,bloom-unseen 0s,90,0.1
1.1,bloom-unseen 0s,90,0.4
1.7,bloom-unseen 0s,90,0.6
3.0,bloom-unseen 0s,90,0.9
7.1,bloom-unseen 0s,90,1.2
0.56,bloom-unseen 0s,91,0.4
1.1,bloom-unseen 0s,91,0.6
1.7,bloom-unseen 0s,91,1.5
3.0,bloom-unseen 0s,91,2.5
7.1,bloom-unseen 0s,91,6.7
0.56,bloom-unseen 0s,92,0.4
1.1,bloom-unseen 0s,92,0.9
1.7,bloom-unseen 0s,92,0.8
3.0,bloom-unseen 0s,92,1.2
7.1,bloom-unseen 0s,92,1.1
0.56,bloom-unseen 0s,93,0.5
1.1,bloom-unseen 0s,93,0.8
1.7,bloom-unseen 0s,93,0.6
3.0,bloom-unseen 0s,93,0.9
7.1,bloom-unseen 0s,93,1.1
0.56,bloom-unseen 0s,94,0.6
1.1,bloom-unseen 0s,94,0.8
1.7,bloom-unseen 0s,94,0.7
3.0,bloom-unseen 0s,94,1.1
7.1,bloom-unseen 0s,94,1.5
0.56,bloom-unseen 0s,95,0.4
1.1,bloom-unseen 0s,95,0.3
1.7,bloom-unseen 0s,95,0.5
3.0,bloom-unseen 0s,95,0.8
7.1,bloom-unseen 0s,95,1.4
0.56,bloom-unseen 0s,96,0.3
1.1,bloom-unseen 0s,96,0.6
1.7,bloom-unseen 0s,96,1.7
3.0,bloom-unseen 0s,96,2.8
7.1,bloom-unseen 0s,96,5.1
0.56,bloom-unseen 0s,97,0.3
1.1,bloom-unseen 0s,97,0.8
1.7,bloom-unseen 0s,97,1.5
3.0,bloom-unseen 0s,97,3.5
7.1,bloom-unseen 0s,97,9.3
0.56,bloom-unseen 0s,98,0.1
1.1,bloom-unseen 0s,98,0.1
1.7,bloom-unseen 0s,98,0.1
3.0,bloom-unseen 0s,98,0.1
7.1,bloom-unseen 0s,98,0.2
0.56,bloom-unseen 0s,99,0.5
1.1,bloom-unseen 0s,99,1.3
1.7,bloom-unseen 0s,99,1.6
3.0,bloom-unseen 0s,99,4.2
7.1,bloom-unseen 0s,99,8.6
0.56,bloom-unseen 0s,100,0.4
1.1,bloom-unseen 0s,100,0.5
1.7,bloom-unseen 0s,100,1.0
3.0,bloom-unseen 0s,100,2.5
7.1,bloom-unseen 0s,100,7.1
0.56,bloom-unseen 0s,101,0.6
1.1,bloom-unseen 0s,101,0.5
1.7,bloom-unseen 0s,101,1.0
3.0,bloom-unseen 0s,101,1.1
7.1,bloom-unseen 0s,101,2.2
0.56,bloom-unseen 0s,102,0.1
1.1,bloom-unseen 0s,102,0.2
1.7,bloom-unseen 0s,102,0.1
3.0,bloom-unseen 0s,102,1.0
7.1,bloom-unseen 0s,102,0.7
0.56,bloom-unseen 0s,103,0.3
1.1,bloom-unseen 0s,103,0.4
1.7,bloom-unseen 0s,103,0.6
3.0,bloom-unseen 0s,103,0.8
7.1,bloom-unseen 0s,103,0.9
0.56,bloom-unseen 0s,104,0.5
1.1,bloom-unseen 0s,104,0.5
1.7,bloom-unseen 0s,104,0.7
3.0,bloom-unseen 0s,104,0.7
7.1,bloom-unseen 0s,104,1.3
0.56,bloom-unseen 0s,105,0.3
1.1,bloom-unseen 0s,105,0.1
1.7,bloom-unseen 0s,105,0.4
3.0,bloom-unseen 0s,105,0.2
7.1,bloom-unseen 0s,105,0.2
0.56,bloom-unseen 0s,106,0.7
1.1,bloom-unseen 0s,106,1.9
1.7,bloom-unseen 0s,106,4.2
3.0,bloom-unseen 0s,106,8.5
7.1,bloom-unseen 0s,106,14.7
0.56,bloom-unseen 0s,107,0.9
1.1,bloom-unseen 0s,107,1.0
1.7,bloom-unseen 0s,107,1.1
3.0,bloom-unseen 0s,107,5.3
7.1,bloom-unseen 0s,107,10.8
0.56,bloom-unseen 0s,108,0.7
1.1,bloom-unseen 0s,108,2.0
1.7,bloom-unseen 0s,108,2.3
3.0,bloom-unseen 0s,108,7.8
7.1,bloom-unseen 0s,108,13.6
0.56,bloom-unseen 0s,109,0.9
1.1,bloom-unseen 0s,109,0.7
1.7,bloom-unseen 0s,109,0.3
3.0,bloom-unseen 0s,109,0.4
7.1,bloom-unseen 0s,109,0.8
0.56,bloom-unseen 0s,110,3.2
1.1,bloom-unseen 0s,110,4.2
1.7,bloom-unseen 0s,110,11.4
3.0,bloom-unseen 0s,110,22.6
7.1,bloom-unseen 0s,110,31.9
0.56,bloom-unseen 0s,111,0.8
1.1,bloom-unseen 0s,111,1.3
1.7,bloom-unseen 0s,111,1.4
3.0,bloom-unseen 0s,111,2.6
7.1,bloom-unseen 0s,111,3.3
0.56,bloom-unseen 0s,112,0.7
1.1,bloom-unseen 0s,112,1.3
1.7,bloom-unseen 0s,112,1.4
3.0,bloom-unseen 0s,112,3.2
7.1,bloom-unseen 0s,112,8.9
0.56,bloom-unseen 0s,113,0.2
1.1,bloom-unseen 0s,113,0.3
1.7,bloom-unseen 0s,113,0.2
3.0,bloom-unseen 0s,113,0.5
7.1,bloom-unseen 0s,113,0.7
0.56,bloom-unseen 0s,114,0.1
1.1,bloom-unseen 0s,114,0.2
1.7,bloom-unseen 0s,114,0.8
3.0,bloom-unseen 0s,114,1.3
7.1,bloom-unseen 0s,114,2.9
0.56,bloom-unseen 0s,115,0.5
1.1,bloom-unseen 0s,115,0.6
1.7,bloom-unseen 0s,115,0.5
3.0,bloom-unseen 0s,115,0.6
7.1,bloom-unseen 0s,115,0.9
0.56,bloom-unseen 0s,116,0.4
1.1,bloom-unseen 0s,116,0.7
1.7,bloom-unseen 0s,116,1.0
3.0,bloom-unseen 0s,116,2.6
7.1,bloom-unseen 0s,116,6.5
0.56,bloom-unseen 0s,117,0.3
1.1,bloom-unseen 0s,117,0.3
1.7,bloom-unseen 0s,117,1.1
3.0,bloom-unseen 0s,117,1.8
7.1,bloom-unseen 0s,117,3.9
0.56,bloom-unseen 0s,118,0.3
1.1,bloom-unseen 0s,118,0.4
1.7,bloom-unseen 0s,118,0.5
3.0,bloom-unseen 0s,118,0.4
7.1,bloom-unseen 0s,118,0.3
0.56,bloom-unseen 0s,119,0.6
1.1,bloom-unseen 0s,119,0.9
1.7,bloom-unseen 0s,119,2.8
3.0,bloom-unseen 0s,119,5.7
7.1,bloom-unseen 0s,119,15.4
0.56,bloom-unseen 0s,120,0.4
1.1,bloom-unseen 0s,120,1.4
1.7,bloom-unseen 0s,120,4.9
3.0,bloom-unseen 0s,120,7.4
7.1,bloom-unseen 0s,120,15.3
0.56,bloom-unseen 0s,121,0.4
1.1,bloom-unseen 0s,121,0.6
1.7,bloom-unseen 0s,121,0.3
3.0,bloom-unseen 0s,121,0.6
7.1,bloom-unseen 0s,121,0.9
0.56,bloom-unseen 0s,122,0.4
1.1,bloom-unseen 0s,122,0.5
1.7,bloom-unseen 0s,122,0.7
3.0,bloom-unseen 0s,122,1.2
7.1,bloom-unseen 0s,122,2.0
0.56,bloom-unseen 0s,123,0.0
1.1,bloom-unseen 0s,123,0.0
1.7,bloom-unseen 0s,123,0.0
3.0,bloom-unseen 0s,123,0.1
7.1,bloom-unseen 0s,123,0.0
0.56,bloom-unseen 0s,124,0.6
1.1,bloom-unseen 0s,124,1.1
1.7,bloom-unseen 0s,124,1.9
3.0,bloom-unseen 0s,124,4.5
7.1,bloom-unseen 0s,124,8.2
0.56,bloom-unseen 0s,125,0.7
1.1,bloom-unseen 0s,125,0.0
1.7,bloom-unseen 0s,125,0.6
3.0,bloom-unseen 0s,125,0.6
7.1,bloom-unseen 0s,125,0.9
0.56,bloom-unseen 0s,126,0.0
1.1,bloom-unseen 0s,126,0.1
1.7,bloom-unseen 0s,126,0.2
3.0,bloom-unseen 0s,126,0.1
7.1,bloom-unseen 0s,126,0.2
0.56,bloom-unseen 0s,127,0.6
1.1,bloom-unseen 0s,127,0.6
1.7,bloom-unseen 0s,127,1.1
3.0,bloom-unseen 0s,127,2.6
7.1,bloom-unseen 0s,127,5.6
0.56,bloom-unseen 0s,128,0.4
1.1,bloom-unseen 0s,128,0.4
1.7,bloom-unseen 0s,128,1.0
3.0,bloom-unseen 0s,128,1.9
7.1,bloom-unseen 0s,128,4.5
0.56,bloom-unseen 0s,129,0.4
1.1,bloom-unseen 0s,129,0.3
1.7,bloom-unseen 0s,129,0.4
3.0,bloom-unseen 0s,129,0.7
7.1,bloom-unseen 0s,129,1.2
0.56,bloom-unseen 0s,130,0.1
1.1,bloom-unseen 0s,130,0.2
1.7,bloom-unseen 0s,130,0.4
3.0,bloom-unseen 0s,130,0.3
7.1,bloom-unseen 0s,130,0.6
0.56,bloom-unseen 0s,131,0.4
1.1,bloom-unseen 0s,131,0.4
1.7,bloom-unseen 0s,131,0.3
3.0,bloom-unseen 0s,131,0.4
7.1,bloom-unseen 0s,131,0.9
0.56,bloom-unseen 0s,132,0.9
1.1,bloom-unseen 0s,132,2.0
1.7,bloom-unseen 0s,132,3.0
3.0,bloom-unseen 0s,132,5.9
7.1,bloom-unseen 0s,132,11.2
