62003016	Faith	Jilonri tiketemajtak nen mo ojlokˈintak jwiˈl Kakaj Jesucristo xyeˈ ribˈ pi camic wich curs pi kaqˈuexwach . Y jilonli oj wi tikalokˈajtak kibˈ chikibˈil kibˈ , rajwaxiˈ tikayeˈtak kibˈ pi camic pi jqˈuexwachak yak kechˈelxic chirij Kakaj Jesucristo .
43013001	Grace	Cuando jun kˈijchak raj nimakˈij Pascua , Kakaj Jesús retamchak chi xtawiˈ or tielbˈi neri wich ulew pire tikˈaj riqˈui Kakaj Dios lecj . Pero Kakaj Jesús subˈlaj xlokˈaj juntir cristian ri cubˈul jchˈolak chirij neri wich ulew asta xcamc .
58003017	Sin	¿ Nencˈu quiek riqˈuil xpe retzal Kakaj Dios chiwchak mak caˈwinak ( 40 ) junabˈ ? Riqˈuilakiˈ yak ri xmacuntak y xcamtak li chekej luwar .
60001014	Recommendation	Jwiˈl atakaˈ ralcˈwal Kakaj Dios ri atcojontak chiwch , ma bˈantak chic mak etzltak raybˈl chapcaˈ ri bˈanalch awiˈlak ojr cuando ajquiˈ chacojtak tzilaj jtaquil chirij Kakaj Jesucristo .
45011032	Grace	Kakaj Dios xan rechak juntir cristian chi taˈ ticojontak chiwch pire tijcˈut chiwchak chi tijyaˈ rutzil ranm rechak juntir cristian .
66006006	Description	Y laj xoˈlak mak quejabˈ qˈuitzinoj li , xinta chic xaanch jun chˈaˈwem , xij : Xike quibˈ liwr trig pire jun denario o wakakibˈ ( 6 ) liwr cebada pire jun denario , pero ma jawsaj rijil man vin pach man aceit , xcheˈ chwe .
59004010	Recommendation	Ma nimirsaj aybˈak chiwch Kakaj Dios ri Kajawl y re tijnimirsajiˈ akˈijak .
44017031	Grace	jwiˈl bˈiliˈ jwiˈl chi tina tawna jun kˈij tran jkˈatbˈitzij pi jcholajl . Ri tibˈanow kˈatbˈitzij riˈ jun winak ri chaˈl jwiˈl . Riˈ xan jun cˈutbˈire chiwchak juntir cristian cuando xcˈastasaj jwich winak li laj jcamnakl xoˈlak camnakibˈ , xcheˈ Pablo rechak .
43019002	Description	Xpetak mak soldad , xpachˈujtak jun coron laˈ qˈuix , xcojtak laj jbˈa y xcojtak jun morad itzˈik chirij .
54005014	Recommendation	Jwiˈliˈli chwaj chi ticˈuliˈytak yak anm ri camnak richjilak ri ajquiˈ mas riˈjtak pire tiwaˈx ricˈlalak y raneˈtak nen rajwax laj richochak . Jilonli mak ri ojcontrintak taˈ mo tiyokˈontak chikij .
