text,actual_category,predicted_category,generated_text
"Modifikasyon ajoute yon nouvo varyasyon jenetik, epi seleksyon an retire l nan ansanm varyasyon afiche an.",science/technology,science/technology,"SENTENCE:
 Modifikasyon ajoute yon nouvo varyasyon jenetik, epi seleksyon an retire l nan ansanm varyasyon afiche an. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Bonm fisyon an fonksyone sou prensip li dwe gen enèji pou rasanble yon nwayo avèk plizyè pwoton ak netwon.,science/technology,travel,"SENTENCE:
 Bonm fisyon an fonksyone sou prensip li dwe gen enèji pou rasanble yon nwayo avèk plizyè pwoton ak netwon. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
Nwayo a fòme ak de patikil - netwon yo ak pwoton yo.,science/technology,travel,"SENTENCE:
 Nwayo a fòme ak de patikil - netwon yo ak pwoton yo. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
Sa te pèmèt objektiv zoum yo pwodwi imaj ki gen yon kalite konparab ak sa nou jwenn avèk objektif ki gen longè fokal fiks yo.,science/technology,travel,"SENTENCE:
 Sa te pèmèt objektiv zoum yo pwodwi imaj ki gen yon kalite konparab ak sa nou jwenn avèk objektif ki gen longè fokal fiks yo. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
"Yo siperyè ak proxy web pou plizyè rezon: Yo oryante ankò tout trafik entènèt la, pa sèlman http a.",science/technology,N/A,"SENTENCE:
 Yo siperyè ak proxy web pou plizyè rezon: Yo oryante ankò tout trafik entènèt la, pa sèlman http a. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: tech tech</s>"
Konsepsyon entèraktif la egzije pou ta reevalye ipotèz sou pwodiksyon medya yo epi tou aprann panse yon fason non lineyè.,science/technology,science/technology,"SENTENCE:
 Konsepsyon entèraktif la egzije pou ta reevalye ipotèz sou pwodiksyon medya yo epi tou aprann panse yon fason non lineyè. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
"Sa te vin yon pratik nòmal, men fè a te lakoz plis pwoblèm sou kawoutchou an bwa wagon yo.",science/technology,travel,"SENTENCE:
 Sa te vin yon pratik nòmal, men fè a te lakoz plis pwoblèm sou kawoutchou an bwa wagon yo. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
"Fyète yo fèt ak twa mal granmoun nan menm fanmi, epi yon trantèn femèl ak ti ous yo.",science/technology,travel,"SENTENCE:
 Fyète yo fèt ak twa mal granmoun nan menm fanmi, epi yon trantèn femèl ak ti ous yo. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
"Kwake IA gen yon gwo konotasyon ki fò ak syans fiksyon, IA fòme yon branch enpòtan nan syans enfòmatik, ki trete konpòtman, aprantisaj epi entèlijans nan on machin.",science/technology,science/technology,"SENTENCE:
 Kwake IA gen yon gwo konotasyon ki fò ak syans fiksyon, IA fòme yon branch enpòtan nan syans enfòmatik, ki trete konpòtman, aprantisaj epi entèlijans nan on machin. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science</s>"
Rapò a aspè nan fòma sa a (divize pa douz pou jwenn rapò nonb antye ki pi senp lan) Se poutèt sa te di yo dwe 3: 2.,science/technology,entertainment,"SENTENCE:
 Rapò a aspè nan fòma sa a (divize pa douz pou jwenn rapò nonb antye ki pi senp lan) Se poutèt sa te di yo dwe 3: 2. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: entertainment</s>"
"Yon telefòn satelit nòmalman pa ranplase yon telefòn pòtab, paske ou dwe rete deyò epi jwenn yon bon vizyon sou satelit la pou fè yon apèl telefonik.",science/technology,travel,"SENTENCE:
 Yon telefòn satelit nòmalman pa ranplase yon telefòn pòtab, paske ou dwe rete deyò epi jwenn yon bon vizyon sou satelit la pou fè yon apèl telefonik. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: travel</s>"
