text,translated_text,clean_output
"Myu mai shalaw ai ni gaw myu kaga bai mu ai, ngut nna lata da ai hpe madun dan da ai myu ni kaw na yen kau ai.","Jingpho: Myu mai shalaw ai ni gaw myu kaga bai mu ai, ngut nna lata da ai hpe madun dan da ai myu ni kaw na yen kau ai. 
English: A man: I am a man, I am a man, I am a man, I am a man.","A man: I am a man, I am a man, I am a man, I am a man."
Anumyu bawm gaw proton hte neutron ni kaw na ngun hpe la nna bungli galaw ai re.,"Jingpho: Anumyu bawm gaw proton hte neutron ni kaw na ngun hpe la nna bungli galaw ai re. 
English: The proton and neutron are the same as the proton and neutron of a single atom.",The proton and neutron are the same as the proton and neutron of a single atom.
Nucleus hta neutrons hte protons ngu ai ayun ayaw lahkawng nga ai.,"Jingpho: Nucleus hta neutrons hte protons ngu ai ayun ayaw lahkawng nga ai. 
English: Nucleus: a group of particles",Nucleus: a group of particles
Ndai gaw ka'ang galu masat da ai pat nhpai hte rau ningja rawng shadawn la mai ai sumla ni hpe shapraw lu na matu zoom pat nhpai ni bang da ai.,"Jingpho: Ndai gaw ka'ang galu masat da ai pat nhpai hte rau ningja rawng shadawn la mai ai sumla ni hpe shapraw lu na matu zoom pat nhpai ni bang da ai. 
English: I am a very good photographer, and I am very good at using a wide-angle lens.","I am a very good photographer, and I am very good at using a wide-angle lens."
Shahte gaw web galaw ai lam hta madi madun lam law law hku na awng dang ai ni re: Shahte gaw http sha n-ga Internet hting let sa taw ai lam yawng hpe bai byeng la ma ai.,"Jingpho: Shahte gaw web galaw ai lam hta madi madun lam law law hku na awng dang ai ni re: Shahte gaw http sha n-ga Internet hting let sa taw ai lam yawng hpe bai byeng la ma ai. 
English: The following is a list of the main web services:",The following is a list of the main web services:
Nang media shapraw ai lam hpe nang maram masam da ai lam hpe nang bai jep maram na hte dingyang lam hku nre ai baw myit na matu kahti galai shalat maka gaw ra nga ai.,"Jingpho: Nang media shapraw ai lam hpe nang maram masam da ai lam hpe nang bai jep maram na hte dingyang lam hku nre ai baw myit na matu kahti galai shalat maka gaw ra nga ai. 
English: The media: the media, the media, the media","The media: the media, the media, the media"
Ndai gaw tatut jai lang ai madang de du wa ai raitim hpri hte galaw ai rai ni hpe hpun leng ni hta grau lang wa nga ai.,"Jingpho: Ndai gaw tatut jai lang ai madang de du wa ai raitim hpri hte galaw ai rai ni hpe hpun leng ni hta grau lang wa nga ai. 
English: I am a newcomer to the world of the web, and I am very much looking forward to learning more about the web.","I am a newcomer to the world of the web, and I am very much looking forward to learning more about the web."
Hkang hkyi yi hte hkang hkyi kasha ni sum shi daram re hkang hkyi hpung mi hpe hkang hkyi la kaba langai kaw na masum daram hte woi nga ai.,"Jingpho: Hkang hkyi yi hte hkang hkyi kasha ni sum shi daram re hkang hkyi hpung mi hpe hkang hkyi la kaba langai kaw na masum daram hte woi nga ai. 
English: A simple way to do this is to multiply the first and second terms of the following equation by the square root of the first and second terms of the following equation:",A simple way to do this is to multiply the first and second terms of the following equation by the square root of the first and second terms of the following equation:
"Al hta hpungtang hpan shalat rai a grai n-gun ja ai lachyum kaga nga timung, Al gaw jak langai hta sat lawat, hkaja mai ai hte zai rawng ai hku jahtuk la mai ai baw hte hparan mai ai computa hpungtang hpaji a grai ahkyak ai lakung laking langai hpe hkrang shapraw ai.","Jingpho: Al hta hpungtang hpan shalat rai a grai n-gun ja ai lachyum kaga nga timung, Al gaw jak langai hta sat lawat, hkaja mai ai hte zai rawng ai hku jahtuk la mai ai baw hte hparan mai ai computa hpungtang hpaji a grai ahkyak ai lakung laking langai hpe hkrang shapraw ai. 
English: The hkaj, which is a hkaj, is a hkaj, and the hkaj is a hkaj, and the hkaj is a hkaj.","The hkaj, which is a hkaj, is a hkaj, and the hkaj is a hkaj, and the hkaj is a hkaj."
Dai majaw ndai format (yu maya re dik ai htam nambat lu na matu shi lahkawng hte sha ai) a maka nsam htam hpe 3:2 ngu tsun ai re.,"Jingpho: Dai majaw ndai format (yu maya re dik ai htam nambat lu na matu shi lahkawng hte sha ai) a maka nsam htam hpe 3:2 ngu tsun ai re. 
English: (In the case of a 2:3 format, the number of lines is the same as the number of columns)","(In the case of a 2:3 format, the number of lines is the same as the number of columns)"
