index_id,category,text
993,entertainment,"Télen azonban más szépségekkel és varázsokkal kecsegtetnek: sok hegyi állomás bőségesen részesül a hóból, és síelésre, snowboardozásra és hasonló tevékenységekre nyújtanak lehetőséget."
755,entertainment,"Ezek voltak azok a szállodák, ahol a korabeli gazdagok és hírességek megszálltak, és gyakran élvezték a kellemes étkezést és az éjszakai életet."
1239,entertainment,"""""""Nagyon cuki, és egész jól énekel is"""" mondta, a sajtótájékoztató átirata szerint."""
871,entertainment,Töltse meg otthonát egy ízgazdag kávéval reggel és egy pihentető kamillateával este.
460,entertainment,"A legtöbb televízió úgy készül, hogy az általános lakosság igényeinek megfeleljen."
431,geography,"Törökországot három oldalról határolja tenger: nyugaton az Égei-tenger, északon a Fekete-tenger. délen pedig a Földközi-tenger."
1692,geography,"Északabbra hatalmas, gyéren lakott területek és olykor szinte teljesen lakatlan vadon találhatók."
743,geography,A Cook Szigeteken nincs egyetlen város sem de 15 különböző szigetből áll. A fő szigetek a Rarotonga és Aitutaki.
1720,geography,"A park 19 500 km²-en terül el, és 14 különböző ökozónára oszlik fel, és mindegyik más-más élővilágnak ad otthont."
1622,geography,Az Amazonas a legnagyobb és a második leghosszabb folyó a Földön. Vízhozama a második legnagyobb folyó vízhozamának több mint nyolcszorosa.
1205,health,"Danielle Lantagne, az ENSZ betegségért felelős szakértője szerint a kitörést valószínűleg a békefenntartók okozták."
1203,health,A csapatok érkezése előtt Haitinek az 1800-as évek óta  nem voltak gondjai betegséggel kapcsolatban.
566,health,Az érzékelés vagy a látóképesség a vizuális rendszer érzékszerveitől vagy a szemektől függ.
1256,health,"Ezen kristályok összetétele megegyezik az érintett háziállatok vizeletében találhatóakkal, infravörös spektroszkópiával (FTIR) hasonlítják össze."
1578,health,"Ellenőrizze a címkét, hogy tartalmaz-e az adott méregre vonatkozó elsősegélynyújtási utasításokat."
1936,politics,"1994-ben ez a konfliktus vezetett Kelet-Moldovában a Dnyeszter Menti Moldáv Köztársaság önkényes kikiáltásához, saját kormánnyal és valutával, azonban az országot egyetlen ENSZ-tagország sem ismeri el."
280,politics,"A tüntetés szervezői szerint körülbelül 100,000 ember tüntetett olyan német városokban, mint Berlin, Köln, Hamburg és Hannover."
247,politics,"Ezek az ügynökök felelősek azért, hogy kormányzati és igazságügyi szolgáltatásokat nyújtsanak a pakisztáni alkotmány 247. cikkelye alapján."
1439,politics,Nem sokkal az ellenségeskedés kitörése után Nagy-Britannia kezdeményezte Németország tengeri blokádját.
18,politics,"Világszerte voltak tiltakozások, több büntetőeljárás is indult, valamint Izland és Pakisztán kormányának vezetői lemondtak."
403,science/technology,"A tengeralattjárók a háború elején jellemzően a tenger felszínén közlekedtek, ám ahogy a radarfelderítés egyre fejlettebbé és pontosabbá vált, úgy kényszerültek víz alá merülni, nehogy észrevegyék őket."
1592,science/technology,A görög nyelvtudás hanyatlásával a Nyugat elvágta magát a görög filozófiai és tudományos gyökereitől.
1344,science/technology,A hidrogénionok elektronleadással létrejött protonok (mivel a hidrogénatom egy protonból és egy elektronból áll).
556,science/technology,"Az atom a minden anyagot alkotó, alapvető elemek egyikének tekinthető."
1645,science/technology,Mintha egy nehéz kocsit gurítanánk hegynek felfelé. Az atommag újbóli hasítása felszabadítja ennek az energiának egy részét.
555,sports,"A sportolók úgy érezhetik, hogy előnyben részesítenek egy terméket még akkor is, ha az nem biztosít valódi előnyöket."
195,sports,Massa előreláthatólag legalább a 2009-es szezon hátralévő részéből ki fog maradni.
553,sports,"A középtávfutás egy viszonylag olcsó sport, azonban van egy pár tévhit a gyakolrásáshoz szükséges felszerelés egyes darabjait illetően."
32,sports,"Amikor az Alonso előtti autók üzemanyagért mentek a biztonsági kocsi alatt, ő megelőzte a tömeget hogy győzelmet arasson."
13,sports,"Nadal 88%-os nettó pontszámot gyűjtött a meccsen, 76 pontot nyerve az első adogatásnál."
688,travel,"A kevés idővel rendelkező látogatóknak javasoljuk, hogy inkább valahol máshol időzzenek."
1764,travel,"Ezenkívül fontos tudni, hogy a szagok vonzzák a medvéket és az egyéb vadon élő állatokat, ezért ügyeljen arra, hogy ne főzzön vagy hozzon magával intenzív illatú ételeket, és tartsa tisztán a tábort."
1785,travel,"Az előre foglalás azt a lelki nyugalmat biztosítja az utazónak, hogy lesz hol aludnia, amikor megérkezik úticéljához."
1941,travel,"A széles sugárutakat, üvegfalú épületeket és modern bevásárlóközpontokat hagyományos piros cseréptetők, a 18. századi piac és régi mecsetek és templomok tarkítják, bár a városnak inkább mediterrán Európa légköre van, mint hagyományos török."
996,travel,Minden esetben közvetlenül a légitársaságnál kell foglalnia telefonon.
