index_id,category,text
993,entertainment,Gake woƒe atsyɔ̃ɖoɖo kple nyonyo toa vovo le vuvɔŋɔli.Tsikpe dzadza ɖe togbɛ nutowome wɔe be amewo wɔa snodzifefe
755,entertainment,"Amedzrodzeƒe siawoe hotsuitɔ kple ameŋkutawo nɔna, eye zi geɖe la, woɖu nu nyuie hemlɔ anyi nyuie."
1239,entertainment,"Le nyanuɖeɖe si wowɔ le nyakakagbalẽ dɔwɔƒea la, egblɔ be: ""Edze tugbe alegbegbe eye wòdzi ha hã nyuie ŋutɔ."""
871,entertainment,Ele be nàno kɔfi toto aɖe le wò aƒe me le ŋdi me kple chamomile ƒe tii le zã me.
460,entertainment,Wowɔ TV geɖewo ale be woadze amehawo ŋu.
431,geography,"Atsiaƒuwo ƒoxlã Turkey le go etɔ̃ dzi: Aegea Ƒu la le ɣetoɖoƒe, Ƒu Yibɔ la le anyiehe me eye Mediterranea Ƒu la le dziehe me."
1692,geography,"Ame agbͻsͻsͻ vi aɖewo koe le teƒe gbadza siwo le ɣedzeƒea, ame menͻa teƒea ɖewo o."
743,geography,"Du gãwo mele Cook Ƒukpoawo me o, ke boŋ ƒukpo 15 vovovoe le eme. Nyanyɛtɔwo koŋue nye Rarotonga kple Aitutaki."
1720,geography,"Pakia dzi xe agbadroƒe 19,500 km² eye woma ɖe teƒe vovovo 14, ɖe sia ɖe da megbe na lãwͻda bubu."
1622,geography,Amazontͻsisia nye tͻ si ƒe dzidzime nye evelia eye eƒe lolome ne gãtͻ si le anyigba dzi. Exͻa tsi ƒe agbͻsͻsͻ si wu teƒe 8 abe tͻ gãtͻ evelia ene.
1205,health,"Danielle Lantagne, ame si nya nu tso dɔléle ŋu le UN la, gblɔ be dɔlélea ƒe kaka anya tso avulélawo gbɔ."
1203,health,"Do ŋgɔ na aʋakɔawo ƒe vava la, Haiti mekpɔ kuxi aɖeke si kuɖe dɔlélea ŋu tso ƒe 1800 me kpɔ o."
566,health,Nukpͻkpͻ tsoa miaƒe nukpͻkpͻkpɛxͻnuwo alo ŋkuwo gbͻ.
1256,health,Spectroscopy keklẽ nukpɔmɔ̃ dodokpɔ ɖee fia be aɖi siawo sɔ kple esiwo wo kpɔ le lã siwo le dɔ ƒe ɖuɖɔ me
1578,health,Le ŋku ɖe nu si tututu woŋlͻ ɖe nuguia dzi be nanye nu si tututu na wͻ.
1936,politics,Masɔmasɔ sia wɔe be woɖo Transnistria anyi le ɣedzeƒe Moldova abe dukɔ nɔ eɖokui si le ƒe 1994 me. Transnistria dua ɖo eƒe dziɖuɖu kple ga gake Dukɔ Ƒoƒuawo ƒe du aɖeke mede dzesi o.
280,politics,"Ame siwo ɖo tsitretsitsi zɔlizɔzɔa anyi la gblɔ be ame 100 000 woe kpɔ gome le eme eye wotso Dzamani dugãwo me abe Berlin, Cologne, Hamburg kple Hanover."
247,politics,Ametiatia siawo ƒe dɔde asi enye be woawɔ diɖuɖua ƒe dɔ kple nu si ana dzɔdzɔenyenye abe ale si wòle le Pakistã ƒe senu 247 lia nu ene.
1439,politics,"Esi aʋa di be yeanya do mo ɖa ko la, Britain zã eƒe tɔdzisrafowo hetsɔ xe mɔ na Germany."
18,politics,Ame geɖewo tsi tre eye woɖo asi zãnuɖula geɖewo dzi hena ʋɔnudɔdrɔ. Evɔ Pakistant kple Island ƒe dukplɔlawo yea ɖe asi le zikpuia ŋu.
403,science/technology,"Le aʋa la ƒe gɔmedzedze me la, wozɔ mɔ zi geɖe le ƒu la ta me, ke esi wovadze didiƒenudimɔwo wɔm eye wodze dɔ wɔm pɛpɛpɛ la, eva hiã na ƒugɔmeʋawɔʋuwo be woayi ɖe tsi gɔme ale be womagakpɔ wo o."
1592,science/technology,"Abe ale si Greektͻwo kpͻe de dzesiea, Anyiehetͻwo ɖe wo ɖokuiwo ɖa tso Geek dzͻdzͻmenusrͻlawo gbͻ."
1344,science/technology,Haidrodzin ƒe ion woe nye protɔn si ŋu woɖe elɛktrɔnwo le ( esime protɔn kple elɛktrɔn ɖeka woe le Haidrodzin atɔm me
556,science/technology,Wode dzesi atͻmuwo abe nu siwo wͻ nu sia nu la ƒe gͻmeɖokpewo ɖeka ene.
1645,science/technology,Ele abe keke tsͻ agba kpekpe aɖe hehe atsͻ lia toe. Nuwo ƒe dzi alo amikɛ la kaka alo mekaka ɖea ŋusĕ mawo ƒe ɖe dzi kpͻtͻna.
555,sports,Hɛllawo axͻe se be yewolͻa nane ne viɖɛ aɖeke mado go tso eme hã o.
195,sports,Massa mele gome kpɔ ge le ƒe 2009 hoʋiʋli ƒe akpa mamleawo me o
553,sports,"Du kpui ƒuƒu mexͻ asi o, ke nyamaɖinya aɖewo li ku ɖe dͻwͻnu siwo hiã be woazã hena gomekpͻkpͻ le me."
32,sports,"Le esi me ʋu siwo le ""Alɔ̃zo"" ƒe ŋkɔ, yi be ye woa xɔ ami la, Piquet gbɔ to woŋu eye wonye ame gbãtɔ."
13,sports,"Nadal ƒe age si wòdo le gododo gbãtɔa me la wɔe be exɔ ""88 ɖe alafa dzi."" Esia wɔe be wòxɔ dzesi 76."
688,travel,Mͻzͻla siwo si ɣeyiɣi sͻ agbͻ aɖeke mele o la adi be yewoagble yewoƒe game ɖe teƒe bubu.
1764,travel,"Gakpe ɖe eŋu la, nya be nuwo ƒe ʋeʋẽ yɔna sisiblimiiwo kple lã wɔada bubuwo, eya ta mègatsɔ nuɖuɖu siwo si ʋeʋẽ lilili le alo aɖa wo ɖe asi vɛ o, eye nàna be asaɖa la me nenɔ dzadze."
1785,travel,"Nenye be mɔzɔlawo xe fe ɖe anyi le afi si dze ge wogbɔna la, woƒe susu dzea anyi le nyanya me be yewoakpɔ teƒe aɖe amlɔ nenye be woɖo afi si wole mɔ zɔm yina la."
1941,travel,"Togbɔ be dukɔa ƒe yame sɔ kple Mediterranea Europa wu Turkey tɔ la, wotsɔ kpe memewɔ dzĩ gba ahuhɔẽxɔ, nudzraƒe, ƒe alafa 18 lia ƒe asixɔ, Mɔslemtɔwo ƒe gbedoxɔ kple sɔlemexɔ siwo le mɔ gãwo dzi."
996,travel,Ele be nayɔ yameʋudɔwɔƒea aƒle teƒe do ŋgɔ na mɔzɔzɔa
