index_id,category,text
993,entertainment,"Nanging, dheweke nduwe jinis kaendahan lan tenung beda-beda nalika mangsa atis, kanthi akeh setasiyun bukit nampa gunggung salju sing waras lan nawakake kamempengan kayata ski lan prosotan salju."
755,entertainment,"Hotel-hotel iki jaman dhisike ana ngendi wong-wong sugih lan terkenal ing masane bakal nginep, lan asring mangan wengi lan kegiatan wengi."
1239,entertainment,"""Dheweke manis lan uga nembange lumayan pinter, dheweke ngomong miturut transkrip saka konferensi warta."""
871,entertainment,Isi omahe sampeyan kanthi kopi kenthel ing wayah esuk lan sawetara teh chamomile sing marai santai ing wayah bengi.
460,entertainment,Akeh TV digawe kanthi cara kanggo nyenengake masarakat umum.
431,geography,"Turki iku diubengi dening segara saka telung sisih: Segara Aegan ing kulon, Segara Ireng ing lor lan Segara Mediterania ing kidul."
1692,geography,Dhaerah-dhaerah sing gedhe ing sisih lor kang arang pedununge lan sawetara ana alas gedhe sing meh ora dienggoni.
743,geography,Kepuloan Cook ora duwe kutha nanging kasusun saka 15 pulau sing beda. Sing utama yaiku Rarotonga lan Aitutaki.
1720,geography,"Taman iki ambane 19.500 km² lan didum dadi 14 zona lingkungan sing beda-beda, kabeh cocog kanggo kewan."
1622,geography,Kali Amazon minangka kali nomer loro paling dawa lan sing paling gedhe ing donya. Bisa nggawa banyu luwih saka kaping 8 tinimbang kali sing gedhe nomer loro.
1205,health,"Danielle Lantagne, ahli penyakit saka PBB, ngendikan perkara anane kemungkinan yen wabah kuwi disebabke dening para wong sing njaga rasa ayem."
1203,health,"Sadurunge prajurit kuwi tekan, Haiti durung nduweni perkara sing ana hubungane karo penyakit wiwit taun 1800an."
566,health,"Pandhangan, utawa kakuwatan kanggo ndeleng gumantung marang organ sistem sensor pandhangan utawa mata."
1256,health,Komposisi kristal iki cocok karo temuan ing turas kewan-kewan ingon-ingonan iku nalika dibandhingake kanthi spektroskopi infraabang (FTIR).
1578,health,Priksa label kanggo pedhoman pitulungan sepisan kanggo racun pesifik iku.
1936,politics,"Taun 1994, perkara iki nyiptakake proklamasi sing dilakoni dening Republik Transnistria ning Moldova wetan, sing nduweni pamerintahe dhewe lan dhuwite dhewe nanging durung diakoni dening anggota PBB."
280,politics,"Panitia protes ujar udakara 100.000 wong katon ing kutha-kutha Jerman kayata Berlin, Cologne, Hamburg lan Hanover."
247,politics,Agen-agen kasebut tanggung jawab nyedhiyakake layanan pamrentah lan pangadilan miturut Pasal 247 Konstitusi Pakistan.
1439,politics,"Sanalika sakwise pecahe pamusuhan, Inggris miwiti pamblokiran angkatan laut tumrap Jerman."
18,politics,"Ana protes ing saindenging jagad, sawetara nuntut paukuman, lan para panuntun saka pamarentah Islandia lan Pakistan wis mundur."
403,science/technology,"Nalika wiwitane perang biyasane dheweke plesir menyang pucuke segara, nanging nalika radar wis thukul lan saya luwih pener kapal selam kuwi dipeksa supaya mlebu menyang ngisor banyu supaya ora katon."
1592,science/technology,"Nalika ilmu Yunani saya medhun, bangsa Kulon ucul saka oyote Yunani kanthi ilmiah lan filosofis."
1344,science/technology,Ion hidrogen minangka proton sing elektrone diuculi (amarga atom hidrogen dumadi saka siji proton lan siji elektron).
556,science/technology,Atom bisa dianggep minangka salah sawijining balok bangunan dhasar babagan saka kabeh bahan.
1645,science/technology,Mirip kaya ngglindhingke siji grobak abot munggah bukit. Misahke nukleus meneh banjur ngeculake saperangan energi iku.
555,sports,Ulahragawan bisa uga rumangsa seneng karo prodhuk kasebut sanajan ora menehi piguna sing nyata.
195,sports,Massa kaitane metu paling ora ing sisa musim 2009.
553,sports,"Mlayu samadya minangka ulahraga sing murah; Nanging, ana salah pangerten babagan sawetara piranti sing dibutuhake kanggo melu."
32,sports,"Nalika mobil-mobil ing sangarepe Alonso mlebu kanggo bahan bakar sangisore keslametan mobil, dheweke (lanang) pindhah munggah kanggo menang."
13,sports,Nadal njaluk 88% poin resik ing sajrone pertandhingan sing menangke 76 poin ing giliran sepisan.
688,travel,Wong mara kanthi wektu sing kewatesan luwih becik ngentekake wektune ing panggonan liyane.
1764,travel,"Kanggo tamabahan, kudu ngati-ati amarga wewangenan iki bisa narik beruang lan kewan liar liyane, mula aja gawa utawa masak panganan sing ambune kuwat lan jaganen supaya lingkunganmu tetep resik."
1785,travel,Pesen sakdurunge marakake wong kang lelungan ayem pikirane amarga dheweke bakal duwe panggonan kanggo turu sakwise tekan ung jujugane.
1941,travel,"Dalan raya sing gedhe, gedhung tembok-kaca lan pasar moderen dirias kanthi gendheng tradisional keramik-abang, pasar abad 18, lan mejid lan gereja tuwa, sanadyan kutha iki nduweni hawa Eropa Mediterania tinimbang tradisional Turki."
996,travel,"Ing kabeh kahanan, sampeyan kudu mesen langsung menyang maskape."
