index_id,category,text
993,entertainment,"Ne ri fãa, ub tara bũmb wʋsg neere la n pegd waog nõora wakate me, ne tan-bil zĩise n paamd sa-ko-gĩsdim wʋsgo n ka tar yelle ye, la a wate ne reem buuda toe-toe wala sa-ko-gĩsdim zũgu salsgo la sa-ko-gĩsdim zoese."
755,entertainment,"Ya hotel kansa pʋse la wakat kang ligda raamb la ne-beda ra gãae, n le tare b yʋng rib soams la yʋng vɩɩm neerem bee."
1239,entertainment,"A yaa neer wʋsgo n le yiind sõama, yaa woto la a yeel yã a sẽ sɛg kibay kõatba."
871,entertainment,Pids f zak ni cafe songo yibeogo la yiʋʋng ni tee chamomil n songd neba vʋʋsma yello pʋga.
460,entertainment,Televizõ rãmba wʋsgo maaname na nooga a getbã sũuri.
431,geography,"Tirki gilge ne mogr rãmb zĩis a tã: Aegean mogrã kẽnd nen-taoore, Black mogrã kẽnd nug rɩtgã la Mediterranean mogrã kẽnd nug-goabgã."
1692,geography,"Zi beda sin be nug ritg sene tara neb wusgo, zi kinr tolgin yaa viuwgo."
743,geography,Riib seglsa ko-gũb-tẽnsa ka tar ten-bil baa yembre ye laa n tar yaa ko-gũb-tẽnse 15 toe-toe bala. A Rarotonga ne a Aitutaki n bee ub fãa taore.
1720,geography,"Wéogan yalem ta kilomètr karé tous piig la waé la kobss noun 19,500 km² ti oub pouiya zinss pii la naassé 14 sen ya ékozonramban sen pa a yembré, ti zing fan tara wéroumssi."
1622,geography,Ko kaseng sen boond ti fleuve amazone in ya yiibou in soab ko kasseng saaga tingré. A sen dikda tata nooran a 8 in yiig a taaba.
1205,health,A Danielle Lantagne n ya ONI wã bã-bangd bedra wilgame tɩ bãaga yadgra sabaaba wẽnda a yii na-gãand-bãanda tʋntʋmdba nẽngẽ.
1203,health,"Nã-nãnd tɩ sodaasa waa, Haiti tẽnga ra na ka tar zu-loeese n kẽed wala bãasa wɛngẽ n sɩng hal 1800 yʋʋmde."
566,health,Yãaba bɩ yãaba tõog tũuda ne yãaba tʋʋm teed wala ninã.
1256,health,Bõ kida zemsa yir rũms rẽnda b sã mams n giesa ne infrared spectroscopy (FTIR).
1578,health,Ges-y g ʋlsa sẽn wilgd pipi tɩpr ning sẽn maand ne pozõne kãng zugu.
1936,politics,"Yʋʋm 1994, zab kang yĩi sabaad tɩ Moldova yaanga tẽnga yik n koa menga soogre n yi tẽnga, n tara toore gofneema la a ligdi la a ka paam sakre ni ONI tẽnsa ye."
280,politics,"Sẽ siglg b kẽna yeela me tɩ yaa neb sõr sẽ ta neb 100,000 n yi Almagn tẽms wa Bɛglẽ, Kologn, Hãmbʋr la Anovr n kẽna."
247,politics,Ni bãmb dãmb sõmb n zãa tẽnga Sari wɛngẽ n tuud ne tẽnga tẽ kʋgra sẽ gãneg a noor 247.
1439,politics,"Ka-wumtaaba logr poore, Giln tẽng luglga gidgr ne koom kogdã bamb ne Zɛrmani sʋka."
18,politics,"Kɩɩsdba da bee dũniyã gilli, porkɩrɛɛrã nao kẽndre kb, la island ne Pakistan goosneemsã taoor rãmba fãaag basa b tʋʋma."
403,science/technology,"Zabra sɩngre wakate b kẽena yi mogrã zugu, la wã radar rãmba yelle sẽn n sɩnga la wẽed sõma yɩɩd pĩnda zabr batayo rãmb sẽn n lisd koomẽ ra togde tu kooma tẽngre na yil tɩ neb la yã b ye."
1592,science/technology,"Grɛk pãng sẽn da boogd yĩnga, occident wa n ka le tõe n paam grɛk bãng rãmba la phylosophie wã ye."
1344,science/technology,Idrozɛna iyõ rãmbã yaa protõ rãmb b sẽn yãak b elɛktrõ dãmbã n bas ba (bala idrozɛn atom rãmbã yaa protõ a ye n paas elɛktrõ a ye).
556,science/technology,Bũmb sẽn wedg n tɩ kell a k ɩdg zãng zãng tõe dɩkame wa bũmb sẽn tigm taab n maan bũmb bedre.
1645,science/technology,Ya wala zomb sario zisgo in doug tanga. Wéleg a bilan kitdamin ti walma bilif yi.
555,sports,Zoɛtbã tõe tẽedame tɩ bãmb nonga bũm ning b’a a sãan ka kõt-b sõngr wʋsgo.
195,sports,A Masa ra sõmb paame n ka le wa n tãag 2009 yʋʋmda sɛɛbo.
553,sports,Tao-tao wudgr sẽn zĩi zãlem sẽn zems yĩn-wɩsgr tʋʋma naooga ka waoog woto ye. Zĩri w ʋsgẽ n be sẽn kẽed ne teed nins sẽn s ɛgd n paam n tõogẽ lʋɩɩs f toog tʋʋmdã pʋga.
32,sports,"La we mobillse sẽn n be a Alonso taora da kẽnde petroll ningr sekirite mobile wan, a lebgae rʋ sore take tõog reema."
13,sports,A Nadal paama põẽ rãmb 88 koabg zugu wãra puga ti rẽ kit ta a tõoga paam põẽ 76 sɩngr waksgã.
688,travel,Etb nins sen pa tarb wér toin kinga zinss a taaba.
1764,travel,"N le passde, bãng tɩ yũug boolda wursa la we-rʋmsa taaba, ri-yinga zaag f meng ni ri-yũugse rogbo maa a zaabo, la ub le modg tɩ f gãaga zĩiga yi yilimde."
1785,travel,Deng n koam n dagle kitta me tɩ sor-toagba paam basm yaam tɩ ub na paam gang-zĩiga ub sã n wa ta ub n date zĩiga.
1941,travel,"Boulevards beda, meeb n maan ni vitre dãmba la raas paalse n maane ni rog-n-mik pitla mĩid-mĩidu, yʋʋm koabg magb 18 n soaba raaga, la mĩisri la wend doog kuda, ne ri fãa tẽnga vɩɩma toto ya waa yerope mediterrane la ka wa Turquie zamaana pinda vɩɩm ye."
996,travel,"N ya toto fãa, fo saomb n denga me n boole n ganeg ni silga tʋʋm-zĩiga."
