index_id,category,text
993,entertainment,"Kunyange zvakadaro, ane rumwe runako uye kufadza meso kana muri muchando, panguva iyo makomo akawanda anova nechando chakawanda chinoita kuti muitwe mitambo yakadai seskiing nesnowboarding."
755,entertainment,"Mumahotera aya ndimo maienda shoroma nevanhu vakakurumbira mazuva iwayo, uye kakawanda kacho vaidya zvemberi imomo uye vachiva neusiku hwakanaka."
1239,entertainment,"""Maererano nemashoko akapwa pamusangano wezvenhau"", akataura kuti itsvarakadenga chaiyo uye anoimba zvakanaka."
871,entertainment,Inwa kofi yakakora mangwanani uye inwa putugadzike yekuzorora yechamomile manheru.
460,entertainment,Materevhizheni mazhinji anogadzirwa nenzira yekugutsa vanhuwo zvavo.
431,geography,"Turkey yakatenderedzwa nemakungwa kumativi matatu: Gungwa reAEgean kumadokero, rinonzi Black Sea kumaodzanyemba reMediterranean kuChamhembe."
1692,geography,Nharaunda dzakakura dziri nechekuchamhembe dzinogara vanhu vashoma uye inzvimbo dzingori nemasango asingagari vanhu.
743,geography,Zvitsuwa zveCook Islands hazvina maguta asi kune zvitsuwa 15. Zvikuru zvacho ndezvinoti Rarotonga neAitutaki.
1720,geography,"Paki yacho ine nzvimbo yakakura 19,500 km2 uye yakapatsanurwa kuva nzvimbo yezvinorarama 14, imwe neimwe iine mhuka yakasiyana."
1622,geography,Rwizi rwaAmazon ndirwo rwakareba uye rwakakura kupfuura nzizi dzese panyika. Rwune mvura yakawanda zvakapeta ka8 rwizi rwechipiri rwunonzi rwakareba kupfuura dzimwe nzizi dzese.
1205,health,"Danielle Lantagne, nyanzvi yeUnited Nations inoona nezvechirwere ichi, yakati kutanga kwechirwere ichi kunofanira kunge kwakakonzerwa nevanhu vanoda runyararo."
1203,health,"Mauto paainge asati avako, nyika yeHaiti haina kumbobvira yaita dambudziko rechirwere ichi kubvira kumakore ema1800."
566,health,"Chiratidzo, kana kuti kugona kuona zvinoenderarana nenhego dzekuona kana maziso."
1256,health,Zviri mumakiristalo iyaya zvakafanana neizvo zviri muweti yezvipfuyo zvakanganiswa pazvinoenzaniswa pamuchina wespectoroscopy (FTIR).
1578,health,Tarisa chitaridzi kuti uwane mirairidzo yemazvo yekurapiwa kweiyoyo chepfu.
1936,politics,"Muna 1994, kurwisana uku kwakaita kuti pave neTransnistria Republic kumabvazuva kweMoldova iyo ine hurumende yayo nemari yayo asi haisi pasi penhengo dzenyika dziri muUN."
280,politics,"Varongi vekuratidzira vakati vanhu vangasvika zviuru zana vakaenda kumaguta eGermany akaita se Berlin, Cologne, Hamburg, ne Hanover."
247,politics,Ava vamiririri vane basa rekutsigira hurumende nevanoita mabasa ematare pasi peChinyorwa 247 Chebumbiro Remutemo rePakistan.
1439,politics,"Pakange kusagadzikana kwatanga, Britain yakagadzira kuvharidzirwa kwemauto echiGerman."
18,politics,"Pasi rese vanhu vakanga vachiratidzira, uye paivawo nevanhu vaitongerwa mhosva dzavo mumatare, uye mutungamiriri wenyika wekuIceland uye wekuPakistan vakasiya basa."
403,science/technology,"Pakatanga hondo vaiwanzofamba nepamusoro pegungwa, asi pakatanga kugadzirwa muchina we-radar uye uchinyatsoshanda nemazvo, vakatanga kufambira pasi pemvura kuti vasaonekwa."
1592,science/technology,"Ruzivo rwechiGiriki parwaidzikira, nyika dzekumadokero dzakapedzisira dzaparadzana neuzivi hwechiGiriki uye hwezvesayenzi."
1344,science/technology,Hydrogen ions maproton anenge abva maelectron (sezvo maatomu eHydrogen anoumbwa neproton imwe chete neelectron imwe chete).
556,science/technology,Atomu inogona kutorwa sechimwe chenheyo yakakoshesesa yekuvaka zvinhu zvose.
1645,science/technology,Sekusunda ngoro inorema uchikwira chikomo. Kutsemura mwoyo weatomu zvakare ndiko kunoburitsa rimwe resimba iroro.
555,sports,Vanhu vanoita zvekumhanya mijaho vanowanzoda kutenga zvinhu kunyange kana zvisina zvazvinovabatsira.
195,sports,Massa achange asipo kwemwaka wese wemakwikwi wa2009.
553,sports,"Kumhanya mumujaho usina kunyanya kureba mutambo usingambodi mari yakawanda, asi kunyange zvakadaro pane nhema dzakawanda dzinotaurwa nevanhu pamusoro pezvishomanana zvinodiwa kuti ukwanise kukwikwidza."
32,sports,"Pakapinda mota dzaiva pamberi paAlonso kunonwa mafuta pasi pemotokari yekuchengetedza, akasimuka ndokuenda mberi kuti akunde."
13,sports,Nadal akakumba zvibodzwa zvinokwana 88% mumakwikwi ndokuhwinha zvibodzwa 76 pakutamba kwekutanga.
688,travel,Zvingave nani kuti vashanyi vane nguva shoma vashandise nguva yavo kumwewo kunhu.
1764,travel,"Pamusoro pazvo, chenjerera kuti minhuwi imwe inokwezva mapere nedzimwe mhuka dzemusango, nekudaro edzai kuregedza kutakura kana kubika zvinonhuwira uye chengetai musasa wakachena."
1785,travel,Kubata nzvimbo pachine nguva kunopa mushanyi rugare rwendangariro kuti vachazowana kwekurara kana vasvika kwavari kuenda.
1941,travel,"Migwagwa mikuru yakafara, zvivakwa zvine magirazi mberi uyezve nzvimbo dzezvitoro nekutengesa zvakazara nematenga ane mataira matsvuku, musika wezana rechi18, uye pekunamatira pemaMuslim nemachechi, kunyangwe guta racho richiratidzika nekunzwika kunge Mediterranean Europe kupfuura Turkey yechinyakare."
996,travel,"Nguva dzese, unofanira kubhuka uchitoita zvekufona, wotaura nevekukambani yacho yendege."
