index_id,category,text
993,entertainment,"Kene de qışta ayrı bir güzelligi ve tılsımı bar, bir çoq töpe stantsiyası sağlam miqdarda qar ala ve lıjanen tayuv ve snoubord kibi faaliyetlerni teklif ete."
755,entertainment,Bu otellerde o zamanlarnıñ zengin ve meşur insanları yerleşken ediler ve sıq-sıq anda ince yemekler ve gece eglenceleri teklif etilgen edi.
1239,entertainment,"O, matbuat konferentsiyasınıñ stenogrammasına köre: ""Pek sevimli ve yahşı yırlay!"", – dedi."
871,entertainment,"Saba eviñizni qave, aqşam ise, insannı kevşetken papadiye çayı qoqusınen toldurñız."
460,entertainment,Televizionlarnıñ çoqusı keniş seyircilerni memnün etecek şekilde yapıla.
431,geography,"Türkiye üç taraftan deñiznen sarılğan: ğarptan Ege deñizi, şimalden Qara deñiz ve cenüpten Aq deñiz."
1692,geography,Şimaldeki keniş alanlarda olduqça az insan yaşamaqta ve bazıları aman-aman adam yaşamağan kiyik tabiatqa saip bir semetlerdir.
743,geography,"Kuk adalarınıñ şeerleri yoq, amma olar 15 farqlı adadan ibarettir. Olardan eñ müim olğanları - Rarotonga ve Aitutaki."
1720,geography,Park 19 500 km² meydannı qaplap ala ve er biri farqlı kiyik tabiatğa qol tutqan 14 çeşit ekobölgege bölünmektedir.
1622,geography,"Amazon neeri, dünyadaki eñ uzun ekinci ve eñ büyük özendir. Ekinci büyük neerden 8 qat daa ziyade suv keçire."
1205,health,"Birleşken Milletlerniñ bu hastalıq eksperti Daniel Lantan, epidemiya büyük ihtimalnen barıştırıcılar sebebinden oldı, dep bildirdi."
1203,health,Askeriy quvetler kelmezden evel Haiti 1800 senelerinden berli bu hastalıqlarnen bağlı meselelerge oğramağan edi.
566,health,"Körüv ya da körüv qabiliyeti, körüv sistemasınıñ ya da közlerniñ duyğu müçelerine bağlıdır."
1256,health,"Bu kristallarnıñ terkibi, infraqırmızı spektroskopi usulı (FTIR) ile teñeştirilgende hasta ev ayvanlarınıñ siydiginde tapılğan kristallarnıñ terkibine uyğun kelir."
1578,health,Muayyen bir zeer içün birinci yardım talimatlarını almaq içün yarlıçıqnı teşkeriñiz.
1936,politics,"1994 senesi bu çatışma Moldovanıñ şarqında öz ükümeti ve valütası olğan, faqat iç bir BM aza memleketi tarafından tanılmağan, öz-özüni ilân etken Pridnestrovye cumhuriyetiniñ quruluvına yol berdi."
280,politics,"Narazılıq aktsiyasınıñ teşkilâtçıları Almaniyanıñ Berlik, Köln, Gamburg ve Gannover kibi şeerlerinde tahminen 100 000 adam toplaşqanını bildirdiler."
247,politics,Bu agentler Pakistan Anayasasınıñ 247-nci maddesine köre devlet ve mahkeme hızmetleriniñ kösterilmesinden mesüldir.
1439,politics,"Çoqqa barmay, arbiy areketler başlanğan soñ İngiltere, Almaniyanıñ deñiz blokadasını başlay."
18,politics,"Bütün dünya çapında itirazlar yapıldı, bir qaç ceza davaları açıldı ve İzlanda ve Pakistan ükümetleriniñ liderleri istifağa çıqtı."
403,science/technology,"Cenkniñ başında olar esasen deñiz üstünde yalday ediler, amma radarlarnıñ inkişaf etmesi ve olarnıñ hassaslığınıñ artmasınen, suvastı gemileri körünmemek içün suv astında yaldamağa mecbur oldı."
1592,science/technology,"Yunan tiliniñ bilgisi eksilgen sayın, Ğarp öz yunan felsefiy ve ilmiy tamırlarından qoparılğan oldı."
1344,science/technology,"Gidrogen yükdiremleri, elektronlarnı coyğan protonlar (çünki gidrogen atomları bir protondan ve bir elektrondan ibarettir)."
556,science/technology,"Atom, bütün maddelerniñ esas yapıcı bloklarından biri olaraq sayıla bilir."
1645,science/technology,"Ağır bir arabanı töpelikke çekilmesine beñzey. Özek bölüngende, enerjiniñ bir qısmı serbest qala."
555,sports,"Sportçular, kerçek fayda bermese bile, muayyen bir mahsulnı saylağanlarını köre bilirler."
195,sports,"Masse, eñ azından 2009 senesi mevsiminiñ soñuna qadar çıqmaq kerek."
553,sports,"Orta mesafege çapuv nisbeten ucuz sport çeşitidir, amma yarışlarda iştirak etmek içün az miqdarda kerek olğan  teçhizatlar aqqında bir çoq yañlış fikirler bar."
32,sports,"Alonsonıñ önündeki maşnalar, telükesizlik aracınıñ altında yaqıt almaq içün içeri kirerken, o ğalebe qazanmaq içün zümreden yuqarı çıqtı."
13,sports,"Nadal, ilk serviste 76 sayı qazanğan maçta %88 net sayı topladı."
688,travel,Zamanı sıñırlı olğan ziyaretçiler vaqtını başqa yerde  keçirseler daa da yahşı olur.
1764,travel,"Ondan ğayrı, qoqular ayuvlarnı ve diger kiyik ayvanlarnı celp etkenini unutmañız, şunıñ içün qoqulı yemeklerni almaqtan ya da pişirmekten qaçınıñız ve lagerde temizlik tutuñız."
1785,travel,"Ögünden ayırtma, seyaatçığa baracaq yerine kelgende yuqlamaq içün bir yer olacağı aqqında eminlik bere."
1941,travel,"Şeerde ananeviy Türkiyeden daa çoq Aq deñiz Avropası müiti olsa da, keniş bulvar, cam qarçığalı binalar ve zemaneviy alış-veriş merkezleri qırmızı kirametli damlar, 18-inci asırnıñ bazarı ve eski cami ve kilselernen bezetilgen."
996,travel,"Ne de olsa, doğrudan uçaq şirketinde telefon vastasınen ayırtmaq kerek."
