index_id,category,text
993,entertainment,"Akken ibɣu yili, seɛɛunt ṣenf n cbaḥa d sser di ccetwa, imi aṭas n teɣserin n idurar iɣelli-d fell-asent udfel yarna ttheggint-d lecɣal am uḥlucceg ɣef udfel akked uḥlucceg s telwiḥt."
755,entertainment,"Deg isensa-agi i llan ttilin imaṛkantiyen akked wid imucaɛen di lweqt-nni, yarna ttaken-d sumata lmakla n lɛali akked zzhu n yiḍ."
1239,entertainment,"""Tesɛa sser wa tessen mliḥ ad tecnu, daɣen,"" i d-yenna ɛla ḥsab yiwen useskel ɣef usarag n tɣamsa."
871,entertainment,Aččaṛ axxam-ik s lqahwa tanesbaɣuṛt sbeḥ akked ciṭ n latay n kamumi id-ittawin astaɛfu deg yiḍ.
460,entertainment,Amur ameqqran n tliẓriyin ttwaxedment iwakken ad ɛeǧbent azayez amatu.
431,geography,"Ṭurk zzin-as-d illen si kraḍ n yidisen: Ilel Igi ɣer umalu, Ilel Aberkan ɣer ugafa d Yilel Agrakal ɣer unẓul."
1692,geography,Timnaḍin wessiɛen akkin ɣer ugafa ur sɛint ara aṭas n imezdaɣ ma d kra n temnaḍin d lexla qrib ur ttwazedɣent ara.
743,geography,Tigzirin n Kuk ur sɛint ara timdinin maca sɛant 15 n tegzirin yemgaraden. Tigejdanin d Rarutunga akked Aytutaki.
1720,geography,"Alma isɛa 19500 km² yarna ibḍa ɣef 14 n temnaḍin tisnazdaɣanin, yal yiwet tesɛa tudert n lexla yemgaraden."
1622,geography,Iɣẓer n Amazun d wis sin aɣezfan akk yarna d iɣẓer ameqqran akk di ddunit. Ittawi kter n 8 tikkal ayen ittawi iɣẓer ameqqṛan yakk wis sin n waman.
1205,health,"Danielle Lantagne, amusnaw n Waɣlanen Yedduklen ɣef w aṭan agi, yenna-d belli yeddad d Ixxedamen n talwit."
1203,health,"Uqbel ad leḥqent trebbuyaɛ, Hayiti ur tesɛi ara iɣeblan deg ayen yeɛnan aṭṭan-agi seg iseggasen n 1800."
566,health,"Tamuɣli, neɣ tazmert n uwali tettkel ɣef igmanen n uḥulfu n unagraw n tmuɣli neɣ tiṭucin."
1256,health,Talɣa n ibelluṛen-agi tecba tin ufan deg waman n tassa n iɣersiwen imegruden mi xemmen aserwes s tesleṭ tanesnast s izenẓaren ddaw n tezweɣ(FTIR).
1578,health,Wali itiki-nes i lewṣayat n lemɛawna tamezwarut yaɛnan sem-nni.
1936,politics,"Di 1994, amennuɣ-agi tegla-d s asnulfu n Tegduda Transnistria iseɣṛan iman-is deg usamar n Muldufa, i yesεan anabaḍ-is d yedrimen-is maca ur tt-teḥsib ula d tamurt tamaṣlaḍt n UN."
280,politics,"Imsuddsen berḥen d akken azal n 100,000 n yemdanen i d-yeffɣen di tɣeṛmin Tilmaniyin am Birlin, Kuluny, Hamburg, d Hanuber."
247,politics,Llan imeggiyen i yellan d imassayen i ixedmen imeẓla n unabaḍ d imeẓla iɣedmanen ddaw umagrad bu-uṭṭun 247 n tmenḍawt n Bakistan.
1439,politics,"Ciṭ kan seld mi bdant tenṭagin, Briṭanya tergel-as abrid n tegriwa i Lalman."
18,politics,"Llan imeskanen si yal tama n umaḍal, aṭas n temsal yeεnan ccreε inɣi, d iqeṛṛa n yinabaḍen n Aysland d Bakistan i yeǧǧan axeddim-nsen di sin."
403,science/technology,"Di tazwara n trad unagen s tuget ɣef yilel, maca mi d-yennefla umaṭṭaf yerna yuɣal d usdid tineṭṭabin terra-tent tmara ad ruḥent ddaw n waman i wakken ur tent-id-ttwalin ara."
1592,science/technology,"Mi tenqes tmussni n Lyunan, Amalu yufa-d iman-is igzem ɣef iẓewṛan-is Iyunaniyen ifiluzufiyen akked wussnanen."
1344,science/technology,Iyunen n Hidrujinn d ibruṭunen i wumi xuṣen ilikṭrunen (imi Hidrujin yesɛa yiwen ubruṭun d yiwen n ilikṭrun).
556,science/technology,Abelkim izmer ad ittuneḥsab d yiwen seg iḥricen n lebni igejdanen n yal tanga.
1645,science/technology,Am uselḥu n tcaṛiṭ iẓẓayen s ufella n tiɣilt. Beṭṭu n wul-nni daɣen ad d-iserreḥ i kra di tṣaṛeɣt-nni.
555,sports,Inaddalen zemren ad ḥulfun ḥemmlen taɣawsa xas akken ur d-tettak ara nfeɛ di tidett.
195,sports,"Massa ad yli berra n talɣuɣiwin, anda ulac i wayen d-yegran i tsemhuyt n 2009."
553,sports,"Tazzla n teɣzi talemmast d addal ur neɣlay ara; akken ibɣu yili, llant waṭas n tektiwin ur nṣeḥḥi ara deg wayen yaɛnan ciṭ n leḥwal ilaqen i uttekki."
32,sports,"Mi ḥebsent tkeṛṛyas yezwaren tin n Alunsu i wakken ad d-acarent tumast ddaw n tkeṛṛust n tɣellist, yezwar-itent i wakken ad yerbeḥ."
13,sports,Nadal yewwi 88% n tneqqiḍin meṛṛa deg temlilit imi yerbeḥ 76 n tneqqiḍin deg uḍeqqeṛ amenzu.
688,travel,Iḥewwasen ur nesɛi ara aṭas n lweqt axiṛ-asen ad sɛeddin lweqt-nsen anda niḍen.
1764,travel,"Yarna, ẓẓeṛ belli arriḥa tjebbed-d ursan akked iɣerṣiwen niḍen, ɣef ay-agi ur ttawi ara neɣ ur sewway ara lmakla isɛan arriḥa yarna seḥṛeṣ ɣef tezdeg n umekkan."
1785,travel,Tuṭṭfa n imukan ɣef zik ittak i uḥewwas lettkal imi ad yili wanda ara nsen mi ara awḍen ɣer umekkan.
1941,travel,"Izeglalen yehrawen, izudaɣ s zǧaǧ d wammasen atraren n tiɣin sεan tisdariyin timensayin tizeggaɣin, ulzuz n tasut tis 18, d leǧwameε d tiglizin, ɣas akken tamdint tesεa anezwi ugar am Tuṛuft Tamagrakalt ɣef Ṭurk Tamensayt."
996,travel,"Di yakk lḥalat, ilaq ad teṭṭfeḍ amekkan srid s tilifun ɣer tkebbanit n waffug."
