index_id,category,text
993,entertainment,"Gayunman, ang mga ito ay mayroong ibang uri ng kagandahan at alindog sa panahon ng taglamig, kung kailan maraming himpilan sa burol ang tumatanggap ng marami-raming niyebe at nag-aalok ng mga aktibidad na gaya ng pag-ski at pag-snowboard."
755,entertainment,"Ang mga hotel na ito ay tinutuluyan ng mga mayayaman at tanyag sa lipunan noong panahong iyon, at kadalasan sa mga ito ay may mamahaling restawran at panggabing buhay."
1239,entertainment,"""Siya'y napakakyut at medyo mahusay ring umawit,"" ang sabi niya ayon sa transkripsyon ng pakikipanayam sa mga miyembro ng media."
871,entertainment,Punuin ang iyong tahanan ng matapang na kape sa umaga at nakakarelaks na tsaang chamomile sa gabi.
460,entertainment,Ginawa ang karamihan sa mga telebisyon upang magbigay-aliw sa pangkalahatang publiko.
431,geography,"Napapalibutan ng mga dagat ang Turkey sa tatlong panig: ang Dagat ng Aegean sa gawing kanluran, Dagat na Itim sa gawing hilaga at ang Dagat ng Mediterranean sa gawing timog."
1692,geography,Ang malalawak na lugar sa hilaga ay hindi gaanong matao at ang iba ay halos ilang na walang naninirahan.
743,geography,Walang kahit anong siyudad ang Cock Islands subalit kinabibilangan ng 15 iba-ibang pulo. Ang pinakamalaki sa mga ito ay ang Rarotonga at Aitutaki.
1720,geography,"Nasasakupan ng parke ang 19,500 kmÂ² at nahahati sa 14 na magkakaibang ecozone, na ang bawa't isa ay sumusuporta sa iba't-ibang buhay-ilang."
1622,geography,Ang Ilog Amazon ay ang pangalawa sa pinakahaba at ang pinakamalaking ilog sa Mundo. Nagdadala ito ng tubig na mahigit sa 8 beses ang dami kaysa sa pangalawang pinakamalaking ilog.
1205,health,"Inihayag ni Danielle Lantagne, isang eksperto ng UN sa karamdamang ito, na ang paglaganap ay malamang na dahil sa mga nagpapairal ng kapayapaan."
1203,health,"Bago ang pagdating ng mga hukbo, ang Haiti ay hindi nagkaroon ng mga problemang nauugnay sa sakit na ito simula noong siglong 1800."
566,health,"Ang paningin, o kakayahang makakita ay depende sa mga sangkap na pandamdam ng sistema sa paningin o mga mata."
1256,health,Ang kayarian ng mga kristal na ito ay kapareho doon sa mga nakita sa ihi ng mga naapektuhang alagang hayop kung ikukumpara gamit ang infrared spectroscopy (FTIR).
1578,health,Suriin ang etiketa para sa espesipikong mga tagubilin para sa pangunang lunas para sa espesipikong na lason na iyon.
