index_id,category,text
993,entertainment,ဝႃႈၼၼ်သေတႃႉၵေႃႈ ၼႂ်းၶၢဝ်းၵတ်းၼၼ်ႉ ၶဝ်တေမီးတၢင်းႁၢင်ႈလီလႄႈလွင်ႈၸၼ်ၸႂ်ဢၼ်ဢမ်ႇမိူၼ်ၵၼ် လူၺ်ႈမီးတင်းပၢင်လိုဝ်ႈၼိူဝ်လွႆတင်းၼမ်လႆႈႁပ်ႉ တင်းၼမ်ၶွင်မူၺ်ဢၼ်ႁဵတ်းႁႂ်ႈမႅၼ်ႈတင်းပၢႆးယူႇလီ လႄႈ မီးပၼ်ပႃးထႅင်ႈလွင်ႈႁဵတ်းသၢင်ႈ မိူၼ်ၼင်ႇ လွင်ႈၶီႇသၵီႊ လႄႈ ပႅၼ်ႈသလွတ်ႈမူၺ်ၸိူဝ်းၼႆႉယဝ်ႉ။
755,entertainment,ႁူင်းလိုဝ်ႈသဝ်းၸိူဝ်းၼႆႉ ပဵၼ်တီႈဢၼ် ၵူၼ်းမီးငိုၼ်း လႄႈၵူၼ်းၸိုဝ်ႈလိုဝ်းလင်ၶဝ် ၼႂ်းပၢၼ်ၼၼ်ႉ မႃးသဝ်း လႄႈၵႆႉမႃးၵိၼ်ၶဝ်ႈၶမ်ႈ လႄႈ ဢႅဝ်ႇၵၢင်ၶိုၼ်းၼၼ်ႉယဝ်ႉ။
1239,entertainment,"မၼ်းၸၢႆးလၢတ်ႈ ၸွမ်းၼင်ႇၽိုၼ်လိၵ်ႈ တီႈပၢင်ၵုမ် ၶွမ်ႇၾရႅၼ်ႉ သိုဝ်ႇၶၢဝ်ႇၼၼ်ႉဝႃႈ ""မၼ်းၼၢင်းၼႆႉ လီႁၵ်ႉသေဢမ်ႇၵႃး ႁွင်ႉၵႂၢမ်းၵေႃႈသဵင်ဝၢၼ်တေႉတေႉၼႆယူႇယဝ်ႉ"""
871,entertainment,ယၢမ်းၵၢင်ၼႂ်ၼၼ်ႉ ႁဵတ်းႁႂ်ႈႁိူၼ်းသူၸိုၼ်ႈပၢင်ႇမႃးလူၺ်ႈၵေႃႇၾီႇၶႅမ်ႉၶႅမ်ႉသေ ၵၢင်ၶမ်ႈမႃးသမ်ႉ ႁႂ်ႈလိုဝ်ႈႁိူဝ်ႉလိုဝ်ႈၸႂ်လူၺ်ႈၼမ်ႉၼဵင်ႈ ‘chamomile’။
460,entertainment,ထီးဝီးၵမ်ႈပႃႈၼမ်ၼၼ်ႉ လႆႈထုၵ်ႇႁ်ႂႈႁဵတ်း ႁႂ်ႈပဵၼ်လွၵ်းလၢႆး တႃႇႁ်ႂႈ ၵူၼ်းတင်းၼမ် ထုၵ်ႇမႅၼ်ႈၸ်ႂယူႇယဝ်ႉ။
431,geography,Turkey ၼႆႉ လွမ်ႉႁွပ်ႈဝႆႉတၢင်းၼမ်ႉပၢင်ႇလၢႆႇ သၢမ်ပႃႈသၢမ်ၽၢႆႇ။ ပၢင်ႇလၢႆႇ Aegean ၽၢႆႇတင်းတူၵ်း ၊ ပၢင်ႇလၢႆႇ Black သမ်ႉ ၽၢႆႇတင်းႁွင်ႇ လႄႈ ပၢင်ႇလၢႆႇ Mediterranean သမ်ႉ မီးတၢင်းပွတ်းၸၢၼ်းဝႆႉယဝ်ႉ။
1692,geography,ၼႃႈလိၼ်ၸိူဝ်း သိုပ်ႇၵႂႃႇပွတ်းတၢင်းႁွင်ႇထႅင်ႈၼၼ်ႉ မီးၵူၼ်းယူႇၵၼ် ႁၢင်ႇႁၢႆးႁႅင်းဝႆႉသေ မၢင်တီႈ ပဵၼ်ၼႃႈလိၼ်လိူင်း ဢၼ်ပေႃးတေဢမ်ႇၸၢင်ႈယူႇသဝ်းလႆႈယဝ်ႉ။
743,geography,ၵုၼ် Cook ၼႆႉမၼ်းဢမ်မီးဝဵင်းသေတႃႉ မီးၵုၼ်ႁူမ်ႈတုမ်ၵၼ်ဝႆႉ 15ဢၼ်။ ၵုၼ်လူင်မၼ်းတႄႉပဵၼ် ၵုၼ် Rarotonga လႄႈ ၵုၼ် Aitutaki။
1720,geography,"သူၼ်မွၵ်ႇၼၼ်ႉၵႂၢင်ႈ 19,500 ၵီးလူဝ်းပၼ်ႇမူၼ်း(km²)သေ သမ်ႉတတ်းႁဵတ်း ပွတ်းတွၼ်ႈ(ecozones) ဢၼ်ပႅၵ်ႇပိူင်ႈၵၼ်ဝႆႉ။ ၵူႈလွၵ်းလွၵ်းၼၼ်ႉ သမ်ႉၵမ်ႉထႅမ်ဝႆႉပၼ် တူဝ်သတ်းထိူၼ်ႇ ဢၼ်ပႅၵ်ႇပိူင်ႈၵၼ်ၼၼ်ႉ။"
1622,geography,မႄႈၼမ်ႉဢမေႊသွၼ်ႊ (Amazon)ၼႆႉ ပဵၼ်မႄႈၼမ်ႉသၢႆထူၼ်ႈသွင်ၶွင်လုမ်ႈၾႃႉဢၼ်မီးတၢင်းယၢဝ်းသေပိူၼ်ႈ လႄႈယင်းပဵၼ်မႄႈၼမ်ႉဢၼ်ၵႂၢင်ႈယႂ်ႇလိူဝ်ပိူၼ်ႈသုတ်းၼႂ်းလုမ်ႈၾႃႉ။ မၼ်းမီးၼမ်ႉၼမ်လိူဝ်မႄႈၼမ်ႉဢၼ်ၵႂၢင်ႈယႂ်ႇဢၼ်ထူၼ်ႈသွင်ၶွင်လုမ်ႈၾႃႉၼႆႉ 8 ပုၼ်ႈ။
