index_id,category,text
993,entertainment,"Әмма кыш көне аларның башка төрле матурлыгы һәм җәлеп итүчәнлеге бар: күп тау станцияләре җитәрлек күләмдә кар белән каплана, чаңгыда һәм сноубордта йөрү чаралары тәкъдим ителә."
755,entertainment,"Бу кунакханәләрдә ул вакытның бай һәм данлыклы кешеләре куна калган, монда еш кына нәзакәтле ризыклар һәм төнге күңел ачу чаралары тәкъдим ителгән."
1239,entertainment,"""Ул бик сөйкемле һәм яхшы җырлый"", - диде ул, матбугат конференциясе стенограммасы нигезендә."
871,entertainment,Өегезне иртән куе кофе һәм кичен ял иттерә торган ромашка чәе белән тутырыгыз.
460,entertainment,Күпчелек телевизорлар гомуми тамашачыны канәгатьләндерерлек итеп ясала.
431,geography,"Төркия өч яктан диңгезләр белән уратып алынган: көнбатышта Эгей диңгезе, төньякта Кара диңгез һәм көньякта Урта диңгез."
1692,geography,"Ерак төньяктагы зур җирлекләрдә халык бик аз яши, ә кайбер урыннар тулысынча кыргый."
743,geography,"Кук утрауларында шәһәрләр юк, алар 15 төрле утраудан тора. Аларның иң мөһиме - Раротонга һәм Аитутаки."
1720,geography,"Парк 19 500 км² урын алып тора һәм 14 төрле экозонага бүленгән, аларның һәркайсында төрле кыргый хайваннар һәм үсемлекләр дөньясы."
1622,geography,Амазонка елгасы иң озын һәм иң зур елга. Ул икенче зур елгадан 8 тапкырга күбрәк су йөртә.
1205,health,"Даниэль Лантань, бу чир буенча БМО эксперты, әлеге чирнең кабынуы, мөгаен, тынчылык саклаучылар гаебе буенча килеп чыккандыр."
1203,health,1800-нче елларда Гаити утрауларына гаскәрләр кергәнче бу чир белән бәйле проблемаларга юлыкмады.
566,health,"Күрү, яки күрү сәләте, күрү системасы яки күзләр органнары тойгыларына бәйле."
1256,health,"Бу кристалларның составы һәм зыян күргән йорт хайваннарының бәвелләрендәге кристаллар составы инфракраслы спектроскопия ярдәмендә (ИКФС) чагыштырып, тәңгәл килә дип табылган."
1578,health,Этикетканы күрсәтмәләр барлыгына тикшерегез этикетку бу булу инструкцияләр күрсәтү буенча беренче ярдәм өчен конкрет агу.
1936,politics,"1994 елда әлеге каршылык аркасында Молдованың көнчыгышында үз бәйсезлеген игълан иткән Днестр буе Молдавия Республикасы барлыкка килә. Аның үз хакимияте һәм валютасы бар, ләкин ул бер БМО иле тарафыннан да танылмый."
280,politics,"Протестны оештыручылар Германиянең Берлин, Кельн, Гамбург һәм Ганновер кебек шәһәрләрендә 100 000 тирәсе кеше җыелуын белдерде."
247,politics,Пакыстан Конституциясенең 247 нче маддәсе нигезендә бу агентлар хөкүмәт һәм суд хезмәтләре күрсәтү өчен җавап бирә.
1439,politics,"Сугыш хәрәкәтләре башланып бераз вакыт узгач, Британия Германиягә диңгез блокадасы куя."
18,politics,"Бөтен дөнья буйлап протестлар үткән, берничә җинаять тикшерүе үткәрелгән, Исландия белән Пакистанның хөкүмәт башлыклары үз вазифаларыннан киткән."
403,science/technology,"Сугыш башланганда алар нигездә диңгез өстендә сәяхәт иткән, ләкин радарлар яхшырган һәм төгәлрәк була барган саен, су асты көймәләре, үзләрен сизмәсеннәр өчен, су астына китәргә мәҗбүр булган."
1592,science/technology,"Греция телен белү кимегән саен, Көнбатыш үз Греция фәлсәфәсе һәм фәнни тамырларыннан өзелә барды."
1344,science/technology,Водород ионнары - электроннары алынган протоннар ул (чөнки водород атомнары бер протон һәм бер электроннан гыйбарәт).
556,science/technology,Атомны бөтен материяның фундаменталь төзелеш блокларының берсе буларак санарга була.
1645,science/technology,Тау башына авыр арбаны этеп менгезгән кебек. Төшне яңадан аеру әлеге энергиянең бер күләмен тышка чыгара.
555,sports,"Спортчылар, реаль файда китермәвенә карамастан, теге яки бу продуктны өстен күрә ала."
195,sports,"Масса, ким дигәндә, 2009 нчы ел сезоны ахырына кадәр төшеп калган."
553,sports,"Урта дистанцияләргә йөгерү - чагыштырмача арзанлы спорт төре, әмма ярышларда катнашу өчен кирәкле җиһазларның аз булуына карата бик күп ялгыш карашлар бар."
32,sports,"Алонсо алдында барган машиналар иминлек машинасы артында ягулык салырга кереп киткән арада, ул җиңәр өчен өскә менеп барды."
13,sports,"Надаль, тупны беренчел кертүдән 76 очко җиңеп, матчта 88 % ятьмә очколарын үз файдасына алды."
688,travel,Вакытлары чикле булганнарга вакытларын башка урында уздыру яхшырак булыр.
1764,travel,"Моннан тыш, исләрнең аю һәм башка кыргый хайваннарны җәлеп итүе турында истә тотыгыз, шуңа күрә исле продуктларны алып килүдән яки әзерләүдән тыелыгыз һәм лагерьда чисталык урнаштырыгыз."
1785,travel,"Алдан броньлау сәяхәтчегә, билгеләнгән пунктка килеп төшкәннән соң, аның кайда төн үткәрәчәгенә ышаныч бирә."
1941,travel,"Киң бульварлар, пыяла фасадлы биналар һәм заманча сатып алу үзәкләре традицияле кызыл чирәпле түбәләр, 18 нче гасыр базары, иске мәчетләр һәм чиркәүләр белән аралашкан булса да, шәһәрдә традицияле Төркиягә караганда Урта диңгез Аурупа атмосферасы хөкем сөрә."
996,travel,Барлык очракларда сез авиакомпаниягә телефоннан шалтыратып теркәлә аласыз.
