index_id,category,text
993,entertainment,"Međutim, imaju drugačiju vrstu ljepote i šarma za vrijeme zime jer mnoga brda budu prekrivena zdravim količinama snijega te tako pružaju mogućnost za aktivnosti poput skijanja i bordanja."
755,entertainment,"U tim hotelima su se odmarali bogati i slavni tog vremena, a često su uživali u prefinjenim obrocima i noćnom životu."
1239,entertainment," „Vrlo je slatka i pjeva prilično dobro,“ rekao je prema transkriptu sa konferencije za novinare."
871,entertainment,"Ujutro ispunite dom bogatim mirisom kafe, a navečer se opustite uz čaj od kamilice."
460,entertainment,Većina televizijskog sadržaja je osmišljena tako da ugodi široj javnosti.
431,geography,"Turska je okružena morima s tri strane: Egejsko more na zapadu, Crno more na sjeveru i Sredozemno more na jugu."
1692,geography,"Velika područja dalje prema sjeveru prilično su rijetko naseljena, a neka predstavljaju gotovo nenaseljenu divljinu."
743,geography,"Cookova ostrva nemaju nijedan grad, već ih čini 15 različitih ostrva. Glavna ostrva su Rarotonga i Aitutaki."
1720,geography,"Park se prostire na 19.500 km² i podijeljen je na 14 različitih ekozona, pri čemu svaka od njih pruža podršku različitoj divljači."
1622,geography,Rijeka Amazon je druga najduža i istovremeno najveća rijeka na Zemlji. Ima više od osam puta više vode u odnosu na drugu najveću rijeku.
1205,health,"Danielle Lantagne, UN-ov ekspert za ovu bolest, rekla je da su izbijanje bolesti vjerovatno uzrokovali pripadnici mirovnih snaga."
1203,health,"Prije dolaska trupa, Haiti se od 1800. godine nije sretao s problemima vezanim za ovu bolest."
566,health,Vid ili sposobnost vida ovisi o senzornim organima vidnog sistema ili očima.
1256,health,Sastav ovih kristala odgovara sastavu kristala pronađenih u urinu pogođenih ljubimaca kada se porede infracrvenom spektroskopijom (FTIR).
1578,health,Provjerite etiketu za specifične instrukcije za prvu pomoć za taj konkretni otrov.
1936,politics,"Taj sukob je 1994. godine rezultirao uspostavljanjem samoproglašene Pridnjestrovske Moldavske Republike u istočnoj Moldaviji, koja ima vladu i valutu, ali nije dobila priznanje nijedne zemlje članice UN-a."
280,politics,"Organizatori protesta rekli su da se oko 100.000 odazvalo u njemačkim gradovima kao što su Berlin, Keln, Hamburg i Hanover."
247,politics,Ovi agenti su nadležni za pružanje vladinih i sudskih usluga u skladu s članom 247 Ustava Pakistana.
1439,politics,"Brzo nakon izbijanja sukoba, Britanija je otpočela morsku blokadu Njemačke."
18,politics,Protesti su održani širom svijeta. Nekoliko tužilaca i predsjednici vlada Islanda i Pakistana su dali ostavke.
403,science/technology,"Na početku rata uglavnom su se kretale po površini mora, ali kako se radar počeo razvijati i postajao sve precizniji, podmornice su morale ići pod vodu kako ne bi bile otkrivene."
1592,science/technology,"Kako se znanje Grka smanjivalo, Zapad je postao odsječen od svojih grčkih filozofskih i naučnih korijena."
1344,science/technology,Ioni vodika su protoni s kojih su elektroni uklonjeni (jer se atomi vodika sastoje od jednog protona i jednog elektrona).
556,science/technology,Atom se može smatrati jednim od osnovnih sastavnih dijelova sve materije.
1645,science/technology,Nešto kao guranje teških kolica uzbrdo. Ponovno rascjepljivanje jezgra oslobađa dio te energije.
555,sports,"Sportisti mogu osjećati da im se proizvod sviđa, čak i kad on nema stvarnih pogodnosti."
195,sports,Massa bi trebao izostati najmanje do kraja sezone 2009. godine.
553,sports,"Trčanje na srednjoj udaljenosti relativno je jeftin sport. Međutim, postoje mnoge zablude u vezi s nekoliko komada opreme koji su potrebni za učešće."
32,sports,"Nakon što su vozila ispred Alonsa otišla da natoče gorivo dok je sigurnosni automobil bio na stazi, on je krenuo po pobjedu."
13,sports,"Nadal je u meču postigao 88% poena sa mreže, osvojivši 76 poena na prvom servisu."
688,travel,Posjetiocima sa ograničenim vremenom bi najbolje bilo provesti vrijeme negdje drugdje.
1764,travel,"Pored toga, nemojte zaboraviti da mirisi privlače medvjede i druge divlje životinje, pa izbjegavajte nošenje ili kuhanje prehrambenih proizvoda koji mirišu i održavajte kamp čistim."
1785,travel,Rezerviranje unaprijed osigurava putniku mir jer zna da će imati smještaj nakon što stigne na odredište.
1941,travel,"Široki bulevari, zgrade sa staklenim fasadama i moderni tržni centri ukrašeni su tradicionalnim krovovima s crvenim crepovima, pijacom iz 18. stoljeća i starim džamijama i crkvama, mada ovaj grad više ima ugođaj mediteranske Evrope nego tradicionalne Turske."
996,travel,"U svakom slučaju, rezervaciju morate izvršiti putem telefona direktno kod aviokompanije."
