text,actual_category,predicted_category,generated_text
"Mā te irakē e tāpiri te rerenga ira hou, ā, mā te kōwhiringa e wewete mai i te puna o te rerenga e putaputa ana.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 Mā te irakē e tāpiri te rerenga ira hou, ā, mā te kōwhiringa e wewete mai i te puna o te rerenga e putaputa ana. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
This"
Ko te tikanga o te pahū fission he hari i te ngoi hei whakaemi i nukara he tini ngā iraoho me ngā iramoe.,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Ko te tikanga o te pahū fission he hari i te ngoi hei whakaemi i nukara he tini ngā iraoho me ngā iramoe. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
Ko"
E rua ngā pūtūmua o te karihi - ngā iramoe me ngā iraoho.,science/technology,geography,"<|begin_of_text|>SENTENCE:
 E rua ngā pūtūmua o te karihi - ngā iramoe me ngā iraoho. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
 Ng"
Mā tēnei ka āhei ngā karaehe topa mō ngā pikitia ki tētahi momo kounga e rite ana ki ērā karaehe e hōmiromiro ana.,science/technology,geography,"<|begin_of_text|>SENTENCE:
 Mā tēnei ka āhei ngā karaehe topa mō ngā pikitia ki tētahi momo kounga e rite ana ki ērā karaehe e hōmiromiro ana. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
The"
"He pai rawa ake ēnā i ngā takawaenga ipurangi mō ngā take torutoru nei: Ka whakatika i ngā ara mō te hohonga Ipurangi, kaua ko te http anake.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 He pai rawa ake ēnā i ngā takawaenga ipurangi mō ngā take torutoru nei: Ka whakatika i ngā ara mō te hohonga Ipurangi, kaua ko te http anake. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography
EXPLANATION:
This"
Ki te hoahoa pāhekoheko me tiro anō koe ki āu pōhēhē mō te whakaputanga pāpāho me te ako me pēhea e whakaaro auaha.,science/technology,entertainment,"<|begin_of_text|>SENTENCE:
 Ki te hoahoa pāhekoheko me tiro anō koe ki āu pōhēhē mō te whakaputanga pāpāho me te ako me pēhea e whakaaro auaha. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-entertainment
EXPLANATION:
This"
"I tū tēnei hei tikanga noa, engari nā te rino i kaha ake te taiākotikoti ki ngā wīra wāpu o ngā wēkana.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 I tū tēnei hei tikanga noa, engari nā te rino i kaha ake te taiākotikoti ki ngā wīra wāpu o ngā wēkana. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
REASONING:
This"
"Ki roto i tētahi paraite i waenganui i te kotahi ki te toru ngā taurawhi pakeke he whanaunga rātou, tahi ki te tae atu ki te toru tekau uwha me ngā punua.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 Ki roto i tētahi paraite i waenganui i te kotahi ki te toru ngā taurawhi pakeke he whanaunga rātou, tahi ki te tae atu ki te toru tekau uwha me ngā punua. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
Ki"
"Ahakoa ko te AI e hāngai pū ana ki ngā pakiwaitara pūtaiao, he mea nui te AI ki te ao rorohiko, ko te whakamātau i ngā whanonga, ko te ako me te urutau i te taumata whakaaro ki tētahi mīhini.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Ahakoa ko te AI e hāngai pū ana ki ngā pakiwaitara pūtaiao, he mea nui te AI ki te ao rorohiko, ko te whakamātau i ngā whanonga, ko te ako me te urutau i te taumata whakaaro ki tētahi mīhini. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
Ko"
Nō reira ko te ōwehenga anga o tēnei hōputu (te whakawehe ki te tekau mā rua kia hua ai te ōwehenga tauoti māmā rawa) e kīia ana ko te 3:2.,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Nō reira ko te ōwehenga anga o tēnei hōputu (te whakawehe ki te tekau mā rua kia hua ai te ōwehenga tauoti māmā rawa) e kīia ana ko te 3:2. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
Ko"
"Ehara te waea āmiorangi i te tino whakakapinga mō tētahi waea pūkoro, nā te mea me noho ki waho i te whare me te tirohanga wātea atu ki te āmiorangi kia pato i tētahi waeatanga atu.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 Ehara te waea āmiorangi i te tino whakakapinga mō tētahi waea pūkoro, nā te mea me noho ki waho i te whare me te tirohanga wātea atu ki te āmiorangi kia pato i tētahi waeatanga atu. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
This"
"Akakoa ko ngā ara wākena ko ngā papa rākau whakarara noa iho, i whakahei rātou i ngā hoiho e tō ana i a rātou te eke ki ngā tere nui ake me te tō i ngā wahanga nui ake i tērā ki ngā huarahi tuaranga o te wā.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 Akakoa ko ngā ara wākena ko ngā papa rākau whakarara noa iho, i whakahei rātou i ngā hoiho e tō ana i a rātou te eke ki ngā tere nui ake me te tō i ngā wahanga nui ake i tērā ki ngā huarahi tuaranga o te wā. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
This"
"Kua mōhio te tangata ki ngā pūmotu matū pūtake pērā i te koura, te hiriwa, te kapa mai rā anō, nā te mea ka taea te kite i te katoa o ēnei ki te taiao ki te āhuahanga tūturu, ā, he āhua māmā te maina ki ngā taputapu nō nehe.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Kua mōhio te tangata ki ngā pūmotu matū pūtake pērā i te koura, te hiriwa, te kapa mai rā anō, nā te mea ka taea te kite i te katoa o ēnei ki te taiao ki te āhuahanga tūturu, ā, he āhua māmā te maina ki ngā taputapu nō nehe. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
"Kua tīno tīni te ao nei nā te wīra. Ko te mea nui a te wīra he haerenga tere ake, he haerenga māmā ake hoki.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Kua tīno tīni te ao nei nā te wīra. Ko te mea nui a te wīra he haerenga tere ake, he haerenga māmā ake hoki. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
Kua"
Ka pēnei kia whakarite ka kapi te whakaahua i te katoa o te mata. Ko te ingoa mō tēnā ko te panoni rahi whakaahua.,science/technology,geography,"<|begin_of_text|>SENTENCE:
 Ka pēnei kia whakarite ka kapi te whakaahua i te katoa o te mata. Ko te ingoa mō tēnā ko te panoni rahi whakaahua. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography
EXPLANATION:
This"
I kīa ai ngā waka tōpū o Tiamana he U-Boat. He tohunga ngā tiamana ki te whakatere i ō rātou waka tōpū ki te moana.,science/technology,travel,"<|begin_of_text|>SENTENCE:
 I kīa ai ngā waka tōpū o Tiamana he U-Boat. He tohunga ngā tiamana ki te whakatere i ō rātou waka tōpū ki te moana. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-travel
EXPLANATION:
This sentence"
"Heoi anō kei tīni te āhuatanga ā-kiko, ko te āhuatanga o te matū ka rite tonu.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Heoi anō kei tīni te āhuatanga ā-kiko, ko te āhuatanga o te matū ka rite tonu. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
Heoi"
"Ka hua mai te renarena mata nā te mea e kaha ana te whakamanea a ngā rāpoi ngota wai ki te mata o te wai tētahi ki tētahi, he nui ake i te whakamanea ki ngā rāpoi ngota hau ki runga rā.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Ka hua mai te renarena mata nā te mea e kaha ana te whakamanea a ngā rāpoi ngota wai ki te mata o te wai tētahi ki tētahi, he nui ake i te whakamanea ki ngā rāpoi ngota hau ki runga rā. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
Ko tētahi o ngā raru e tino kitea ana ina ngana ana ki te whakahuri i tētahi kiriata ki te hanganga DVD ko te whakarahi aunoa.,science/technology,entertainment,"<|begin_of_text|>SENTENCE:
 Ko tētahi o ngā raru e tino kitea ana ina ngana ana ki te whakahuri i tētahi kiriata ki te hanganga DVD ko te whakarahi aunoa. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-entertainment
EXPLANATION:
K"
"Inarā, e kīia ana ka taea te kite mēnā kei te rūkahu tētahi tangata mā te whakamārama tika i ngā ihiihi paku rawa.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 Inarā, e kīia ana ka taea te kite mēnā kei te rūkahu tētahi tangata mā te whakamārama tika i ngā ihiihi paku rawa. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
REASONING:
The"
Ka hangaia pea te koura ki ngā tini momo āhua. Ka taea te takapapa ki ngā āhua ririki.,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Ka hangaia pea te koura ki ngā tini momo āhua. Ka taea te takapapa ki ngā āhua ririki. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
"Kei te whakamahia nuitia te pūnaha Atamai Horihori ki ngā mātaitanga o te ohaoha, te rongoā, te kaipūkaha, te tauā hoki, pērā i te hanganga ki ētahi taupānga pūmanawa rorohiko ā-kāinga, kēmu ataata hoki.",science/technology,health,"<|begin_of_text|>SENTENCE:
 Kei te whakamahia nuitia te pūnaha Atamai Horihori ki ngā mātaitanga o te ohaoha, te rongoā, te kaipūkaha, te tauā hoki, pērā i te hanganga ki ētahi taupānga pūmanawa rorohiko ā-kāinga, kēmu ataata hoki. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
health
REASONING:
This question requires"
"Kei te whakaputaina tonutia i tēnei wā, heoi anō ko te mea nui ko tōna ōwehenga aronga kua waahanga riro mai i ngā whakatakotoranga rongo whakaahua kāmera mamati",science/technology,entertainment,"<|begin_of_text|>SENTENCE:
 Kei te whakaputaina tonutia i tēnei wā, heoi anō ko te mea nui ko tōna ōwehenga aronga kua waahanga riro mai i ngā whakatakotoranga rongo whakaahua kāmera mamati 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-entertainment
EXPLANATION:
The"
"Ko te ture o ngā hautoru e tino takahia ana, e tino taunuhia ana, ko tētahi aratohu māmā e hanga ana i te hihiri i te wā e pupuri tonu ana te āhua o te nahanaha ki tētahi whakaahua.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 Ko te ture o ngā hautoru e tino takahia ana, e tino taunuhia ana, ko tētahi aratohu māmā e hanga ana i te hihiri i te wā e pupuri tonu ana te āhua o te nahanaha ki tētahi whakaahua. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
K"
"E kī ana tēnei i mau raukura ētahi mokoweri, he ariā e whakaponotia whānuitia ana, engari he kōrero e mau ana ka kore nei e kitea ki runga anga pōhatu, pērā ki te tae, me te tōna hanga ahu tengi nei.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 E kī ana tēnei i mau raukura ētahi mokoweri, he ariā e whakaponotia whānuitia ana, engari he kōrero e mau ana ka kore nei e kitea ki runga anga pōhatu, pērā ki te tae, me te tōna hanga ahu tengi nei. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
This"
Ka pēhea tā Io kume-ā-papa e kukume i ahau? Ki te tū koe i runga i te mata o Io kua iti ake tō taumaha tēnā i tō taumaha ki runga o Papatūānuku.,science/technology,geography,"<|begin_of_text|>SENTENCE:
 Ka pēhea tā Io kume-ā-papa e kukume i ahau? Ki te tū koe i runga i te mata o Io kua iti ake tō taumaha tēnā i tō taumaha ki runga o Papatūānuku. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography
EXPLANATION:
Ka"
"E whakapae ana te FAA ka tukuna e te pūnaha NextGen ngā rererangi kia tata ake tōna rere, kei ngā miriona kārani o te pēnehīni ka penapenatia ia tau, tae atu hoki ki ngā tukunga waro.",science/technology,travel,"<|begin_of_text|>SENTENCE:
 E whakapae ana te FAA ka tukuna e te pūnaha NextGen ngā rererangi kia tata ake tōna rere, kei ngā miriona kārani o te pēnehīni ka penapenatia ia tau, tae atu hoki ki ngā tukunga waro. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-travel
EXPLANATION:
Ko"
"Kei ngā raraunga koiora-ā-io ngā whakaaturanga ā-kiko mō tētahi aronga ā-ariā ki te mātai i te whakaaroaro. Nā reira māna te kaupapa rangahau e whakawhāiti, ā, ka pū ake hoki te aronga.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Kei ngā raraunga koiora-ā-io ngā whakaaturanga ā-kiko mō tētahi aronga ā-ariā ki te mātai i te whakaaroaro. Nā reira māna te kaupapa rangahau e whakawhāiti, ā, ka pū ake hoki te aronga. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
"I roto i tana kauhau e 2 hāora te roa i mea ia ""I te rā nei ka whakahoungia e Apple te waea, ka maumaharatia mō ake tonu atu te rā nei.",science/technology,entertainment,"<|begin_of_text|>SENTENCE:
 I roto i tana kauhau e 2 hāora te roa i mea ia ""I te rā nei ka whakahoungia e Apple te waea, ka maumaharatia mō ake tonu atu te rā nei. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-entertainment
EXPLANATION:
K"
Ko te taumahatanga o ngā arotahi whakatata ko te pīroiroi arotahi me te tau o ngā āhuatanga arotahi e hiahiatia ana hei whakatutuki i te whānuitanga o ngā whāroa arotahi he nui ake i tērā o ngā arotahi matua.,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Ko te taumahatanga o ngā arotahi whakatata ko te pīroiroi arotahi me te tau o ngā āhuatanga arotahi e hiahiatia ana hei whakatutuki i te whānuitanga o ngā whāroa arotahi he nui ake i tērā o ngā arotahi matua. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
"He āhua ōrite te hanga ki tētahi roumamao, ā, e whakamahi ana te kaiwhakahaere i ngā paerongo e rua e whakatakotoria ana tata ki te pouaka whakaata a te kaimahi hei ine tapatoru i tana tūnga ki te wāhi ahu-toru.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 He āhua ōrite te hanga ki tētahi roumamao, ā, e whakamahi ana te kaiwhakahaere i ngā paerongo e rua e whakatakotoria ana tata ki te pouaka whakaata a te kaimahi hei ine tapatoru i tana tūnga ki te wāhi ahu-toru. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
The"
"e kī nei ngā kaipūtaiao ko ngā huruhuru o tēnei kararehe he parauri o runga, ā, he kōmā, he ārani o raro.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 e kī nei ngā kaipūtaiao ko ngā huruhuru o tēnei kararehe he parauri o runga, ā, he kōmā, he ārani o raro. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
REASONING:
This sentence"
"Nā ngā kai rangahau o te whare wānanga te kī, ka hohe ngā pūhui e rua tētahi ki tētahi kia hanga tioata e kati pea ai i te mahinga o te whatumanawa.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Nā ngā kai rangahau o te whare wānanga te kī, ka hohe ngā pūhui e rua tētahi ki tētahi kia hanga tioata e kati pea ai i te mahinga o te whatumanawa. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
I konei e tata ki te whā ngā whakareatanga te ariari i tēnā o te kiriata 35 mm (3136 mm2 ki te 864).,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 I konei e tata ki te whā ngā whakareatanga te ariari i tēnā o te kiriata 35 mm (3136 mm2 ki te 864). 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
"i runga i te hononga tūhonohono opotiki weu ki a Ūropi me te āmiorangi tūhonohono anō hoki, e pai ana te honohono a Whenuakākāriki arā e 93% o te taupori e whai ana i te āheinga ipurangi.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 i runga i te hononga tūhonohono opotiki weu ki a Ūropi me te āmiorangi tūhonohono anō hoki, e pai ana te honohono a Whenuakākāriki arā e 93% o te taupori e whai ana i te āheinga ipurangi. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography
 REASONING:
 This"
"Ko tētahi o ngā taupānga matua ki tēnei rōpū ko Google Translate, e whakaritea ana te whakawhitinga reo tuimotu ā muri i te tikiake i te raraunga o te reo e hiahiatia ana.",science/technology,travel,"<|begin_of_text|>SENTENCE:
 Ko tētahi o ngā taupānga matua ki tēnei rōpū ko Google Translate, e whakaritea ana te whakawhitinga reo tuimotu ā muri i te tikiake i te raraunga o te reo e hiahiatia ana. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-travel
 REASONING SKILL:"
"He ōrite te hanga rāpoi ngota he ahakoa he haurehu, he wē, he totoka rānei.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 He ōrite te hanga rāpoi ngota he ahakoa he haurehu, he wē, he totoka rānei. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
"Kua ahu mai i te whakamahinga o te mau ataata ki ngā kitenga whakahirahira ki te whakamāramatanga o ngā ihiihi-paku, arā ko ngā nekehanga kanohi he mirihēkona ruarua noa te roa.",science/technology,entertainment,"<|begin_of_text|>SENTENCE:
 Kua ahu mai i te whakamahinga o te mau ataata ki ngā kitenga whakahirahira ki te whakamāramatanga o ngā ihiihi-paku, arā ko ngā nekehanga kanohi he mirihēkona ruarua noa te roa. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-entertainment
EXPLANATION:
This"
"Kua hangaia, kua whakamahia hoki e te tangata ngā arotahi mō te whakarahi mō te tini mano tau.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 Kua hangaia, kua whakamahia hoki e te tangata ngā arotahi mō te whakarahi mō te tini mano tau. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
K"
"Ehara i te mea ko ia ki tōna kotahi, te mātaitanga, ā, ko te mātaitanga ko tētahi whakamātautau e whakamahia ana hei whakakore i te whakapae kotahi, neke atu rānei ka taea, te ui i ngā pātai, me te whakatātare hei ārahi hoki i ngā rangahau pūtaiao.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Ehara i te mea ko ia ki tōna kotahi, te mātaitanga, ā, ko te mātaitanga ko tētahi whakamātautau e whakamahia ana hei whakakore i te whakapae kotahi, neke atu rānei ka taea, te ui i ngā pātai, me te whakatātare hei ārahi hoki i ngā rangahau pūtaiao. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
