text,actual_category,predicted_category,generated_text
"Mutasi téh nambihan jenis génétik nu anyar, teras séléksi ngahapus éta tina kumpulan jenis anu ditunjukkeun.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Mutasi téh nambihan jenis génétik nu anyar, teras séléksi ngahapus éta tina kumpulan jenis anu ditunjukkeun. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science
 EXPLANATION:
 This sentence is about"
Bom fisi tiasa dianggo dumasar kana prinsip yén butuh énergi pikeun nyatukeun inti anu seueur proton sareng neutron.,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Bom fisi tiasa dianggo dumasar kana prinsip yén butuh énergi pikeun nyatukeun inti anu seueur proton sareng neutron. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science
 REASONING: 
 The sentence is"
Nukleus téh diwangun ku dua partikel - neutron jeung proton.,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Nukleus téh diwangun ku dua partikel - neutron jeung proton. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science
 EXPLANATION:
 This sentence is about"
Ieu nu ngamungkinkeun lénsa zoom ngahasilkeun gambar anu kualitas na setanding sareng lénsa panjang fokus tetap.,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Ieu nu ngamungkinkeun lénsa zoom ngahasilkeun gambar anu kualitas na setanding sareng lénsa panjang fokus tetap. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science
EXPLANATION:
This sentence is about"
"Éta téh leuwih alus tibatan proxy web ku sababaraha sabab: maranéhna ngarute ulang patalimarga internét, lain ngan http hungkul.",science/technology,N/A,"<|begin_of_text|>SENTENCE:
 Éta téh leuwih alus tibatan proxy web ku sababaraha sabab: maranéhna ngarute ulang patalimarga internét, lain ngan http hungkul. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- None of the above 
EXPLANATION"
Desain anu menarik ngawajibkeun anjeun keur mikirkeun deui anggapan anjeun ngeunaan produksi media sareng diajar keur henteu mikir lurus.,science/technology,entertainment,"<|begin_of_text|>SENTENCE:
 Desain anu menarik ngawajibkeun anjeun keur mikirkeun deui anggapan anjeun ngeunaan produksi media sareng diajar keur henteu mikir lurus. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: None of the above (entertainment) 
-"
"Ieu téh atos janten praktik anu biasa, tapina beusi téh nyieun langkung seueur karuksakan kana roda kayu gerobakna.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Ieu téh atos janten praktik anu biasa, tapina beusi téh nyieun langkung seueur karuksakan kana roda kayu gerobakna. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
- science
EXPLANATION:
This sentence"
"Prides terdiri ti hiji nepi ka tilu pejantan dewasa, sareng sakitar tilu puluh bikang sareng budakna.",science/technology,geography,"<|begin_of_text|>SENTENCE:
 Prides terdiri ti hiji nepi ka tilu pejantan dewasa, sareng sakitar tilu puluh bikang sareng budakna. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
-geography 
EXPLANATION:
P"
"Sanajan AI gaduh konotasi fiksi ilmiah anu kuat, AI ngabentuk cabang ilmiah komputer anu penting, urusana sareng tingkah laku, cara diajar sareng adaptasi calakan dina mesin.",science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Sanajan AI gaduh konotasi fiksi ilmiah anu kuat, AI ngabentuk cabang ilmiah komputer anu penting, urusana sareng tingkah laku, cara diajar sareng adaptasi calakan dina mesin. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: 
 science
 EXPLANATION:
 The sentence is"
Aspek rasio ti bentuk ieu (dibagi dua belas méh kéngéng rasio bilangan buled nu paling sederhana) nyaéta cenah mah 3:2.,science/technology,science/technology,"<|begin_of_text|>SENTENCE:
 Aspek rasio ti bentuk ieu (dibagi dua belas méh kéngéng rasio bilangan buled nu paling sederhana) nyaéta cenah mah 3:2. 
 Is this SENTENCE science, travel, politics, sports, health, entertainment, geography? 
OPTIONS:
-science
- travel
- politics
- sports
- health
- entertainment
- geography
-ANSWER: science
EXPLANATION:
This sentence is about"
