text,actual_category,predicted_category,confidence
"Iwulusyun ukax yaqha jatha yapt'i, chhijllawt apsukakis ukxa pichsurakiwa.",science/technology,travel,0.4137200713157654
"Uka fisiyun wumwax mayxarukiw prutunanakamp niwtrunanakamp apthapi, ukhamat ch'amaniñataki.",science/technology,health,0.5002794861793518
Taypinx pä jaljaw utji: neutronanakamp protonanakampi.,science/technology,science/technology,0.5669679045677185
Akax jiykatir lintinakaruw jan unxtir phukal tistansyan lintinakani ukanakamp kikipayañjam suma jamuqanak apsuyi.,science/technology,travel,0.41432464122772217
"Proxies web ukats jilakiptiw walja amuyunakarjamaxa: Llikatuqix waljachiqawjanakaruw apayi, janiw http uksakikiti.",science/technology,politics,0.36591485142707825
Intiraktiw k'achachañ utjirinaka uñstki ukxata uñakipt'apxañap thaqhi ukatx khuskhat lup'iñx yatipxañapawa.,science/technology,travel,0.3619850277900696
"Akax sapakuti luräwixanawa, ukampirus uka jirux juk'amp mayj yaqhakast llantarux uñnaqayatayna.",science/technology,travel,0.45198801159858704
"Tamanakanx mayat kimsa urqunakan chikanchatawa, ukataypinsti kimsa tunka qachunakarakiw ukapachpankarakiw wawanakasa.",science/technology,health,0.4762328863143921
"Ukjamäkchisa IA ukax jan chiqa yatxatäwjampuniw amuyasi, inphurmatika taypin wakiskiriwa, kawknïriti kumpurtamintu, yatiqäwi ukat mä makinan jasak jichunuqtaña ukanakxatawa.",science/technology,politics,0.278720885515213
Ukhamataw aka phurmatun thakhipax sari (tunka payanir jaljaña ukatx rasyunak jakhu katuqaña) 3:2 saraksnawa.,science/technology,politics,0.22894057631492615
"Yatitarjamaxa, mä satilital jawsañax janiw mä apnaqañ jawsañar lantkiti, kunati jawsañatakix satiliti uksar jan kunamp jamasat linyax uñtatäñapawa.",science/technology,travel,0.39432913064956665
"Jiyt'añ k'añaskunakan thakhinakapax kikipat uskut pallall lawanakamp luratänwa, uka k'añaskunak jiyt'ir qaqilunakax juk'amp jalapxäna, juk'amp thulu thakhinakan sipans juk'amp jathi q'ipinak jiyt'apxäna.",science/technology,travel,0.22780899703502655
"Nayra pachatpachw jaqix quri, qullqi, anti ukham química qhuyalanakx uñt'äna, taqi ukanakax uraqin uñstkirw jikxatsna ukata ukhamarakiw kuna aliq yänakampis jasak allsutäspa ukata.",science/technology,health,0.4242655336856842
Llantax aka uraqapachan walpun mayjt'ayatayna. Kunjamtix aka llantax taqi jiwasanakatakix jank'ak sarnaqañatak ukhamarak jasak aksat uksar sarañanakan yanapt'i.,science/technology,travel,0.36965253949165344
Pantalla ukch'apachar jamuqax uchatañapatakiw akax lurasi. Ukaw overscan sañ muni.,science/technology,entertainment,0.44492995738983154
Uma manqhän saranaqir aleman jupanakax U-Boats. satawa. Aleman jupanakax uma manqhan sarnaqañatakix wali kust'atapxiwa.,science/technology,travel,0.20164810121059418
"Uñnaqapax mayjt'aspawa, kimiku ukhamak ukax pachpakiskiwa.",science/technology,travel,0.4245177209377289
Uma patxan kunatix kamachki moléculas ukanakampix katthapisipxiw maynit maynikama wali ch´amanpi juk´an jil thayat sipansa.,science/technology,health,0.43773600459098816
"Wali uñt'at jach'a jan walt'awinakaxa, uka DVD uka pilikulanak taqikast uñtañanakar wakt'ayañawa.",science/technology,entertainment,0.8513000011444092
"Ukxatx, mä jaqix k'arisiskit janich ukaw yäpar ajanup uñaqasax yatisirakispa sasaw sapxi.",science/technology,travel,0.33856135606765747
"Quri uka qalasti irnaqt´asispawa kunaymanita, muruqthapiyaraksnawa jisk´a jiskpachata.",science/technology,travel,0.42764538526535034
"AI sistimax juk'ampis khaysa qullqichasïwi, qullasïwi, injinyirunakas, pallapallanakas apnaqapxakirakiwa, kunjamtix walja uta atamirinakan luratataynawa, ukatxa uka anatañanak wiriyu aplikashunanirakitaynawa.",science/technology,travel,0.39666515588760376
"Akax jichhürun achuyatakiskiwa, ukhamipans qawqch'arupunis puri uka kamaran apsuripaxa, ukaw juk'amp wakiskirixa.",science/technology,travel,0.23932898044586182
"Kimsar jaljasax pä jaljaw apnaqaña sasaw amuyux utji, ukax wali apnaqatawa, niya p'inqachatakipiniw jikxatasi, uka amuyux mayjt'ayañ yati, mä jamuqx niya yäparuw apnaqayaraki.",science/technology,travel,0.38254091143608093
"Aka yatxatawinakax janiw ukhampunikiti tinusawrxatxa, qillqatanakax waliw utji, ukhamipanx sapa ch'akhanak, saminakap uñicht'ayapxi ukats janiw sumpachapunix qhanäkiti.",science/technology,travel,0.42068716883659363
"Kunjams uka gravedad ukax chumajar wayusitaspa? Supirphisyi ukaniristxa, Uraqin qhiparkt ukats juk'akiw qhipariristxa.",science/technology,geography,0.36937132477760315
NextGen ukax mä sistimawa kawkïriti FAA ukarjamax jak’anakarukiw sarayaspa ukat waranq waranq kunwustiwlin kalunanak sapa mara imayaspa ukat ch'iyar jiq'inaks suyt'ayarakispawa.,science/technology,travel,0.6440330743789673
