text,translated_text,clean_output
"Myu mai shalaw ai ni gaw myu kaga bai mu ai, ngut nna lata da ai hpe madun dan da ai myu ni kaw na yen kau ai.","Jingpho: Myu mai shalaw ai ni gaw myu kaga bai mu ai, ngut nna lata da ai hpe madun dan da ai myu ni kaw na yen kau ai. English: I am sorry, but I am not able to speak English.","I am sorry, but I am not able to speak English."
Anumyu bawm gaw proton hte neutron ni kaw na ngun hpe la nna bungli galaw ai re.,Jingpho: Anumyu bawm gaw proton hte neutron ni kaw na ngun hpe la nna bungli galaw ai re. English: Anumyu bawm gaw proton hte neutron ni kaw na ngun hpe la nna bungli bagong bagong.,Anumyu bawm gaw proton hte neutron ni kaw na ngun hpe la nna bungli bagong bagong.
Nucleus hta neutrons hte protons ngu ai ayun ayaw lahkawng nga ai.,Jingpho: Nucleus hta neutrons hte protons ngu ai ayun ayaw lahkawng nga ai. English: The nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of,The nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of the nucleus of
Ndai gaw ka'ang galu masat da ai pat nhpai hte rau ningja rawng shadawn la mai ai sumla ni hpe shapraw lu na matu zoom pat nhpai ni bang da ai.,"Jingpho: Ndai gaw ka'ang galu masat da ai pat nhpai hte rau ningja rawng shadawn la mai ai sumla ni hpe shapraw lu na matu zoom pat nhpai ni bang da ai. English: The king is dead, long live the king.","The king is dead, long live the king."
Shahte gaw web galaw ai lam hta madi madun lam law law hku na awng dang ai ni re: Shahte gaw http sha n-ga Internet hting let sa taw ai lam yawng hpe bai byeng la ma ai.,Jingpho: Shahte gaw web galaw ai lam hta madi madun lam law law hku na awng dang ai ni re: Shahte gaw http sha n-ga Internet hting let sa taw ai lam yawng hpe bai byeng la ma ai. English: The Shahte Gaw is a poem by the Chinese poet Li Shih-Tung. It was first published in the Chinese edition of the Chinese Classics in the year.,It was first published in the Chinese edition of the Chinese Classics in the year. The Shahte Gaw is a poem by the Chinese poet Li Shih-Tung.
Nang media shapraw ai lam hpe nang maram masam da ai lam hpe nang bai jep maram na hte dingyang lam hku nre ai baw myit na matu kahti galai shalat maka gaw ra nga ai.,Jingpho: Nang media shapraw ai lam hpe nang maram masam da ai lam hpe nang bai jep maram na hte dingyang lam hku nre ai baw myit na matu kahti galai shalat maka gaw ra nga ai. English: The media is a very important part of the Chinese culture.,The media is a very important part of the Chinese culture.
Ndai gaw tatut jai lang ai madang de du wa ai raitim hpri hte galaw ai rai ni hpe hpun leng ni hta grau lang wa nga ai.,Jingpho: Ndai gaw tatut jai lang ai madang de du wa ai raitim hpri hte galaw ai rai ni hpe hpun leng ni hta grau lang wa nga ai. English: The kings of the earth are dead.,The kings of the earth are dead.
Hkang hkyi yi hte hkang hkyi kasha ni sum shi daram re hkang hkyi hpung mi hpe hkang hkyi la kaba langai kaw na masum daram hte woi nga ai.,Jingpho: Hkang hkyi yi hte hkang hkyi kasha ni sum shi daram re hkang hkyi hpung mi hpe hkang hkyi la kaba langai kaw na masum daram hte woi nga ai. English: Hkang hkyi yi hte hkang hkyi kasha ni sum shi daram re hkang hkyi hpung mi hpe hkang hkyi la kaba langai kaw na masum daram hte woi nga ai.,Hkang hkyi yi hte hkang hkyi kasha ni sum shi daram re hkang hkyi hpung mi hpe hkang hkyi la kaba langai kaw na masum daram hte woi nga ai.
"Al hta hpungtang hpan shalat rai a grai n-gun ja ai lachyum kaga nga timung, Al gaw jak langai hta sat lawat, hkaja mai ai hte zai rawng ai hku jahtuk la mai ai baw hte hparan mai ai computa hpungtang hpaji a grai ahkyak ai lakung laking langai hpe hkrang shapraw ai.","Jingpho: Al hta hpungtang hpan shalat rai a grai n-gun ja ai lachyum kaga nga timung, Al gaw jak langai hta sat lawat, hkaja mai ai hte zai rawng ai hku jahtuk la mai ai baw hte hparan mai ai computa hpungtang hpaji a grai ahkyak ai lakung laking langai hpe hkrang shapraw ai. English: The following is a list of the most common words and phrases used in the English language.",The following is a list of the most common words and phrases used in the English language.
Dai majaw ndai format (yu maya re dik ai htam nambat lu na matu shi lahkawng hte sha ai) a maka nsam htam hpe 3:2 ngu tsun ai re.,Jingpho: Dai majaw ndai format (yu maya re dik ai htam nambat lu na matu shi lahkawng hte sha ai) a maka nsam htam hpe 3:2 ngu tsun ai re. English: The Lord is my shepherd; I shall not want.,The Lord is my shepherd; I shall not want.
