text,translated_text,clean_output
"Myu mai shalaw ai ni gaw myu kaga bai mu ai, ngut nna lata da ai hpe madun dan da ai myu ni kaw na yen kau ai.","Jingpho: Myu mai shalaw ai ni gaw myu kaga bai mu ai, ngut nna lata da ai hpe madun dan da ai myu ni kaw na yen kau ai. English: Myu mai shalaw ai ni gaw myu kaga bai mu ai, ngut nna lata da ai hpe madun dan da ai myu ni kaw na yen kau ai.","Myu mai shalaw ai ni gaw myu kaga bai mu ai, ngut nna lata da ai hpe madun dan da ai myu ni kaw na yen kau ai."
Anumyu bawm gaw proton hte neutron ni kaw na ngun hpe la nna bungli galaw ai re.,Jingpho: Anumyu bawm gaw proton hte neutron ni kaw na ngun hpe la nna bungli galaw ai re. English: I am a neutron. I am a proton. I am a neutron. I am a proton. I am a neutron. I am a proton. I am a neutron. I am a proton. I am a proton. I am a proton. I am a proton. I am a proton. I am a proton. I am a proton. I am a proton. I am a proton. I am a proto,I am a proton. I am a neutron. I am a proto
Nucleus hta neutrons hte protons ngu ai ayun ayaw lahkawng nga ai.,Jingpho: Nucleus hta neutrons hte protons ngu ai ayun ayaw lahkawng nga ai. English: The nucleus of an atom is the smallest part of an atom that contains the atom's mass and is responsible for the atom's chemical properties.,The nucleus of an atom is the smallest part of an atom that contains the atom's mass and is responsible for the atom's chemical properties.
Ndai gaw ka'ang galu masat da ai pat nhpai hte rau ningja rawng shadawn la mai ai sumla ni hpe shapraw lu na matu zoom pat nhpai ni bang da ai.,Jingpho: Ndai gaw ka'ang galu masat da ai pat nhpai hte rau ningja rawng shadawn la mai ai sumla ni hpe shapraw lu na matu zoom pat nhpai ni bang da ai. English: I am a young man. I am a student. I am a worker. I am a farmer. I am a fisherman. I am a teacher. I am a doctor. I am a soldier. I am a policeman. I am a soldier. I am a policeman. I am a soldier. I am a policeman. I am a policeman. I am a policeman. I am a policeman. I am a policeman. I am a policeman.,I am a fisherman. I am a soldier. I am a farmer. I am a student. I am a policeman. I am a young man. I am a doctor. I am a worker. I am a teacher.
Shahte gaw web galaw ai lam hta madi madun lam law law hku na awng dang ai ni re: Shahte gaw http sha n-ga Internet hting let sa taw ai lam yawng hpe bai byeng la ma ai.,Jingpho: Shahte gaw web galaw ai lam hta madi madun lam law law hku na awng dang ai ni re: Shahte gaw http sha n-ga Internet hting let sa taw ai lam yawng hpe bai byeng la ma ai. English: The Internet is a global system of interconnected computer networks that use the standard Internet protocol suite (TCP/IP) to link devices worldwide.,The Internet is a global system of interconnected computer networks that use the standard Internet protocol suite (TCP/IP) to link devices worldwide.
Nang media shapraw ai lam hpe nang maram masam da ai lam hpe nang bai jep maram na hte dingyang lam hku nre ai baw myit na matu kahti galai shalat maka gaw ra nga ai.,Jingpho: Nang media shapraw ai lam hpe nang maram masam da ai lam hpe nang bai jep maram na hte dingyang lam hku nre ai baw myit na matu kahti galai shalat maka gaw ra nga ai. English: I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim. I am a Muslim.,I am a Muslim.
Ndai gaw tatut jai lang ai madang de du wa ai raitim hpri hte galaw ai rai ni hpe hpun leng ni hta grau lang wa nga ai.,Jingpho: Ndai gaw tatut jai lang ai madang de du wa ai raitim hpri hte galaw ai rai ni hpe hpun leng ni hta grau lang wa nga ai. English: I am a young man.,I am a young man.
Hkang hkyi yi hte hkang hkyi kasha ni sum shi daram re hkang hkyi hpung mi hpe hkang hkyi la kaba langai kaw na masum daram hte woi nga ai.,Jingpho: Hkang hkyi yi hte hkang hkyi kasha ni sum shi daram re hkang hkyi hpung mi hpe hkang hkyi la kaba langai kaw na masum daram hte woi nga ai. English: I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young man. I am a young,I am a young man. I am a young
"Al hta hpungtang hpan shalat rai a grai n-gun ja ai lachyum kaga nga timung, Al gaw jak langai hta sat lawat, hkaja mai ai hte zai rawng ai hku jahtuk la mai ai baw hte hparan mai ai computa hpungtang hpaji a grai ahkyak ai lakung laking langai hpe hkrang shapraw ai.","Jingpho: Al hta hpungtang hpan shalat rai a grai n-gun ja ai lachyum kaga nga timung, Al gaw jak langai hta sat lawat, hkaja mai ai hte zai rawng ai hku jahtuk la mai ai baw hte hparan mai ai computa hpungtang hpaji a grai ahkyak ai lakung laking langai hpe hkrang shapraw ai. English: I am a Muslim, I am a Christian, I am a Jew, I am a Hindu, I am a Buddhist, I am a Taoist, I am a Shintoist, I am a Pagan, I am a Christian, I am a Jew, I am a Hindu, I am a Buddhist, I am a Taoist, I am a Shintoist, I am a Pagan, I am a Christian, I am a Jew, I am a Hindu,","I am a Muslim, I am a Christian, I am a Jew, I am a Hindu, I am a Buddhist, I am a Taoist, I am a Shintoist, I am a Pagan, I am a Christian, I am a Jew, I am a Hindu, I am a Buddhist, I am a Taoist, I am a Shintoist, I am a Pagan, I am a Christian, I am a Jew, I am a Hindu,"
Dai majaw ndai format (yu maya re dik ai htam nambat lu na matu shi lahkawng hte sha ai) a maka nsam htam hpe 3:2 ngu tsun ai re.,"Jingpho: Dai majaw ndai format (yu maya re dik ai htam nambat lu na matu shi lahkawng hte sha ai) a maka nsam htam hpe 3:2 ngu tsun ai re. English: The Lord said to Moses, “I am the God of your fathers, the God of Abraham, the God of Isaac, and the God of Jacob.”","The Lord said to Moses, “I am the God of your fathers, the God of Abraham, the God of Isaac, and the God of Jacob.”"
